gameid,team,model_prob_1,Actual_winning_team,Model_winning_team,team2,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
2014R601,Collingwood,0.5826060722006537,Collingwood,Collingwood,Essendon,2014-04-25,2014,R6,M.C.G.,14:40:00,1,1,82.8,3.4,12,80.4,2.4,-4.8,359.6,215.0,93.2,144.6,11.4,10.2,29.8,69.4,36.4,50.2,34.2,50.0,13.4,15.2,140.8,213.8,7.6,14.0,50.8,6.6,7.0
2014R602,Brisbane Lions,0.224241168259369,Brisbane Lions,St Kilda,St Kilda,2014-04-25,2014,R6,Wellington,19:45:00,1,0,65.8,5.6,0,122.2,-56.4,-98.2,335.0,185.0,78.8,150.0,9.6,7.0,40.4,66.6,35.0,40.4,39.6,44.8,17.8,17.6,126.8,203.0,5.4,7.2,52.6,9.0,5.8
2014R602,St Kilda,0.7703360126717312,Brisbane Lions,St Kilda,Brisbane Lions,2014-04-25,2014,R6,Wellington,19:45:00,0,1,70.4,1.16,12,84.6,-14.2,-29.8,360.4,210.6,101.2,149.8,10.2,7.0,32.2,63.0,32.8,43.2,38.8,46.4,14.0,13.2,133.4,227.4,8.8,10.6,42.6,13.4,7.8
2014R603,North Melbourne,0.3110831384106933,North Melbourne,Fremantle,Fremantle,2014-04-25,2014,R6,Subiaco,18:45:00,1,0,77.8,2.08,12,76.8,1.0,5.4,368.4,206.0,87.6,162.4,11.2,7.8,40.8,69.8,41.4,44.6,39.0,42.6,12.6,13.4,133.4,229.0,9.2,7.4,51.6,13.4,6.2
2014R603,Fremantle,0.6822541316246177,North Melbourne,Fremantle,North Melbourne,2014-04-25,2014,R6,Subiaco,18:45:00,0,1,94.0,0.0,12,74.8,19.2,53.4,355.0,210.8,79.8,144.2,13.8,8.6,58.0,63.6,31.4,53.6,38.8,44.4,16.0,15.0,148.8,201.0,9.2,9.8,45.8,5.8,8.2
2014R604,Gold Coast,0.5222524036688261,Gold Coast,Gold Coast,Greater Western Sydney,2014-04-26,2014,R6,Carrara,13:40:00,1,1,75.0,0.08,12,88.6,-13.6,-40.4,350.2,199.4,70.2,150.8,10.4,9.8,32.8,67.8,37.0,50.2,42.4,54.6,19.0,18.6,154.2,190.8,7.8,8.4,65.0,9.4,7.0
2014R604,Greater Western Sydney,0.4700412942888227,Gold Coast,Gold Coast,Gold Coast,2014-04-26,2014,R6,Carrara,13:40:00,0,0,84.2,0.04,8,91.2,-7.0,-3.0,343.6,199.4,69.6,144.2,12.0,8.6,53.8,77.6,33.4,53.4,44.2,46.8,17.6,19.0,147.0,190.2,6.4,8.4,50.8,12.2,6.4
2014R605,West Coast,0.5471300822202039,Carlton,West Coast,Carlton,2014-04-26,2014,R6,Docklands,16:40:00,0,0,85.6,1.04,12,66.8,18.8,37.6,359.2,198.6,81.2,160.6,12.4,9.2,45.8,63.4,34.6,45.6,36.6,44.0,16.2,17.4,141.2,217.2,8.4,8.0,49.4,14.2,8.8
2014R605,Carlton,0.4452228038596966,Carlton,West Coast,West Coast,2014-04-26,2014,R6,Docklands,16:40:00,1,1,81.4,2.6,4,105.6,-24.2,-40.6,335.2,196.8,78.4,138.4,11.4,10.4,45.2,67.2,31.8,45.6,41.8,45.4,19.2,16.2,138.8,195.4,8.2,11.4,56.8,17.2,8.4
2014R606,Melbourne,0.272432321175851,Sydney,Sydney,Sydney,2014-04-26,2014,R6,M.C.G.,19:40:00,0,1,57.4,1.12,4,82.8,-25.4,-76.2,350.6,202.4,88.6,148.2,8.0,7.2,38.0,63.0,32.0,42.8,31.2,45.6,18.8,17.8,131.4,213.8,7.0,8.8,52.0,4.0,4.8
2014R606,Sydney,0.7213979919144593,Sydney,Sydney,Melbourne,2014-04-26,2014,R6,M.C.G.,19:40:00,1,0,82.0,2.3200000000000003,8,85.0,-3.0,-11.0,357.2,202.6,74.2,154.6,11.8,8.4,37.6,78.4,34.8,51.4,39.2,50.0,18.0,18.2,148.0,203.2,8.8,10.6,55.0,6.2,8.6
2014R607,Adelaide,0.6356376079486876,Adelaide,Adelaide,Western Bulldogs,2014-04-27,2014,R6,Docklands,13:10:00,1,0,99.6,0.0,8,100.4,-0.8,10.4,391.2,216.6,104.2,174.6,14.6,9.2,36.0,59.2,34.2,52.6,37.6,38.0,15.4,13.0,130.2,255.2,10.4,12.6,46.0,14.2,10.0
2014R607,Western Bulldogs,0.3572339942110069,Adelaide,Adelaide,Adelaide,2014-04-27,2014,R6,Docklands,13:10:00,0,1,84.8,0.2,8,103.4,-18.6,-28.8,361.8,191.0,81.0,170.8,12.8,7.4,43.6,67.4,31.8,45.6,38.6,39.8,16.0,17.6,130.6,226.8,6.2,9.2,40.2,11.0,9.4
2014R608,Richmond,0.350073365652274,Hawthorn,Hawthorn,Hawthorn,2014-04-27,2014,R6,M.C.G.,15:20:00,0,1,88.6,3.2800000000000002,8,89.2,-0.6,0.2,353.4,207.6,87.0,145.8,12.8,8.4,47.0,71.6,31.0,52.2,45.4,48.8,19.4,18.2,139.4,207.0,9.8,11.2,51.8,5.0,9.0
2014R608,Hawthorn,0.642861731251324,Hawthorn,Hawthorn,Richmond,2014-04-27,2014,R6,M.C.G.,15:20:00,1,0,120.2,7.08,16,82.2,38.0,62.2,405.0,237.4,100.0,167.6,18.0,9.0,40.6,50.0,35.8,54.8,40.8,45.0,16.0,14.4,144.8,254.8,8.4,13.2,64.0,10.0,12.4
2014R609,Port Adelaide,0.4613065197595903,Port Adelaide,Geelong,Geelong,2014-04-27,2014,R6,Adelaide Oval,16:10:00,1,1,113.2,1.44,16,71.8,41.4,75.0,381.8,223.4,101.0,158.4,16.8,10.4,36.8,72.6,29.6,56.4,35.6,47.0,16.2,20.0,144.6,235.0,11.6,15.2,53.4,15.6,11.6
2014R609,Geelong,0.5310036515293763,Port Adelaide,Geelong,Port Adelaide,2014-04-27,2014,R6,Adelaide Oval,16:10:00,0,0,102.4,1.0,20,68.8,33.6,70.8,363.4,212.2,95.6,151.2,14.8,11.2,38.6,74.4,27.6,57.0,35.6,48.2,16.6,15.6,146.8,219.4,11.4,16.4,49.6,5.6,10.8
2014R701,Carlton,0.3543988847496154,Collingwood,Collingwood,Collingwood,2014-05-02,2014,R7,M.C.G.,19:50:00,0,1,82.4,1.16,8,99.4,-17.0,-32.4,350.0,207.8,87.0,142.2,11.8,9.6,41.6,70.2,35.4,47.6,41.8,45.6,18.6,16.2,138.2,210.6,7.4,10.6,54.8,17.6,8.4
2014R701,Collingwood,0.6384974727802909,Collingwood,Collingwood,Carlton,2014-05-02,2014,R7,M.C.G.,19:50:00,1,0,90.2,3.4,16,69.2,21.0,33.2,359.0,216.4,94.2,142.6,12.8,10.6,33.0,72.4,36.2,49.8,34.4,48.8,15.2,16.0,142.4,212.2,7.8,13.8,51.6,6.0,7.2
2014R702,Hawthorn,0.682985278776591,Hawthorn,Hawthorn,St Kilda,2014-05-03,2014,R7,M.C.G.,13:45:00,1,1,116.0,1.64,16,74.4,41.6,77.0,409.2,237.2,101.6,172.0,17.4,8.4,40.4,52.0,36.6,54.8,41.4,45.4,15.0,13.6,144.4,261.2,7.4,11.8,65.0,12.8,11.0
2014R702,St Kilda,0.3103603482478406,Hawthorn,Hawthorn,Hawthorn,2014-05-03,2014,R7,M.C.G.,13:45:00,0,0,72.6,0.4,8,90.8,-18.2,-37.2,368.6,208.6,96.2,160.0,10.4,8.2,36.0,66.4,33.2,47.6,40.0,50.6,15.0,15.6,137.0,229.8,9.2,10.6,45.6,9.0,7.2
2014R703,Port Adelaide,0.7165210364937783,Port Adelaide,Port Adelaide,Greater Western Sydney,2014-05-03,2014,R7,Manuka Oval,14:10:00,1,0,110.6,0.0,16,67.8,42.8,79.4,387.4,222.6,99.4,164.8,16.4,10.4,39.6,68.4,32.0,56.8,35.6,47.2,16.6,18.6,143.8,239.8,9.8,15.8,53.6,15.8,11.4
2014R703,Greater Western Sydney,0.2772427818245834,Port Adelaide,Port Adelaide,Port Adelaide,2014-05-03,2014,R7,Manuka Oval,14:10:00,0,1,83.2,0.04,4,104.6,-21.4,-21.2,346.8,193.8,72.8,153.0,11.6,9.6,52.4,71.6,35.8,54.2,40.4,45.4,16.4,16.2,139.6,203.0,7.2,9.4,47.6,15.2,7.0
2014R704,Adelaide,0.7648410230169268,Melbourne,Adelaide,Melbourne,2014-05-03,2014,R7,Adelaide Oval,16:10:00,0,1,101.8,0.0,12,93.2,8.6,22.0,387.0,219.8,107.2,167.2,14.8,10.0,35.2,61.0,32.0,53.0,37.2,36.2,16.0,13.6,131.8,251.0,12.0,12.8,46.0,14.8,10.6
2014R704,Melbourne,0.2296450894587473,Melbourne,Adelaide,Adelaide,2014-05-03,2014,R7,Adelaide Oval,16:10:00,1,0,54.8,0.36,4,83.0,-28.2,-86.0,342.2,199.8,87.0,142.4,7.8,6.6,38.2,66.0,35.4,40.8,31.0,43.8,20.4,17.2,133.4,202.6,7.6,8.0,52.2,3.6,4.4
2014R705,Western Bulldogs,0.5188823134917497,Essendon,Western Bulldogs,Essendon,2014-05-03,2014,R7,Docklands,19:40:00,0,0,87.6,0.2,8,95.0,-7.4,-12.2,357.8,191.6,81.6,166.2,13.0,8.8,45.6,66.6,30.0,47.6,37.4,37.8,16.8,17.6,135.0,219.6,7.4,10.4,39.8,11.0,9.0
2014R705,Essendon,0.4734063000798698,Essendon,Western Bulldogs,Western Bulldogs,2014-05-03,2014,R7,Docklands,19:40:00,1,1,81.8,2.04,4,84.8,-3.0,-2.8,407.6,230.8,121.6,176.8,11.8,7.8,31.6,61.0,26.4,47.2,38.0,38.6,13.4,15.8,131.2,275.8,9.6,12.0,44.4,3.8,8.6
2014R706,Sydney,0.8164805809347169,Sydney,Sydney,Brisbane Lions,2014-05-03,2014,R7,Gabba,19:40:00,1,0,82.4,2.3200000000000003,12,72.8,9.6,15.0,373.6,208.8,80.2,164.8,11.8,9.2,35.4,76.2,34.2,52.6,38.8,46.4,15.8,16.8,143.6,223.6,7.6,11.2,52.6,7.6,8.8
2014R706,Brisbane Lions,0.1789330809809173,Sydney,Sydney,Sydney,2014-05-03,2014,R7,Gabba,19:40:00,0,1,64.0,0.16,4,110.2,-46.2,-86.8,340.2,185.4,75.8,154.8,9.4,6.2,42.2,69.6,39.4,41.8,40.8,46.8,19.8,18.2,129.6,205.6,5.4,5.8,54.6,9.0,6.4
2014R707,North Melbourne,0.3527350079975151,Gold Coast,Gold Coast,Gold Coast,2014-05-04,2014,R7,Docklands,13:10:00,0,1,80.6,2.12,16,69.2,11.4,22.6,386.4,216.4,89.6,170.0,11.4,9.4,38.6,69.8,41.6,45.6,39.8,45.0,15.6,15.2,138.2,240.0,8.4,7.4,50.4,11.6,6.6
2014R707,Gold Coast,0.640176112485804,Gold Coast,Gold Coast,North Melbourne,2014-05-04,2014,R7,Docklands,13:10:00,1,0,84.4,0.0,12,93.6,-9.2,-37.0,352.0,202.8,72.2,149.2,12.0,9.6,32.0,70.0,35.4,55.0,45.2,54.6,17.0,18.0,155.6,192.6,8.4,8.6,62.6,9.8,7.0
2014R708,Geelong,0.6894736969693228,Geelong,Geelong,Richmond,2014-05-04,2014,R7,M.C.G.,15:20:00,1,1,92.0,1.0,16,74.0,18.0,49.4,356.4,207.4,95.2,149.0,13.0,11.6,36.4,72.4,27.2,54.4,34.4,48.6,16.0,16.4,142.4,217.4,12.0,16.8,50.0,4.2,9.8
2014R708,Richmond,0.3039475154141502,Geelong,Geelong,Geelong,2014-05-04,2014,R7,M.C.G.,15:20:00,0,0,85.2,3.2,8,95.4,-10.2,-20.0,345.0,205.4,91.2,139.6,12.2,8.4,47.2,71.6,31.6,49.6,42.4,46.2,16.6,16.8,133.0,205.4,10.0,11.4,48.0,4.4,8.6
2014R709,West Coast,0.347657051699941,Fremantle,Fremantle,Fremantle,2014-05-04,2014,R7,Subiaco,14:40:00,0,1,76.6,1.04,8,71.4,5.2,18.2,354.2,197.4,79.0,156.8,10.6,10.8,46.2,58.6,37.2,45.6,34.4,45.4,16.0,17.6,136.6,215.2,7.0,7.0,50.6,11.8,7.4
2014R709,Fremantle,0.645300196134954,Fremantle,Fremantle,West Coast,2014-05-04,2014,R7,Subiaco,14:40:00,1,0,83.0,0.04,8,80.4,2.6,18.8,354.2,211.2,81.6,143.0,12.0,8.0,58.4,61.4,30.8,51.6,40.6,47.8,17.4,17.2,149.2,201.8,9.0,8.6,42.6,6.2,7.2
2014R801,Sydney,0.4003265243153927,Sydney,Hawthorn,Hawthorn,2014-05-09,2014,R8,Stadium Australia,19:50:00,1,1,93.2,4.24,16,63.8,29.4,56.8,385.0,214.4,86.4,170.6,13.4,10.0,34.0,73.2,33.2,55.0,37.6,44.0,15.6,16.6,143.6,238.0,7.4,12.8,52.2,6.8,10.0
2014R801,Hawthorn,0.5922307013830161,Sydney,Hawthorn,Sydney,2014-05-09,2014,R8,Stadium Australia,19:50:00,0,0,133.0,0.52,16,63.2,69.8,172.6,442.0,248.4,107.6,193.6,20.2,8.6,40.2,54.0,33.6,58.6,42.4,43.6,14.8,12.8,148.8,287.2,8.8,14.4,65.4,12.6,12.6
2014R802,Port Adelaide,0.7468972385526388,Port Adelaide,Port Adelaide,Fremantle,2014-05-10,2014,R8,Adelaide Oval,13:10:00,1,1,111.6,0.0,16,72.6,39.0,71.8,387.8,218.0,95.2,169.8,16.6,10.2,40.8,68.2,28.0,60.6,38.8,46.6,17.0,15.6,142.4,240.8,9.8,15.2,49.4,11.2,12.2
2014R802,Fremantle,0.247304178500463,Port Adelaide,Port Adelaide,Port Adelaide,2014-05-10,2014,R8,Adelaide Oval,13:10:00,0,0,80.2,0.04,8,83.4,-3.2,1.2,366.4,215.4,95.6,151.0,11.8,6.6,53.2,59.8,28.8,48.2,38.6,42.4,17.2,15.2,138.8,225.8,11.0,8.8,36.4,7.6,7.6
2014R803,Essendon,0.7845681374366034,Essendon,Essendon,Brisbane Lions,2014-05-10,2014,R8,Gabba,16:40:00,1,0,79.2,0.9199999999999999,8,79.8,-0.6,0.6,392.4,226.0,118.6,166.4,11.4,7.8,30.2,59.6,27.8,46.2,36.8,41.2,14.2,17.4,128.8,262.4,10.6,12.2,43.8,3.8,8.8
2014R803,Brisbane Lions,0.2102533718474278,Essendon,Essendon,Essendon,2014-05-10,2014,R8,Gabba,16:40:00,0,1,59.2,2.7600000000000002,4,116.2,-57.0,-115.4,338.6,182.2,79.2,156.4,8.6,6.4,42.2,63.2,39.8,40.6,36.8,47.8,17.8,19.2,120.4,213.2,5.6,4.6,51.8,7.2,5.8
2014R804,Western Bulldogs,0.6386450624737937,Western Bulldogs,Western Bulldogs,Melbourne,2014-05-10,2014,R8,M.C.G.,19:40:00,1,0,89.8,0.52,8,93.0,-3.2,-3.8,364.2,193.2,82.6,171.0,13.2,9.2,46.2,64.2,31.0,49.2,38.4,39.8,18.0,19.4,137.4,225.2,7.8,11.4,38.8,11.4,9.4
2014R804,Melbourne,0.3542525861542848,Western Bulldogs,Western Bulldogs,Western Bulldogs,2014-05-10,2014,R8,M.C.G.,19:40:00,0,1,62.8,2.36,8,71.8,-9.0,-23.2,339.4,195.8,76.8,143.6,9.2,6.2,42.6,67.0,40.0,41.2,32.8,46.2,19.4,18.0,138.4,194.4,8.2,7.6,56.0,5.8,4.4
2014R805,Greater Western Sydney,0.6834848565674418,West Coast,Greater Western Sydney,West Coast,2014-05-11,2014,R8,Subiaco,14:40:00,0,0,85.0,0.04,4,112.0,-27.0,-26.8,350.6,197.4,78.6,153.2,12.0,9.2,51.0,71.8,38.6,51.6,41.2,46.8,15.0,17.0,136.6,211.0,7.4,10.4,48.2,13.2,6.8
2014R805,West Coast,0.3098664992957316,West Coast,Greater Western Sydney,Greater Western Sydney,2014-05-11,2014,R8,Subiaco,14:40:00,1,1,62.8,0.8400000000000001,4,80.0,-17.2,-50.8,338.4,187.8,76.2,150.6,8.4,11.4,42.4,63.4,36.4,42.4,32.2,46.8,15.6,16.8,133.6,202.6,8.0,6.4,49.6,11.2,5.8
2014R806,St Kilda,0.4138393072887706,Carlton,Carlton,Carlton,2014-05-12,2014,R8,Docklands,19:20:00,0,1,59.6,0.9199999999999999,4,108.2,-48.6,-135.4,360.8,197.8,85.6,163.0,8.2,7.8,38.0,66.2,33.8,42.6,41.0,46.4,14.4,14.4,134.4,222.2,7.2,8.6,45.0,8.4,5.8
2014R806,Carlton,0.5786432146532986,Carlton,Carlton,St Kilda,2014-05-12,2014,R8,Docklands,19:20:00,1,0,79.2,0.12,8,100.6,-21.4,-39.4,349.2,204.4,88.4,144.8,11.4,8.8,40.2,66.2,36.0,43.8,40.0,42.8,18.2,16.4,132.6,214.0,7.2,10.2,53.8,17.2,8.2
2014R901,Collingwood,0.5305063431809184,Adelaide,Collingwood,Adelaide,2014-05-15,2014,R9,Adelaide Oval,19:20:00,0,0,93.2,2.56,16,69.4,23.8,37.2,356.8,216.0,92.6,140.8,13.2,11.4,32.6,72.4,34.0,50.6,34.6,47.0,15.0,16.0,139.4,212.8,8.2,15.2,52.8,6.4,7.8
2014R901,Adelaide,0.4618027654657417,Adelaide,Collingwood,Collingwood,2014-05-15,2014,R9,Adelaide Oval,19:20:00,1,1,100.6,2.2,12,81.8,18.8,36.0,382.6,217.6,103.0,165.0,14.4,11.2,36.6,62.0,31.4,54.6,37.6,36.6,15.4,13.2,135.6,244.0,13.0,11.4,48.8,16.2,9.8
2014R902,Essendon,0.1963498872847055,Sydney,Sydney,Sydney,2014-05-16,2014,R9,Docklands,19:50:00,0,1,64.6,0.9199999999999999,8,79.8,-15.2,-25.0,384.8,217.6,112.6,167.2,9.0,7.4,32.6,64.2,30.2,43.4,36.6,44.4,14.8,18.2,127.2,257.6,10.0,9.8,50.4,3.2,6.0
2014R902,Sydney,0.7987267880900539,Sydney,Sydney,Essendon,2014-05-16,2014,R9,Docklands,19:50:00,1,0,87.8,4.24,16,67.2,20.6,43.4,394.2,216.4,85.8,177.8,12.2,11.8,32.2,77.6,32.2,59.0,38.2,45.0,15.4,16.6,149.6,243.2,8.2,12.8,55.0,4.8,8.6
2014R903,Melbourne,0.4700494358901557,Melbourne,Richmond,Richmond,2014-05-17,2014,R9,M.C.G.,13:40:00,1,0,70.0,4.8,8,75.8,-5.8,-13.4,338.4,196.2,80.2,142.2,10.2,7.2,49.2,68.0,35.6,44.4,34.8,42.2,19.6,16.6,137.6,196.6,8.4,8.2,54.2,6.4,5.8
2014R903,Richmond,0.5222442489190933,Melbourne,Richmond,Melbourne,2014-05-17,2014,R9,M.C.G.,13:40:00,0,1,80.8,3.56,4,94.4,-13.6,-24.2,352.0,204.4,88.4,147.6,11.8,7.0,49.4,72.4,32.0,48.2,42.8,46.6,17.8,15.4,135.2,211.2,7.6,11.2,50.2,3.0,8.4
2014R904,Brisbane Lions,0.200166912241505,North Melbourne,North Melbourne,North Melbourne,2014-05-17,2014,R9,Docklands,16:40:00,0,0,58.4,2.7600000000000002,4,106.4,-48.0,-100.8,343.2,181.0,76.4,162.2,8.4,6.4,40.2,60.6,38.6,41.0,35.2,48.0,18.2,19.2,119.2,219.8,5.4,5.0,49.2,7.4,5.4
2014R904,North Melbourne,0.7948384874009329,North Melbourne,North Melbourne,Brisbane Lions,2014-05-17,2014,R9,Docklands,16:40:00,1,1,79.4,3.3200000000000003,12,82.4,-3.0,0.6,390.6,219.8,91.4,170.8,11.2,8.4,40.4,69.4,43.2,47.0,40.2,49.4,16.6,16.0,143.8,239.8,8.0,7.0,54.2,10.0,6.0
2014R905,Fremantle,0.2862856524463092,Fremantle,Geelong,Geelong,2014-05-17,2014,R9,Subiaco,17:40:00,1,1,79.6,3.5199999999999996,8,74.8,4.8,11.0,380.0,218.8,100.8,161.2,11.8,6.6,54.0,64.6,29.8,45.8,39.6,43.4,17.4,15.6,142.6,236.8,12.8,8.4,37.4,7.2,7.4
2014R905,Geelong,0.7073571182368165,Fremantle,Geelong,Fremantle,2014-05-17,2014,R9,Subiaco,17:40:00,0,0,89.6,2.2399999999999998,16,75.6,14.0,43.4,359.4,213.6,97.4,145.8,12.6,11.2,36.2,70.0,27.8,55.4,35.4,48.4,16.0,15.4,139.8,222.6,12.6,15.2,47.6,4.6,8.6
2014R906,St Kilda,0.1890214768858178,Gold Coast,Gold Coast,Gold Coast,2014-05-18,2014,R9,Docklands,16:40:00,0,1,61.8,0.9199999999999999,4,111.8,-50.0,-136.0,356.6,197.8,84.8,158.8,8.4,8.2,38.2,64.0,36.6,44.2,40.6,44.6,13.4,13.8,131.2,220.6,6.6,9.2,46.6,9.0,5.8
2014R906,Gold Coast,0.8061946392933113,Gold Coast,Gold Coast,St Kilda,2014-05-18,2014,R9,Docklands,16:40:00,1,0,100.6,1.4,16,91.6,9.0,-1.2,367.6,209.0,78.6,158.6,14.6,9.6,32.4,66.0,34.8,57.8,42.8,52.2,15.4,17.6,154.4,209.6,8.8,10.6,57.6,10.8,9.0
2014SF01,Geelong,0.4332284603032328,North Melbourne,North Melbourne,North Melbourne,2014-09-12,2014,SF,M.C.G.,19:50:00,0,1,89.0,0.0,12,86.8,2.2,0.6,373.6,201.4,94.0,172.2,13.0,8.6,30.4,59.8,26.4,51.2,33.8,43.8,18.4,15.8,132.0,246.2,11.6,13.6,50.2,7.6,9.0
2014SF01,North Melbourne,0.5591667383320159,North Melbourne,North Melbourne,Geelong,2014-09-12,2014,SF,M.C.G.,19:50:00,1,0,108.0,2.4,16,82.0,26.0,45.4,359.0,210.6,94.2,148.4,15.8,11.0,39.8,59.4,34.4,54.6,37.0,43.2,19.4,19.4,131.4,226.4,12.4,14.4,45.8,14.8,10.4
2014SF02,Fremantle,0.4197906963641477,Port Adelaide,Port Adelaide,Port Adelaide,2014-09-13,2014,SF,Subiaco,17:45:00,0,1,93.8,12.32,12,82.0,11.8,22.4,367.0,204.6,87.8,162.4,13.8,9.0,50.6,63.8,31.6,47.8,40.0,42.4,14.4,18.6,146.2,222.8,11.4,12.0,39.6,5.4,10.6
2014SF02,Port Adelaide,0.5726625331010984,Port Adelaide,Port Adelaide,Fremantle,2014-09-13,2014,SF,Subiaco,17:45:00,1,0,84.2,10.6,8,69.8,14.4,47.0,368.6,207.6,84.0,161.0,11.6,11.4,44.8,65.6,29.6,56.6,41.2,44.8,17.0,15.4,146.2,219.2,10.4,13.0,55.4,16.2,8.6
2015EF01,Western Bulldogs,0.4761127050374392,Adelaide,Adelaide,Adelaide,2015-09-12,2015,EF,M.C.G.,19:20:00,0,1,116.8,0.64,12,96.8,20.0,42.4,373.8,195.4,82.4,178.4,17.8,8.2,33.0,62.4,31.0,54.0,38.8,43.0,18.4,17.6,135.4,237.2,9.8,12.4,41.0,9.8,11.0
2015EF01,Adelaide,0.5161723282749519,Adelaide,Adelaide,Western Bulldogs,2015-09-12,2015,EF,M.C.G.,19:20:00,1,0,113.8,0.44000000000000006,12,85.2,28.6,60.2,364.4,209.4,96.8,155.0,17.0,8.0,49.2,50.0,36.2,54.0,36.4,50.6,18.2,17.0,132.6,231.6,10.4,15.2,49.8,5.4,12.4
2015EF02,Richmond,0.6877495371872779,North Melbourne,Richmond,North Melbourne,2015-09-13,2015,EF,M.C.G.,15:20:00,0,1,103.8,0.72,16,62.6,41.2,72.6,386.6,232.8,110.2,153.8,15.8,7.0,41.2,53.4,39.6,54.2,37.2,48.0,18.6,18.8,144.6,240.6,11.4,14.4,52.4,9.4,10.4
2015EF02,North Melbourne,0.3056513405065429,North Melbourne,Richmond,Richmond,2015-09-13,2015,EF,M.C.G.,15:20:00,1,0,86.2,2.2399999999999998,12,84.2,2.0,3.2,341.0,198.2,92.6,142.8,12.6,8.0,42.0,67.4,37.2,46.0,36.2,46.6,20.4,18.2,131.8,208.6,16.8,13.2,39.6,8.6,7.2
2015GF01,West Coast,0.6061117480155342,Hawthorn,West Coast,Hawthorn,2015-10-03,2015,GF,M.C.G.,14:30:00,0,1,106.4,3.2,16,72.0,34.4,84.0,359.6,201.4,84.2,158.2,15.4,11.8,53.8,63.6,28.2,52.4,39.8,42.6,21.0,14.4,145.4,211.6,14.6,16.4,49.0,3.0,9.6
2015GF01,Hawthorn,0.386533477151974,Hawthorn,West Coast,West Coast,2015-10-03,2015,GF,M.C.G.,14:30:00,1,0,108.0,2.2800000000000002,16,68.4,39.6,65.8,396.4,227.2,112.4,169.2,16.6,7.0,36.8,66.2,30.6,50.0,36.0,45.6,18.0,19.6,129.0,269.6,9.0,12.4,47.0,5.0,11.2
2015PF01,Hawthorn,0.6219984513332791,Hawthorn,Hawthorn,Fremantle,2015-09-25,2015,PF,Subiaco,18:20:00,1,0,106.4,2.2800000000000002,12,76.6,29.8,52.6,381.2,217.4,103.6,163.8,16.2,8.0,40.0,66.0,32.2,52.4,38.8,45.8,18.4,19.4,128.2,256.4,9.4,13.6,46.4,5.0,11.2
2015PF01,Fremantle,0.370761957594602,Hawthorn,Hawthorn,Hawthorn,2015-09-25,2015,PF,Subiaco,18:20:00,0,1,78.6,7.0,8,86.8,-8.2,-11.6,365.4,199.2,92.2,166.2,11.6,7.2,54.2,60.6,33.2,44.8,41.2,45.6,15.8,21.4,135.8,231.0,11.2,11.0,36.0,4.4,8.2
2015PF02,West Coast,0.6283925213800358,West Coast,West Coast,North Melbourne,2015-09-26,2015,PF,Subiaco,17:45:00,1,1,111.2,3.2,16,77.0,34.2,81.0,354.6,199.6,86.8,155.0,16.4,11.0,48.4,59.0,28.2,50.2,39.4,43.4,22.6,14.6,145.0,209.2,14.2,16.0,44.8,5.2,10.0
2015PF02,North Melbourne,0.3644186006794879,West Coast,West Coast,West Coast,2015-09-26,2015,PF,Subiaco,17:45:00,0,0,83.2,2.04,12,85.2,-2.0,-2.0,337.4,199.8,94.4,137.6,12.0,8.2,43.4,65.8,35.6,47.0,36.0,44.6,20.0,17.6,132.6,205.4,16.4,13.4,40.4,8.6,7.4
2015QF01,West Coast,0.4829270950606196,West Coast,Hawthorn,Hawthorn,2015-09-11,2015,QF,Subiaco,18:20:00,1,1,106.8,2.88,12,81.8,25.0,67.2,350.4,195.0,82.0,155.4,15.8,10.8,47.0,61.0,29.2,49.0,40.2,44.2,21.6,14.4,145.0,206.6,13.4,14.8,41.8,4.8,10.4
2015QF01,Hawthorn,0.5093509325562012,West Coast,Hawthorn,West Coast,2015-09-11,2015,QF,Subiaco,18:20:00,0,0,108.4,1.6400000000000001,16,77.0,31.4,50.6,383.6,223.4,99.4,160.2,16.6,7.6,49.8,69.4,30.8,53.8,42.4,42.4,18.2,15.6,131.4,251.6,9.2,12.0,46.4,5.8,12.0
2015QF02,Sydney,0.7809982525185536,Fremantle,Sydney,Fremantle,2015-09-12,2015,QF,Subiaco,13:20:00,0,0,109.0,0.48,16,63.4,45.6,103.6,406.8,215.6,100.4,191.2,16.2,9.0,40.8,66.6,36.8,59.6,37.2,47.4,15.0,17.0,145.6,262.4,14.0,16.4,42.2,6.0,11.4
2015QF02,Fremantle,0.2137608248955095,Fremantle,Sydney,Sydney,2015-09-12,2015,QF,Subiaco,13:20:00,1,1,84.0,3.12,8,86.6,-2.6,-2.0,372.2,205.2,101.4,167.0,12.6,6.8,51.4,61.6,32.6,45.4,40.2,45.4,16.4,20.6,131.0,243.2,11.8,11.8,36.0,5.2,8.6
