gameid,team,model_prob_1,Actual_winning_team,Model_winning_team,team2,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
2016R708,St Kilda,0.3666878018181973,North Melbourne,North Melbourne,North Melbourne,2016-05-08,2016,R7,Docklands,15:20:00,0,1,90.6,1.7,8,98.4,-7.8,-29.6,395.8,211.0,98.2,184.8,13.6,8.8,37.4,67.6,37.0,50.0,33.0,49.0,19.0,19.0,131.4,265.0,11.4,13.8,43.4,5.2,9.8
2016R709,Port Adelaide,0.5922618791958247,Port Adelaide,Port Adelaide,Brisbane Lions,2016-05-08,2016,R7,Adelaide Oval,16:10:00,1,1,83.2,1.7,8,102.4,-19.2,-20.2,347.4,182.6,71.8,164.8,11.6,11.2,37.4,73.0,37.0,55.8,36.8,56.6,18.0,22.4,139.4,208.2,9.8,8.0,62.8,11.6,8.0
2016R709,Brisbane Lions,0.4002955309317556,Port Adelaide,Port Adelaide,Port Adelaide,2016-05-08,2016,R7,Adelaide Oval,16:10:00,0,0,81.4,0.36,4,110.6,-29.2,-46.4,331.0,188.0,75.0,143.0,11.2,10.8,35.4,71.4,37.8,48.6,32.4,50.6,20.8,22.0,136.8,189.8,10.2,11.2,49.8,4.2,7.8
2016R801,Geelong,0.6877560766030577,Geelong,Geelong,Adelaide,2016-05-13,2016,R8,Adelaide Oval,19:20:00,1,0,119.0,1.56,20,56.8,62.2,116.2,390.8,220.4,107.4,170.4,17.2,13.4,38.6,75.2,26.8,59.8,39.8,53.2,23.2,24.0,141.6,248.4,14.0,18.8,43.2,7.4,11.0
2016R801,Adelaide,0.3056448778753522,Geelong,Geelong,Geelong,2016-05-13,2016,R8,Adelaide Oval,19:20:00,0,1,111.0,4.32,12,98.8,12.2,16.8,383.4,200.4,83.4,183.0,16.6,9.2,39.2,65.4,38.8,51.0,34.8,50.8,16.8,21.6,150.2,236.6,11.2,10.0,41.4,5.0,12.0
2016R802,North Melbourne,0.7993741505463855,North Melbourne,North Melbourne,Essendon,2016-05-14,2016,R8,Docklands,13:45:00,1,0,106.0,1.4,20,86.6,19.4,25.4,361.4,204.4,86.0,157.0,15.8,10.0,41.2,75.6,34.6,54.4,36.4,51.6,20.4,18.8,146.0,222.2,13.2,11.8,51.8,11.4,10.6
2016R802,Essendon,0.1957144797829639,North Melbourne,North Melbourne,North Melbourne,2016-05-14,2016,R8,Docklands,13:45:00,0,1,55.4,1.9600000000000002,0,106.6,-51.2,-92.4,392.8,204.0,95.0,188.8,7.8,6.8,35.8,67.2,39.4,45.2,36.8,52.0,19.4,16.6,132.2,259.8,6.2,8.6,43.8,2.6,4.6
2016R803,Hawthorn,0.6837759267514392,Hawthorn,Hawthorn,Fremantle,2016-05-14,2016,R8,York Park,14:10:00,1,1,102.2,4.24,16,106.2,-4.0,-5.8,349.4,190.4,79.4,159.0,15.4,7.8,48.4,73.8,29.8,52.6,37.2,47.4,20.2,21.8,132.8,218.6,10.2,11.2,54.2,5.0,9.8
2016R803,Fremantle,0.3095787739101509,Hawthorn,Hawthorn,Hawthorn,2016-05-14,2016,R8,York Park,14:10:00,0,0,73.8,3.6,0,97.6,-23.8,-33.6,350.8,193.2,81.4,157.6,10.0,11.6,35.6,77.6,34.8,46.4,35.4,52.2,16.2,18.8,138.0,211.0,13.4,12.4,50.6,5.2,7.0
2016R804,Gold Coast,0.2080612356170741,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,2016-05-14,2016,R8,Sydney Showground,16:35:00,0,0,81.0,1.64,4,119.0,-38.0,-52.6,343.2,177.2,80.4,166.0,11.8,7.6,36.2,67.6,40.6,45.2,31.0,51.2,18.6,21.2,130.0,214.0,10.4,12.0,48.4,10.2,7.4
2016R804,Greater Western Sydney,0.7867996898163319,Greater Western Sydney,Greater Western Sydney,Gold Coast,2016-05-14,2016,R8,Sydney Showground,16:35:00,1,1,119.6,3.7199999999999998,16,79.4,40.2,53.4,392.2,217.8,95.2,174.4,17.8,10.6,43.4,66.4,37.6,57.2,43.2,51.4,19.6,20.8,148.4,243.8,13.4,12.0,49.0,14.0,12.2
2016R805,Brisbane Lions,0.5229354736930895,Collingwood,Brisbane Lions,Collingwood,2016-05-14,2016,R8,Gabba,19:25:00,0,1,76.6,0.43999999999999995,4,114.4,-37.8,-64.4,335.8,193.8,70.8,142.0,10.4,11.0,40.6,76.2,40.8,48.6,33.6,54.4,22.0,23.4,146.6,184.0,9.6,9.8,52.2,3.6,6.6
2016R805,Collingwood,0.4693593401793073,Collingwood,Brisbane Lions,Brisbane Lions,2016-05-14,2016,R8,Gabba,19:25:00,1,0,89.0,0.12,4,103.4,-14.4,-21.4,383.4,196.4,80.6,187.0,13.2,7.6,33.6,75.8,37.6,47.6,34.4,49.2,19.2,21.0,140.8,242.0,12.2,9.6,44.8,4.4,9.4
2016R806,Richmond,0.1410798803371616,Richmond,Sydney,Sydney,2016-05-14,2016,R8,M.C.G.,19:25:00,1,1,78.8,1.7,0,122.4,-43.6,-60.4,352.4,188.4,80.2,164.0,11.4,7.8,42.8,66.0,37.4,46.6,38.0,50.6,22.2,21.0,141.4,209.4,11.4,11.2,41.0,5.0,7.6
2016R806,Sydney,0.8551328325518203,Richmond,Sydney,Richmond,2016-05-14,2016,R8,M.C.G.,19:25:00,0,0,103.2,1.2,16,75.6,27.6,52.0,389.4,211.6,75.6,177.8,15.2,9.4,42.2,78.4,41.0,62.2,40.6,52.6,22.0,20.4,168.6,217.6,13.4,11.6,52.4,2.0,10.0
2016R807,Carlton,0.4870645056877908,Carlton,Port Adelaide,Port Adelaide,2016-05-15,2016,R8,Docklands,13:10:00,1,1,66.6,2.08,12,77.8,-11.2,-31.0,366.2,203.0,88.0,163.2,9.4,8.0,40.4,65.4,34.8,52.0,32.6,48.4,15.6,19.8,136.6,230.8,13.8,12.6,47.4,9.0,6.4
2016R807,Port Adelaide,0.5052106708556282,Carlton,Port Adelaide,Carlton,2016-05-15,2016,R8,Docklands,13:10:00,0,0,93.2,1.78,12,85.4,7.8,19.4,365.6,193.0,76.2,172.6,13.6,9.0,31.4,76.2,38.4,55.0,38.6,56.8,20.8,22.4,142.0,222.0,9.0,10.2,63.6,11.0,9.6
2016R808,Western Bulldogs,0.487680557057616,Western Bulldogs,Melbourne,Melbourne,2016-05-15,2016,R8,M.C.G.,15:20:00,1,0,92.6,0.16,12,75.6,17.0,25.4,429.4,215.2,86.2,214.2,13.4,10.4,34.4,62.2,26.8,59.2,43.0,47.0,26.0,14.4,159.8,269.4,13.8,12.2,50.8,8.4,9.0
2016R808,Melbourne,0.5045942855732709,Western Bulldogs,Melbourne,Western Bulldogs,2016-05-15,2016,R8,M.C.G.,15:20:00,0,1,123.6,1.7,12,104.2,19.4,25.0,395.2,197.8,72.2,197.4,19.0,7.8,50.8,74.2,32.4,61.2,46.0,54.4,22.0,21.2,162.2,233.6,12.4,12.8,44.6,6.2,13.8
2016R809,West Coast,0.586052914476506,West Coast,West Coast,St Kilda,2016-05-15,2016,R8,Subiaco,14:40:00,1,1,93.8,0.8400000000000001,12,77.8,16.0,27.8,357.4,206.0,89.6,151.4,13.4,10.2,45.6,66.0,27.6,57.2,36.2,49.0,24.8,21.2,142.0,217.2,14.0,14.2,44.0,2.2,9.4
2016R809,St Kilda,0.4064689425586622,West Coast,West Coast,West Coast,2016-05-15,2016,R8,Subiaco,14:40:00,0,0,98.4,3.06,8,96.2,2.2,0.2,397.8,214.4,100.4,183.4,14.8,9.0,37.4,66.4,37.4,51.6,33.2,49.8,19.4,19.8,138.2,259.4,13.0,14.4,42.2,6.0,10.8
2016R901,Hawthorn,0.3888671804746763,Sydney,Sydney,Sydney,2016-05-20,2016,R9,M.C.G.,19:50:00,0,1,106.8,4.24,16,103.2,3.6,4.6,358.6,191.0,75.6,167.6,16.0,8.2,47.8,76.0,28.2,55.4,39.0,45.8,21.2,20.6,134.4,224.2,10.4,12.8,51.6,4.0,9.8
2016R901,Sydney,0.6037623210005842,Sydney,Sydney,Hawthorn,2016-05-20,2016,R9,M.C.G.,19:50:00,1,0,104.6,1.16,12,82.2,22.4,44.4,381.2,204.4,71.2,176.8,15.4,9.4,38.4,76.6,39.4,58.6,38.6,53.8,21.2,22.2,164.6,213.4,12.6,11.2,54.4,3.0,10.4
2016R902,Geelong,0.7095957017791342,Collingwood,Geelong,Collingwood,2016-05-21,2016,R9,M.C.G.,13:45:00,0,0,113.6,1.64,20,60.0,53.6,98.8,388.0,218.8,106.6,169.2,16.2,14.0,40.6,76.8,29.0,58.2,40.2,52.2,19.6,23.2,147.0,241.6,15.4,18.2,46.4,7.8,11.0
2016R902,Collingwood,0.2840761689190392,Collingwood,Geelong,Geelong,2016-05-21,2016,R9,M.C.G.,13:45:00,1,1,99.6,0.12,8,92.6,7.0,9.0,391.4,201.2,82.6,190.2,14.4,10.6,34.0,76.4,36.2,51.8,36.4,47.0,20.8,21.2,142.6,248.2,12.0,11.4,48.4,5.4,10.2
2016R903,Gold Coast,0.1481570012747777,Adelaide,Adelaide,Adelaide,2016-05-21,2016,R9,Carrara,14:10:00,0,1,73.6,1.64,0,140.6,-67.0,-110.4,325.2,164.6,70.4,160.6,11.0,5.4,40.2,67.2,40.8,40.2,30.6,54.6,19.6,24.6,130.4,194.4,10.6,8.4,43.8,11.4,6.2
2016R903,Adelaide,0.8478993696714453,Adelaide,Adelaide,Gold Coast,2016-05-21,2016,R9,Carrara,14:10:00,1,0,99.8,4.4,8,100.0,-0.2,1.8,375.0,206.0,84.4,169.0,15.0,8.0,40.2,70.8,40.0,48.4,35.0,53.8,18.8,20.4,155.4,221.6,13.2,10.8,41.2,4.6,10.2
2016R904,Port Adelaide,0.3400658289344396,West Coast,West Coast,West Coast,2016-05-21,2016,R9,Adelaide Oval,16:05:00,0,1,89.0,1.78,8,93.8,-4.8,-5.0,348.2,188.8,70.4,159.4,12.8,9.6,28.2,76.6,38.0,54.0,39.6,57.4,19.4,22.8,139.4,207.2,9.6,9.0,62.2,10.2,9.0
2016R904,West Coast,0.6529633907972643,West Coast,West Coast,Port Adelaide,2016-05-21,2016,R9,Adelaide Oval,16:05:00,1,0,101.8,0.8400000000000001,12,71.8,30.0,87.6,365.4,209.2,90.2,156.2,15.0,8.6,46.8,65.2,28.8,56.8,37.6,48.2,24.4,20.2,144.2,223.0,14.4,14.6,42.4,3.6,10.8
2016R905,North Melbourne,0.5313088268049762,North Melbourne,North Melbourne,Carlton,2016-05-21,2016,R9,Docklands,19:25:00,1,1,93.6,1.44,20,72.4,21.2,29.2,377.4,214.4,96.6,163.0,13.6,10.8,41.0,67.8,35.0,53.8,33.8,50.6,19.4,18.2,145.0,238.4,14.0,12.4,53.0,12.6,9.2
2016R905,Carlton,0.4610020041244771,North Melbourne,North Melbourne,North Melbourne,2016-05-21,2016,R9,Docklands,19:25:00,0,0,77.0,2.08,16,77.0,0.0,-4.2,367.2,209.4,94.0,157.8,11.2,8.0,44.6,68.8,34.4,52.0,35.8,48.6,18.0,18.0,139.4,228.6,14.4,15.0,48.0,7.6,8.4
2016R906,Fremantle,0.3489691846501583,Richmond,Richmond,Richmond,2016-05-21,2016,R9,Subiaco,17:40:00,0,1,77.0,3.6,0,102.4,-25.4,-33.4,355.0,187.6,76.2,167.4,10.6,11.0,41.8,79.2,33.4,47.2,37.2,51.8,16.4,18.6,140.0,214.0,12.4,12.4,48.6,4.2,7.8
2016R906,Richmond,0.6439759891439056,Richmond,Richmond,Fremantle,2016-05-21,2016,R9,Subiaco,17:40:00,1,0,80.6,1.7399999999999998,4,116.8,-36.2,-52.4,346.2,189.6,75.6,156.6,11.6,8.2,41.0,69.6,36.4,45.2,38.6,51.4,23.8,23.0,143.6,200.4,10.0,12.0,42.8,6.0,8.4
2016R907,Melbourne,0.7324274977904238,Melbourne,Melbourne,Brisbane Lions,2016-05-22,2016,R9,M.C.G.,13:10:00,1,1,113.8,1.7,12,99.8,14.0,18.0,396.6,197.0,81.0,199.6,17.4,7.8,47.8,78.2,36.0,58.2,40.4,51.0,19.8,19.6,152.0,243.2,11.8,13.0,42.4,4.8,13.0
2016R907,Brisbane Lions,0.2615585072901101,Melbourne,Melbourne,Melbourne,2016-05-22,2016,R9,M.C.G.,13:10:00,0,0,78.4,0.43999999999999995,4,118.0,-39.6,-63.8,331.6,191.4,69.8,140.2,11.0,9.4,40.8,78.2,39.2,49.2,32.8,54.4,20.2,22.8,144.4,180.8,9.4,10.0,51.8,2.8,6.8
2016R908,Greater Western Sydney,0.4901765820657813,Greater Western Sydney,Western Bulldogs,Western Bulldogs,2016-05-22,2016,R9,Sydney Showground,15:20:00,1,1,135.8,3.6399999999999997,20,72.4,63.4,92.2,403.0,226.8,101.8,176.2,20.2,12.2,44.6,62.4,32.4,61.6,45.4,45.6,22.0,19.8,151.0,251.4,13.8,13.2,46.4,14.2,14.2
2016R908,Western Bulldogs,0.5020971479561208,Greater Western Sydney,Western Bulldogs,Greater Western Sydney,2016-05-22,2016,R9,Sydney Showground,15:20:00,0,0,97.4,0.16,16,73.4,24.0,33.8,431.0,214.6,84.4,216.4,14.2,9.8,35.6,66.0,28.4,61.2,41.6,48.0,24.2,12.6,158.6,272.2,13.0,12.6,50.8,5.8,9.8
2016R909,Essendon,0.2682762790042903,St Kilda,St Kilda,St Kilda,2016-05-22,2016,R9,Docklands,16:40:00,0,0,57.2,2.0,0,99.0,-41.8,-73.0,397.6,206.6,96.8,191.0,8.0,8.0,33.2,59.6,37.2,47.2,36.0,50.4,18.6,16.8,133.0,264.2,6.8,8.2,44.0,4.0,5.2
2016R909,St Kilda,0.7256126589842208,St Kilda,St Kilda,Essendon,2016-05-22,2016,R9,Docklands,16:40:00,1,1,80.4,3.06,4,104.6,-24.2,-77.2,383.8,201.8,89.8,182.0,11.8,8.2,37.4,70.8,38.4,48.2,34.4,53.2,18.0,20.4,140.4,242.6,12.8,11.6,44.2,5.4,8.2
2016SF01,Western Bulldogs,0.6084992857372282,Western Bulldogs,Western Bulldogs,Hawthorn,2016-09-16,2016,SF,M.C.G.,19:50:00,1,0,75.2,1.92,12,72.8,2.4,7.0,382.4,198.8,85.6,183.6,10.8,8.2,27.4,73.2,32.2,51.2,33.6,47.6,18.8,19.8,143.2,238.6,10.2,10.0,49.2,7.8,7.2
2016SF01,Hawthorn,0.3841622642364241,Western Bulldogs,Western Bulldogs,Western Bulldogs,2016-09-16,2016,SF,M.C.G.,19:50:00,0,1,87.8,0.56,8,91.0,-3.2,-1.2,367.6,217.4,100.8,150.2,12.8,8.4,38.4,66.4,32.0,50.8,34.6,45.6,17.4,17.8,119.8,246.4,6.0,11.6,58.4,7.6,9.6
2016SF02,Sydney,0.5052704313871424,Sydney,Sydney,Adelaide,2016-09-17,2016,SF,S.C.G.,19:25:00,1,1,110.0,2.84,16,65.4,44.6,92.8,420.6,234.6,104.0,186.0,16.2,11.2,42.6,61.4,39.6,61.6,38.4,53.6,16.8,18.4,158.2,262.4,13.4,14.2,45.8,4.0,11.8
2016SF02,Adelaide,0.4870047787781676,Sydney,Sydney,Sydney,2016-09-17,2016,SF,S.C.G.,19:25:00,0,0,128.4,1.8,16,72.8,55.6,113.2,419.6,222.4,98.4,197.2,19.0,11.6,33.4,68.0,29.8,62.6,34.4,51.8,19.2,18.0,147.2,273.6,12.4,17.2,45.8,10.8,12.8
2017EF01,Essendon,0.505256737410847,Sydney,Essendon,Sydney,2017-09-09,2017,EF,S.C.G.,16:20:00,0,0,91.6,0.0,12,95.0,-3.4,0.0,394.8,216.8,107.6,178.0,12.8,11.4,36.8,59.4,31.8,56.8,31.4,50.6,19.2,18.8,135.4,260.0,12.4,12.2,45.4,8.6,8.6
2017EF01,Sydney,0.4870184650306075,Sydney,Essendon,Essendon,2017-09-09,2017,EF,S.C.G.,16:20:00,1,1,102.0,1.2,16,67.0,35.0,67.4,356.6,203.8,84.8,152.8,15.4,9.0,36.4,75.8,42.6,51.2,35.6,58.6,20.4,20.8,142.6,208.2,13.2,13.6,50.2,6.2,9.8
2017EF02,West Coast,0.2872881953060405,West Coast,Port Adelaide,Port Adelaide,2017-09-09,2017,EF,Adelaide Oval,19:20:00,1,0,82.6,4.0,8,92.6,-10.0,-19.6,356.4,206.8,93.4,149.6,12.4,7.2,41.4,54.8,39.4,47.4,36.4,52.4,22.4,20.2,136.4,226.2,10.4,10.4,46.8,5.6,8.2
2017EF02,Port Adelaide,0.7063414728875391,West Coast,Port Adelaide,West Coast,2017-09-09,2017,EF,Adelaide Oval,19:20:00,0,1,87.6,2.52,16,72.2,15.4,91.0,368.2,211.6,91.8,156.6,12.8,8.6,47.4,72.0,37.4,56.2,35.2,62.4,18.4,22.4,145.0,223.0,12.4,13.2,50.8,2.6,9.0
2017GF01,Richmond,0.4707976570231256,Richmond,Adelaide,Adelaide,2017-09-30,2017,GF,M.C.G.,14:30:00,1,0,107.4,1.48,16,63.8,43.6,83.2,367.4,213.0,88.8,154.4,16.2,8.2,34.4,77.8,35.0,55.2,37.6,54.8,20.0,20.2,148.2,215.6,9.8,13.2,49.4,7.8,11.0
2017GF01,Adelaide,0.521494836970837,Richmond,Adelaide,Richmond,2017-09-30,2017,GF,M.C.G.,14:30:00,0,1,98.8,1.04,12,77.2,21.6,33.0,386.8,227.2,100.6,159.6,14.4,9.8,43.8,73.8,32.6,56.4,40.0,51.8,20.4,18.6,154.4,237.2,12.2,13.4,48.6,7.4,10.2
2017PF01,Adelaide,0.6482125320561026,Adelaide,Adelaide,Geelong,2017-09-22,2017,PF,Adelaide Oval,19:20:00,1,1,97.6,2.88,12,71.4,26.2,53.4,391.8,226.4,91.6,165.4,13.8,12.4,44.8,77.6,30.6,62.2,42.6,52.4,22.4,18.0,162.4,234.4,14.2,14.2,50.6,6.0,10.4
2017PF01,Geelong,0.3447716464304736,Adelaide,Adelaide,Adelaide,2017-09-22,2017,PF,Adelaide Oval,19:20:00,0,0,78.2,2.32,16,62.8,15.4,27.6,379.4,207.2,94.8,172.2,11.2,9.2,42.6,79.6,34.4,51.6,35.6,56.4,19.8,19.6,148.4,235.4,12.0,12.0,42.8,8.0,6.6
2017PF02,Richmond,0.5966717428926975,Richmond,Richmond,Greater Western Sydney,2017-09-23,2017,PF,M.C.G.,16:45:00,1,1,105.4,1.52,16,63.2,42.2,81.4,381.4,215.0,93.4,166.4,15.8,8.4,37.2,75.0,34.0,53.4,37.2,53.2,17.8,18.2,148.2,228.0,9.8,15.0,46.8,8.2,10.8
2017PF02,Greater Western Sydney,0.3959123532675674,Richmond,Richmond,Richmond,2017-09-23,2017,PF,M.C.G.,16:45:00,0,0,83.6,0.36,12,72.4,11.2,17.0,381.2,210.0,88.6,171.2,12.2,8.2,42.2,75.8,39.0,51.0,39.4,57.2,19.2,24.0,141.6,242.4,9.6,12.4,50.8,9.2,9.2
2017QF01,Adelaide,0.6712678916855489,Adelaide,Adelaide,Greater Western Sydney,2017-09-07,2017,QF,Adelaide Oval,19:20:00,1,1,101.4,2.52,10,82.4,19.0,38.4,399.0,222.4,94.0,176.6,14.6,11.4,46.4,73.6,30.8,62.0,41.4,51.4,20.0,17.8,154.0,249.4,13.0,15.6,47.8,6.4,11.8
2017QF01,Greater Western Sydney,0.3219477185219548,Adelaide,Adelaide,Adelaide,2017-09-07,2017,QF,Adelaide Oval,19:20:00,0,0,88.0,0.0,16,73.6,14.4,22.8,381.0,212.4,86.4,168.6,12.6,10.4,47.0,72.8,40.2,49.6,42.4,55.0,19.4,21.6,140.4,242.6,8.4,11.6,49.0,10.2,9.2
2017QF02,Richmond,0.4344588071113869,Richmond,Geelong,Geelong,2017-09-08,2017,QF,M.C.G.,19:50:00,1,0,106.8,0.6,16,68.2,38.6,66.0,389.4,212.2,93.0,177.2,16.0,8.4,37.6,71.2,32.4,51.0,36.8,54.4,18.4,20.4,143.0,241.2,9.8,14.8,46.2,8.4,10.6
2017QF02,Geelong,0.5579316396168399,Richmond,Geelong,Richmond,2017-09-08,2017,QF,M.C.G.,19:50:00,0,1,87.4,2.12,16,69.8,17.6,30.4,388.4,205.4,99.8,183.0,12.4,10.4,38.2,74.6,30.6,56.0,35.8,54.0,22.0,23.4,144.6,249.0,11.2,15.0,41.0,9.2,7.8
2017R1001,Geelong,0.3174222950485295,Geelong,Port Adelaide,Port Adelaide,2017-05-25,2017,R10,Kardinia Park,19:20:00,1,1,100.0,1.12,8,102.0,-2.0,-1.8,388.8,198.8,85.6,190.0,14.8,9.4,42.4,76.6,37.2,54.8,39.6,55.2,17.8,20.2,145.8,242.6,11.8,11.0,41.4,7.2,9.2
2017R1001,Port Adelaide,0.6758430884508256,Geelong,Port Adelaide,Geelong,2017-05-25,2017,R10,Kardinia Park,19:20:00,0,0,113.0,2.48,12,72.2,40.8,91.0,405.0,231.4,105.8,173.6,16.2,13.6,40.2,64.0,32.2,66.4,38.2,49.8,17.0,18.0,145.8,258.6,12.8,13.6,55.8,9.6,11.0
2017R1002,Sydney,0.551133860891894,Hawthorn,Sydney,Hawthorn,2017-05-26,2017,R10,S.C.G.,19:50:00,0,1,102.8,0.36,12,85.8,17.0,20.8,388.8,215.0,102.8,173.8,15.2,9.8,32.8,60.8,36.2,51.2,32.2,49.6,16.8,18.4,138.8,250.4,9.4,15.0,37.6,7.8,9.6
2017R1002,Hawthorn,0.4412321107143429,Hawthorn,Sydney,Sydney,2017-05-26,2017,R10,S.C.G.,19:50:00,1,0,91.8,2.96,12,92.2,-0.4,-8.0,390.4,223.8,105.8,166.6,13.8,7.8,49.4,73.0,32.8,50.2,37.0,44.8,14.4,15.8,139.4,248.0,11.6,10.6,63.4,4.6,10.0
2017R1003,St Kilda,0.4476014309693408,Western Bulldogs,Western Bulldogs,Western Bulldogs,2017-05-27,2017,R10,Docklands,13:45:00,0,0,95.8,1.12,12,90.0,5.8,15.0,414.4,217.0,97.8,197.4,14.0,9.2,38.2,67.4,34.4,53.4,37.2,52.4,19.4,15.4,142.0,274.8,7.6,11.0,46.6,9.8,10.0
2017R1003,Western Bulldogs,0.5447441261217235,Western Bulldogs,Western Bulldogs,St Kilda,2017-05-27,2017,R10,Docklands,13:45:00,1,1,83.4,1.1400000000000001,8,82.6,0.8,-0.2,402.8,202.2,78.4,200.6,11.4,13.0,34.2,77.8,32.8,57.0,38.0,48.8,21.4,14.8,149.6,249.4,8.0,13.0,54.4,7.2,8.0
2017R1004,Gold Coast,0.4592976146958035,Melbourne,Melbourne,Melbourne,2017-05-27,2017,R10,Traeger Park,16:05:00,0,0,90.0,3.3600000000000003,8,110.2,-20.2,-44.8,427.6,221.4,102.6,206.2,13.2,9.2,40.6,58.8,40.0,53.8,36.8,55.0,15.2,17.4,140.4,283.4,10.0,12.0,46.0,12.4,10.0
2017R1004,Melbourne,0.533017014464053,Melbourne,Melbourne,Gold Coast,2017-05-27,2017,R10,Traeger Park,16:05:00,1,1,95.0,0.48,8,85.2,9.8,15.4,404.8,204.6,76.2,200.2,14.4,5.6,26.6,75.4,36.4,55.4,40.8,53.6,16.8,17.6,154.8,249.2,9.4,10.6,57.0,3.2,10.2
2017R1005,Essendon,0.474228922585181,Richmond,Richmond,Richmond,2017-05-27,2017,R10,M.C.G.,19:25:00,0,0,97.6,5.5600000000000005,12,93.4,4.2,7.4,387.4,228.2,114.8,159.2,14.4,9.8,36.2,65.2,40.4,46.8,32.8,51.0,17.4,16.2,135.4,250.0,12.6,12.2,47.0,5.4,10.6
2017R1005,Richmond,0.5180585547551235,Richmond,Richmond,Essendon,2017-05-27,2017,R10,M.C.G.,19:25:00,1,1,74.4,2.0,4,89.0,-14.6,-23.2,348.8,198.8,75.8,150.0,10.6,9.4,39.8,70.2,37.8,53.6,35.8,56.4,17.0,20.2,149.8,189.6,14.8,12.0,52.4,6.0,8.2
2017R1006,Adelaide,0.664321641256587,Adelaide,Adelaide,Fremantle,2017-05-27,2017,R10,Adelaide Oval,19:10:00,1,1,117.0,3.96,12,92.4,24.6,39.8,418.6,218.2,88.4,200.4,17.4,9.6,50.2,62.8,37.8,58.8,37.6,60.0,18.2,17.8,163.0,257.0,15.4,15.4,51.0,5.6,12.0
2017R1006,Fremantle,0.3288208353990006,Adelaide,Adelaide,Adelaide,2017-05-27,2017,R10,Adelaide Oval,19:10:00,0,0,80.6,3.44,16,73.0,7.6,12.2,389.0,215.2,97.6,173.8,11.6,8.8,51.8,61.2,34.8,50.4,37.2,53.6,19.6,18.4,143.0,244.2,13.2,11.4,41.6,5.4,6.6
2017R1007,Brisbane Lions,0.1628553205012816,Collingwood,Collingwood,Collingwood,2017-05-28,2017,R10,M.C.G.,13:10:00,0,0,74.6,3.38,0,132.0,-57.4,-82.2,353.2,200.2,83.8,153.0,10.8,8.2,44.6,67.4,35.8,44.8,38.0,59.8,18.4,18.8,129.2,219.0,5.8,7.0,47.0,2.4,6.6
2017R1007,Collingwood,0.8328865646203711,Collingwood,Collingwood,Brisbane Lions,2017-05-28,2017,R10,M.C.G.,13:10:00,1,1,86.8,5.64,8,86.2,0.6,-0.8,391.4,214.4,100.8,177.0,12.4,9.6,43.6,68.4,30.6,54.0,38.2,48.4,14.4,13.4,139.8,252.8,12.0,11.8,47.2,5.0,8.2
2017R1008,North Melbourne,0.7267843382805,North Melbourne,North Melbourne,Carlton,2017-05-28,2017,R10,Docklands,15:20:00,1,0,99.2,0.0,12,91.4,7.8,7.4,367.4,194.4,81.4,173.0,14.6,10.0,43.0,79.8,36.4,58.4,37.0,53.0,21.2,16.2,141.2,225.4,10.4,12.4,42.2,8.2,8.6
2017R1008,Carlton,0.2671210884635871,North Melbourne,North Melbourne,North Melbourne,2017-05-28,2017,R10,Docklands,15:20:00,0,1,68.0,5.92,8,88.4,-20.4,-44.8,368.4,233.8,111.8,134.6,10.0,5.8,35.4,68.6,37.0,41.4,32.0,52.2,17.0,18.0,136.8,228.0,13.0,10.0,43.6,3.2,6.4
2017R1009,Greater Western Sydney,0.5964479331968939,Greater Western Sydney,Greater Western Sydney,West Coast,2017-05-28,2017,R10,Subiaco,14:40:00,1,0,89.0,2.04,16,83.6,5.4,10.0,383.4,210.4,88.0,173.0,12.8,9.4,50.6,72.4,38.2,50.6,40.0,49.8,14.4,20.2,146.4,239.0,9.0,11.6,47.8,8.0,8.8
2017R1009,West Coast,0.3961347798961152,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,2017-05-28,2017,R10,Subiaco,14:40:00,0,1,81.6,1.08,12,92.0,-10.4,-14.4,380.6,212.8,105.0,167.8,11.8,10.0,32.6,67.4,37.0,47.0,34.2,49.2,14.6,16.4,136.6,246.0,13.8,11.4,45.0,4.0,7.2
2017R101,Richmond,0.2548005021870325,Richmond,Carlton,Carlton,2017-03-23,2017,R1,M.C.G.,19:20:00,1,0,58.0,3.4400000000000004,4,97.8,-39.8,-122.2,370.0,213.2,112.8,156.8,8.4,5.8,34.6,52.4,41.0,40.4,26.8,52.6,21.6,19.4,121.2,250.0,12.4,8.8,37.2,4.8,5.2
2017R101,Carlton,0.7392860285439067,Richmond,Carlton,Richmond,2017-03-23,2017,R1,M.C.G.,19:20:00,0,1,71.6,0.48,4,91.2,-19.6,-34.8,366.4,202.2,80.6,164.2,9.6,11.6,37.2,65.6,34.8,53.8,34.8,47.4,14.8,15.4,135.0,226.6,10.6,12.8,47.0,10.6,5.2
