team,team2,gameid,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
Adelaide,Fremantle,2022R108,2022-03-20,2022,R1,Adelaide Oval,16:10:00,0,1,74.0000000000000000,0.31999999999999995,8,80.2000000000000000,-6.2000000000000000,-11.4,369.4000000000000000,213.2000000000000000,85.2000000000000000,156.2000000000000000,10.6000000000000000,8.2000000000000000,34.8000000000000000,58.4000000000000000,41.2000000000000000,48.0000000000000000,35.6000000000000000,60.2000000000000000,20.0000000000000000,21.6000000000000000,145.2000000000000000,218.6000000000000000,14.6000000000000000,12.8000000000000000,43.0000000000000000,4.8000000000000000,6.8000000000000000
Adelaide,West Coast,2021R909,2021-05-16,2021,R9,Perth Stadium,14:40:00,0,0,71.4000000000000000,0.8400000000000001,4,89.4000000000000000,-18.0000000000000000,-52.2,350.6000000000000000,205.0000000000000000,82.0000000000000000,145.6000000000000000,10.4000000000000000,7.4000000000000000,34.2000000000000000,59.0000000000000000,43.6000000000000000,53.0000000000000000,32.4000000000000000,59.4000000000000000,21.4000000000000000,22.8000000000000000,139.4000000000000000,205.2000000000000000,13.0000000000000000,9.0000000000000000,47.0000000000000000,5.0000000000000000,7.2000000000000000
Adelaide,Port Adelaide,2021R806,2021-05-08,2021,R8,Adelaide Oval,19:10:00,0,0,82.8000000000000000,0.8400000000000001,8,89.0000000000000000,-6.2000000000000000,-24,360.4000000000000000,207.6000000000000000,89.0000000000000000,152.8000000000000000,12.2000000000000000,7.8000000000000000,35.0000000000000000,55.0000000000000000,43.0000000000000000,54.8000000000000000,31.4000000000000000,59.8000000000000000,20.6000000000000000,23.2000000000000000,137.2000000000000000,219.8000000000000000,14.4000000000000000,10.8000000000000000,47.4000000000000000,5.0000000000000000,8.2000000000000000
Adelaide,Greater Western Sydney,2021R703,2021-05-01,2021,R7,Adelaide Oval,13:40:00,0,1,92.6000000000000000,0.8400000000000001,8,92.0000000000000000,0.60000000000000000000,2.8,353.6000000000000000,205.0000000000000000,83.8000000000000000,148.6000000000000000,13.6000000000000000,9.8000000000000000,35.8000000000000000,56.8000000000000000,43.2000000000000000,55.4000000000000000,36.2000000000000000,57.4000000000000000,23.0000000000000000,22.4000000000000000,139.2000000000000000,209.4000000000000000,13.6000000000000000,12.2000000000000000,45.2000000000000000,3.8000000000000000,9.0000000000000000
Adelaide,Hawthorn,2021R607,2021-04-25,2021,R6,York Park,12:30:00,0,0,93.4000000000000000,0.8400000000000001,12,89.8000000000000000,3.6000000000000000,6,349.4000000000000000,205.4000000000000000,85.8000000000000000,144.0000000000000000,13.4000000000000000,11.8000000000000000,33.4000000000000000,57.2000000000000000,41.8000000000000000,55.4000000000000000,35.4000000000000000,54.0000000000000000,24.2000000000000000,19.6000000000000000,138.2000000000000000,205.2000000000000000,12.2000000000000000,12.0000000000000000,45.8000000000000000,3.8000000000000000,9.4000000000000000
Adelaide,Fremantle,2021R507,2021-04-18,2021,R5,Adelaide Oval,12:40:00,0,1,85.6000000000000000,0.8400000000000001,12,88.4000000000000000,-2.8000000000000000,-17.2,340.6000000000000000,197.4000000000000000,80.4000000000000000,143.2000000000000000,12.0000000000000000,12.2000000000000000,32.4000000000000000,55.0000000000000000,42.4000000000000000,51.2000000000000000,34.2000000000000000,49.2000000000000000,24.0000000000000000,17.2000000000000000,135.8000000000000000,197.4000000000000000,12.6000000000000000,11.2000000000000000,42.8000000000000000,3.2000000000000000,8.2000000000000000
Adelaide,North Melbourne,2021R407,2021-04-11,2021,R4,Docklands,13:10:00,1,0,78.2000000000000000,1.56,12,86.0000000000000000,-7.8000000000000000,-23.4,331.4000000000000000,191.4000000000000000,73.0000000000000000,140.0000000000000000,10.8000000000000000,11.8000000000000000,33.8000000000000000,51.8000000000000000,41.2000000000000000,48.2000000000000000,33.8000000000000000,45.8000000000000000,20.8000000000000000,14.4000000000000000,131.8000000000000000,191.0000000000000000,9.6000000000000000,10.4000000000000000,40.0000000000000000,2.0000000000000000,7.0000000000000000
Adelaide,Gold Coast,2021R303,2021-04-02,2021,R3,Adelaide Oval,19:20:00,1,1,71.0000000000000000,1.56,12,78.4000000000000000,-7.4000000000000000,-20.6,320.8000000000000000,183.8000000000000000,67.4000000000000000,137.0000000000000000,9.6000000000000000,11.6000000000000000,36.2000000000000000,54.2000000000000000,35.8000000000000000,46.6000000000000000,34.0000000000000000,41.0000000000000000,20.0000000000000000,12.4000000000000000,130.0000000000000000,183.2000000000000000,9.6000000000000000,9.8000000000000000,39.4000000000000000,2.4000000000000000,6.2000000000000000
Adelaide,North Melbourne,2021R2309,2021-08-22,2021,R23,Adelaide Oval,16:10:00,1,1,65.6000000000000000,0.48,4,89.0000000000000000,-23.4000000000000000,-42.6,364.4000000000000000,214.4000000000000000,88.2000000000000000,150.0000000000000000,9.6000000000000000,6.0000000000000000,32.8000000000000000,58.6000000000000000,44.6000000000000000,45.4000000000000000,33.6000000000000000,57.6000000000000000,21.8000000000000000,21.4000000000000000,138.4000000000000000,219.6000000000000000,12.8000000000000000,10.0000000000000000,47.6000000000000000,4.0000000000000000,6.2000000000000000
Adelaide,Melbourne,2021R2207,2021-08-15,2021,R22,M.C.G.,14:10:00,0,0,57.2000000000000000,0.48,4,85.0000000000000000,-27.8000000000000000,-89.6,353.2000000000000000,212.0000000000000000,90.4000000000000000,141.2000000000000000,8.2000000000000000,6.2000000000000000,35.8000000000000000,55.0000000000000000,45.6000000000000000,42.2000000000000000,32.4000000000000000,57.0000000000000000,21.4000000000000000,20.8000000000000000,131.4000000000000000,214.0000000000000000,11.4000000000000000,8.0000000000000000,48.0000000000000000,2.8000000000000000,5.0000000000000000
Adelaide,Port Adelaide,2021R2104,2021-08-07,2021,R21,Adelaide Oval,19:10:00,0,1,58.8000000000000000,1.52,4,96.2000000000000000,-37.4000000000000000,-105.6,352.6000000000000000,213.4000000000000000,90.4000000000000000,139.2000000000000000,8.4000000000000000,6.8000000000000000,38.6000000000000000,54.4000000000000000,46.2000000000000000,41.6000000000000000,34.4000000000000000,57.6000000000000000,20.0000000000000000,20.2000000000000000,133.8000000000000000,211.8000000000000000,12.0000000000000000,7.8000000000000000,50.8000000000000000,3.2000000000000000,5.4000000000000000
Adelaide,Sydney,2021R203,2021-03-27,2021,R2,S.C.G.,13:45:00,0,0,70.0000000000000000,1.56,16,63.8000000000000000,6.2000000000000000,1.6,321.8000000000000000,178.8000000000000000,67.2000000000000000,143.0000000000000000,9.8000000000000000,9.8000000000000000,35.8000000000000000,52.6000000000000000,32.6000000000000000,44.8000000000000000,32.0000000000000000,41.6000000000000000,17.0000000000000000,12.6000000000000000,130.8000000000000000,185.6000000000000000,11.2000000000000000,10.2000000000000000,40.8000000000000000,1.8000000000000000,7.0000000000000000
Adelaide,Western Bulldogs,2021R2002,2021-07-31,2021,R20,Eureka Stadium,12:20:00,0,0,62.2000000000000000,1.52,4,91.8000000000000000,-29.6000000000000000,-90.8,351.6000000000000000,216.2000000000000000,93.4000000000000000,135.4000000000000000,8.8000000000000000,7.4000000000000000,35.6000000000000000,53.0000000000000000,44.6000000000000000,43.6000000000000000,35.0000000000000000,53.4000000000000000,20.4000000000000000,19.0000000000000000,128.6000000000000000,216.0000000000000000,9.0000000000000000,8.2000000000000000,50.0000000000000000,2.8000000000000000,6.0000000000000000
Adelaide,Hawthorn,2021R1906,2021-07-24,2021,R19,Docklands,19:40:00,1,1,55.0000000000000000,1.52,4,87.2000000000000000,-32.2000000000000000,-93.4,352.4000000000000000,214.0000000000000000,78.6000000000000000,138.4000000000000000,7.4000000000000000,8.4000000000000000,36.8000000000000000,54.6000000000000000,44.6000000000000000,44.8000000000000000,37.8000000000000000,57.0000000000000000,21.6000000000000000,20.2000000000000000,134.0000000000000000,207.6000000000000000,6.0000000000000000,6.2000000000000000,50.2000000000000000,2.4000000000000000,5.0000000000000000
Adelaide,West Coast,2021R1808,2021-07-18,2021,R18,Adelaide Oval,16:10:00,0,1,58.4000000000000000,1.4,4,83.2000000000000000,-24.8000000000000000,-79.8,345.2000000000000000,208.8000000000000000,72.6000000000000000,136.4000000000000000,7.8000000000000000,9.4000000000000000,38.8000000000000000,53.4000000000000000,42.0000000000000000,46.0000000000000000,39.0000000000000000,58.2000000000000000,20.8000000000000000,19.8000000000000000,138.8000000000000000,195.6000000000000000,8.0000000000000000,7.6000000000000000,48.0000000000000000,2.0000000000000000,5.6000000000000000
Adelaide,Essendon,2021R1702,2021-07-09,2021,R17,Docklands,19:50:00,0,0,70.8000000000000000,1.4,4,88.6000000000000000,-17.8000000000000000,-26.6,342.6000000000000000,203.4000000000000000,62.0000000000000000,139.2000000000000000,9.8000000000000000,9.6000000000000000,37.6000000000000000,55.0000000000000000,38.6000000000000000,49.8000000000000000,41.0000000000000000,57.8000000000000000,20.0000000000000000,19.0000000000000000,144.6000000000000000,186.0000000000000000,9.8000000000000000,8.8000000000000000,48.8000000000000000,2.0000000000000000,7.0000000000000000
Adelaide,Brisbane Lions,2021R1604,2021-07-03,2021,R16,Adelaide Oval,16:05:00,0,1,78.2000000000000000,0.08,8,85.4000000000000000,-7.2000000000000000,-8.8,345.4000000000000000,202.4000000000000000,68.6000000000000000,143.0000000000000000,11.2000000000000000,8.6000000000000000,34.0000000000000000,55.8000000000000000,37.4000000000000000,50.2000000000000000,36.8000000000000000,57.6000000000000000,21.2000000000000000,19.8000000000000000,139.6000000000000000,193.8000000000000000,11.0000000000000000,9.2000000000000000,47.0000000000000000,2.2000000000000000,7.8000000000000000
