gameid,team,model_prob_1,model_prob_2,model_odds_1,model_odds_2,Actual_winning_team,Model_winning_team,team2,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
2013R908,North Melbourne,0.526955509290122,0.473044490709878,1.8976934150420606,2.113966063740309,Adelaide,North Melbourne,Adelaide,2013-05-26,2013,R9,Docklands,15:20:00,0,1,110.6,3.12,12,86.2,24.4,33.0,350.0,216.4,92.2,133.6,16.0,11.6,40.0,52.8,30.4,57.8,37.0,43.8,26.2,19.6,146.4,202.4,14.8,12.2,37.0,13.6,9.0
2013R909,Fremantle,0.7282396140505519,0.271760385949448,1.3731744067558833,3.679712171832199,Fremantle,Fremantle,Melbourne,2013-05-26,2013,R9,Subiaco,14:40:00,1,1,85.2,1.56,14,79.0,6.2,13.2,350.4,214.6,97.2,135.8,12.4,8.6,37.6,65.2,31.2,49.0,34.4,42.8,20.2,18.6,140.6,209.2,10.0,10.6,41.4,4.2,8.2
2013SF01,Geelong,0.630498272125143,0.369501727874857,1.5860471696923497,2.7063472903127543,Geelong,Geelong,Port Adelaide,2013-09-13,2013,SF,M.C.G.,19:50:00,1,1,102.4,2.5200000000000005,16,78.2,24.2,51.4,394.2,212.0,94.6,182.2,14.6,11.8,29.2,71.8,29.0,57.0,33.8,45.6,22.0,18.0,145.4,246.8,11.0,9.0,42.4,8.0,9.8
2013SF02,Sydney,0.3616549992233953,0.6383450007766047,2.7650661601453415,1.566551001078428,Sydney,Carlton,Carlton,2013-09-14,2013,SF,Stadium Australia,19:45:00,1,1,77.6,0.6,4,93.6,-16.0,-30.2,344.4,181.0,66.2,163.4,11.6,7.0,51.4,66.8,37.0,46.6,40.4,45.4,17.2,17.8,143.4,197.2,10.0,10.6,47.2,6.6,8.4
2014EF01,North Melbourne,0.5257088782936344,0.4742911217063655,1.9021934787288308,2.1084096965641743,North Melbourne,North Melbourne,Essendon,2014-09-06,2014,EF,M.C.G.,19:15:00,1,1,111.8,0.16,20,78.2,33.6,55.0,363.4,212.8,92.8,150.6,16.6,11.0,42.6,61.8,34.8,54.2,38.0,42.0,18.4,19.6,132.6,229.8,11.6,14.4,47.8,16.6,10.4
2014EF02,Port Adelaide,0.559324886731243,0.4406751132687569,1.7878696688146873,2.2692454597274354,Port Adelaide,Port Adelaide,Richmond,2014-09-07,2014,EF,Adelaide Oval,14:50:00,1,1,91.2,10.68,12,71.2,20.0,54.2,362.4,212.6,85.8,149.8,12.6,13.2,44.6,65.8,29.0,58.4,43.0,46.6,18.4,16.0,149.6,208.8,10.6,13.0,53.4,15.2,8.6
2014GF01,Sydney,0.6671514666586049,0.3328485333413951,1.498909992671455,3.0043695550081426,Hawthorn,Sydney,Hawthorn,2014-09-27,2014,GF,M.C.G.,14:30:00,0,1,110.2,1.16,16,65.0,45.2,72.0,386.0,208.4,86.8,177.6,16.0,10.8,42.2,69.0,35.2,59.6,38.2,44.8,18.4,16.6,139.8,241.6,11.4,16.0,56.4,9.6,12.2
2014PF01,Sydney,0.5247569964975164,0.4752430035024836,1.9056439583930975,2.10418668476994,Sydney,Sydney,North Melbourne,2014-09-19,2014,PF,Stadium Australia,19:50:00,1,1,99.8,1.16,16,63.6,36.2,59.2,389.4,210.6,83.0,178.8,14.6,9.8,39.8,70.4,35.4,56.2,38.8,49.8,18.4,17.6,143.0,239.2,8.6,12.8,58.6,8.6,11.0
2014PF02,Hawthorn,0.3353897126688024,0.6646102873311975,2.9816060607306127,1.5046411695124222,Hawthorn,Port Adelaide,Port Adelaide,2014-09-20,2014,PF,M.C.G.,16:45:00,1,1,105.0,0.0,16,74.0,31.0,51.4,397.4,221.2,104.6,176.2,15.4,9.8,43.2,64.2,33.0,48.8,37.8,39.6,14.8,16.6,129.2,267.6,9.0,14.4,52.0,12.0,11.2
2014QF01,Hawthorn,0.4877261329051547,0.5122738670948452,2.0503309798953593,1.9520808384606791,Hawthorn,Geelong,Geelong,2014-09-05,2014,QF,M.C.G.,19:50:00,1,1,105.6,0.0,16,69.4,36.2,68.4,397.4,216.8,99.6,180.6,15.6,10.2,42.8,61.2,31.0,48.2,39.4,37.8,16.0,17.8,131.8,265.6,8.6,14.2,46.4,11.8,11.2
2014QF02,Sydney,0.6100409286328581,0.3899590713671419,1.6392342760363077,2.564371682633616,Sydney,Sydney,Fremantle,2014-09-06,2014,QF,Stadium Australia,14:45:00,1,1,97.0,0.27999999999999997,16,61.2,35.8,60.0,391.6,213.8,87.6,177.8,14.2,9.0,44.2,69.6,36.8,56.6,39.0,50.0,19.2,17.4,140.4,244.2,8.4,12.6,54.2,8.8,10.6
2014R1001,Geelong,0.5382456847471997,0.4617543152528003,1.857887630756714,2.165653827084479,Geelong,Geelong,North Melbourne,2014-05-23,2014,R10,Kardinia Park,19:50:00,1,1,85.0,2.2399999999999998,12,79.6,5.4,30.6,361.8,212.8,99.8,149.0,12.0,9.6,36.0,72.6,29.2,52.4,34.4,46.6,16.8,15.2,136.0,228.8,11.6,14.0,47.0,6.0,8.2
2014R1002,Greater Western Sydney,0.2554128918938121,0.7445871081061879,3.915229151454696,1.343026207562792,Richmond,Richmond,Richmond,2014-05-24,2014,R10,Sydney Showground,13:40:00,0,1,84.6,0.12,0,140.2,-55.6,-69.2,352.0,188.0,83.0,164.0,12.4,7.6,41.0,58.6,39.4,45.2,36.2,43.6,13.0,16.0,125.0,225.0,8.2,10.2,43.6,14.4,7.8
2014R1003,Collingwood,0.753599344750626,0.246400655249374,1.3269650603676024,4.05843076589197,Collingwood,Collingwood,West Coast,2014-05-24,2014,R10,M.C.G.,16:40:00,1,1,89.0,2.56,16,67.2,21.8,32.4,357.2,208.8,86.6,148.4,12.4,12.2,36.8,75.6,34.2,52.2,34.8,46.2,14.0,16.0,142.8,211.0,9.6,14.0,54.8,8.0,7.4
2014R1004,Port Adelaide,0.551473230667995,0.4485267693320049,1.8133246445864801,2.2295213315568865,Port Adelaide,Port Adelaide,Hawthorn,2014-05-24,2014,R10,Adelaide Oval,19:10:00,1,1,112.4,3.4799999999999995,20,68.4,44.0,78.2,390.4,218.6,95.6,171.8,16.6,10.4,39.8,69.0,25.4,60.0,40.2,47.4,17.4,14.4,145.0,240.8,11.4,16.0,52.8,11.6,12.6
2014R1005,Gold Coast,0.6825027230483895,0.3174972769516104,1.4651956193427522,3.149633312138326,Gold Coast,Gold Coast,Western Bulldogs,2014-05-25,2014,R10,Carrara,15:20:00,1,1,102.8,1.44,16,96.8,6.0,-9.8,365.2,204.2,79.6,161.0,15.0,9.8,30.6,62.6,35.2,57.2,41.0,48.6,15.6,18.2,146.8,213.6,9.0,11.8,55.6,12.8,8.8
2014R1006,Carlton,0.3947461402731321,0.6052538597268678,2.5332736611638094,1.6521992944436055,Carlton,Adelaide,Adelaide,2014-05-25,2014,R10,M.C.G.,16:40:00,1,1,88.0,0.12,12,86.8,1.2,-1.8,361.8,215.0,96.6,146.8,12.8,9.2,38.2,68.2,36.8,49.8,39.2,42.8,18.4,16.0,134.2,226.0,8.0,11.6,53.2,17.4,8.8
2014R101,Collingwood,0.6076349464747302,0.3923650535252698,1.6457249633215216,2.548646957763776,Fremantle,Collingwood,Fremantle,2014-03-14,2014,R1,Docklands,19:50:00,0,1,92.4,0.8800000000000001,8,88.2,4.2,22.0,366.6,202.2,87.8,164.4,13.4,9.6,30.0,62.6,30.8,53.4,34.0,44.4,15.8,17.2,133.8,234.0,10.6,13.6,35.6,12.4,10.0
2014R102,Greater Western Sydney,0.2600329645415397,0.7399670354584602,3.8456662668253827,1.3514115522462857,Greater Western Sydney,Sydney,Sydney,2014-03-15,2014,R1,Sydney Showground,16:40:00,1,1,67.2,0.5599999999999999,4,135.2,-68.0,-145.8,334.6,188.4,88.8,146.2,9.8,6.6,36.0,64.0,34.8,40.2,35.0,51.2,18.0,18.8,117.0,214.4,8.6,6.8,35.8,10.0,6.6
2014R103,Gold Coast,0.2597812234638454,0.7402187765361545,3.849392910951369,1.3509519505564136,Gold Coast,Richmond,Richmond,2014-03-15,2014,R1,Carrara,18:55:00,1,1,103.0,1.1199999999999999,8,99.8,3.2,10.0,335.2,186.6,83.4,148.6,15.2,10.8,29.4,54.4,30.2,47.2,37.4,46.6,15.0,19.4,122.2,211.0,8.2,12.0,41.8,15.4,11.0
2014R104,Carlton,0.6476704595684628,0.3523295404315372,1.5439950753139047,2.838251935319385,Port Adelaide,Carlton,Port Adelaide,2014-03-16,2014,R1,Docklands,19:40:00,0,1,92.8,0.76,12,92.6,0.2,-3.0,318.0,207.2,71.0,110.8,13.2,11.2,45.6,59.0,34.2,52.2,42.4,44.8,19.0,15.6,147.0,166.0,10.4,13.2,59.4,15.0,9.6
2014R105,Geelong,0.5036856821636391,0.4963143178363609,1.9853651501555223,2.0148522097033448,Geelong,Geelong,Adelaide,2014-03-20,2014,R1,Kardinia Park,19:10:00,1,1,93.8,1.52,12,85.6,8.2,17.4,366.6,197.4,84.8,169.2,13.0,11.8,28.6,67.4,29.0,57.0,32.2,48.8,22.2,17.2,143.2,222.6,11.4,9.6,47.4,7.6,8.0
2014R106,North Melbourne,0.6120827062745435,0.3879172937254564,1.6337661393613367,2.577869087496103,Essendon,North Melbourne,Essendon,2014-03-21,2014,R1,Docklands,19:50:00,0,1,101.8,0.12,12,93.2,8.6,11.8,382.8,213.2,92.8,169.6,15.2,7.4,35.6,50.0,34.0,49.0,34.8,43.8,16.0,17.0,133.6,243.6,10.0,12.4,35.4,15.8,10.4
2014R107,Hawthorn,0.6564221873414653,0.3435778126585347,1.523409810460609,2.910548828116126,Hawthorn,Hawthorn,Brisbane Lions,2014-03-22,2014,R1,York Park,16:40:00,1,1,102.6,1.7,20,82.6,20.0,32.2,366.0,218.6,97.4,147.4,14.8,10.4,35.4,67.6,30.6,52.8,37.2,41.0,16.2,18.2,137.8,228.8,10.2,14.6,52.6,6.0,11.0
2014R108,St Kilda,0.852128308640285,0.147871691359715,1.1735321897657283,6.762619611669852,St Kilda,St Kilda,Melbourne,2014-03-22,2014,R1,Docklands,19:40:00,1,1,84.0,1.8799999999999997,8,87.8,-3.8,3.4,411.6,228.0,109.4,183.6,11.8,10.6,32.8,44.8,31.2,52.2,33.0,41.4,16.2,12.2,131.4,280.4,12.6,15.0,37.0,25.2,9.2
2014R109,West Coast,0.2366221982280974,0.7633778017719026,4.226146183613876,1.309967355192757,West Coast,Western Bulldogs,Western Bulldogs,2014-03-23,2014,R1,Subiaco,16:40:00,1,1,74.6,3.6399999999999997,8,103.4,-28.8,-85.2,352.8,198.4,85.2,154.4,10.8,7.4,45.2,63.0,37.4,43.0,36.0,44.6,20.4,15.6,138.4,210.8,8.8,9.4,41.2,12.8,8.2
2014R1101,Sydney,0.6575160597763108,0.3424839402236892,1.5208753993631783,2.9198449403112514,Sydney,Sydney,Geelong,2014-05-29,2014,R11,S.C.G.,19:10:00,1,1,101.0,2.7600000000000002,20,61.8,39.2,77.0,402.6,216.4,94.2,186.2,14.6,11.4,29.8,75.6,32.2,56.0,37.4,41.8,15.0,16.4,146.2,259.6,8.4,12.6,55.0,6.2,10.0
2014R1102,St Kilda,0.2642580001802109,0.735741999819789,3.7841806087915955,1.3591721014226967,Collingwood,Collingwood,Collingwood,2014-05-30,2014,R11,Docklands,19:50:00,0,1,69.2,0.96,4,109.6,-40.4,-110.4,364.2,205.8,86.4,158.4,9.6,8.4,42.2,64.6,37.6,44.8,41.4,44.2,15.6,15.6,134.0,226.2,7.4,9.4,45.6,9.2,6.2
2014R1103,Melbourne,0.2407064436901478,0.7592935563098522,4.1544380144939606,1.317013678951755,Port Adelaide,Port Adelaide,Port Adelaide,2014-05-31,2014,R11,Traeger Park,13:10:00,0,1,72.0,4.68,8,79.0,-7.0,-16.8,346.0,199.0,83.4,147.0,10.6,7.0,52.4,64.6,35.2,43.6,38.0,41.4,17.2,15.4,140.6,202.4,9.8,8.6,50.0,6.8,6.0
2014R1104,Brisbane Lions,0.1519265688684193,0.8480734311315807,6.5821271911042825,1.1791431771016625,Brisbane Lions,Carlton,Carlton,2014-05-31,2014,R11,Gabba,16:40:00,1,1,56.8,2.7600000000000002,4,99.6,-42.8,-97.4,336.0,184.0,81.0,152.0,8.2,5.8,40.2,58.4,39.4,42.8,35.2,48.6,17.0,19.6,116.0,214.2,5.8,4.8,50.0,9.0,5.2
2014R1105,Essendon,0.4167486534838021,0.5832513465161979,2.3995278488377103,1.714526689004786,Essendon,Richmond,Richmond,2014-05-31,2014,R11,M.C.G.,19:45:00,1,1,65.4,0.9199999999999999,8,80.0,-14.6,-23.0,392.2,222.4,111.0,169.8,9.0,8.2,39.6,66.8,32.2,47.0,38.4,44.4,17.0,17.6,129.8,260.8,9.6,9.4,53.2,2.8,5.8
2014R1106,Adelaide,0.3829006309568805,0.6170993690431195,2.6116436462926926,1.6204845607776428,Adelaide,Gold Coast,Gold Coast,2014-06-01,2014,R11,Adelaide Oval,12:40:00,1,1,89.6,2.3600000000000003,12,72.2,17.4,25.6,375.0,212.0,91.4,163.0,12.6,12.0,35.6,66.8,33.2,56.2,39.2,38.4,16.8,13.8,140.2,231.4,11.4,9.6,52.2,14.2,7.6
2014R1107,Western Bulldogs,0.3987376329581624,0.6012623670418376,2.5079147723809787,1.6631674537023156,Fremantle,Fremantle,Fremantle,2014-06-01,2014,R11,Docklands,15:20:00,0,1,82.4,3.0,4,97.2,-14.8,-19.2,355.6,184.0,67.0,171.6,11.8,9.0,45.8,73.6,30.8,47.2,39.4,43.4,17.8,20.0,140.0,212.0,7.4,9.6,45.6,10.0,7.6
2014R1108,Hawthorn,0.8859590548171642,0.1140409451828358,1.1287203337025213,8.768780356886317,Hawthorn,Hawthorn,Greater Western Sydney,2014-06-01,2014,R11,M.C.G.,16:40:00,1,1,110.8,0.52,8,79.0,31.8,110.0,408.4,220.2,92.4,188.2,16.6,8.8,44.6,61.6,31.4,54.6,42.8,42.4,14.6,13.0,145.0,258.2,11.0,14.6,53.6,11.6,11.4
2014R1109,West Coast,0.44328456624288,0.55671543375712,2.2558872474980105,1.7962498241718825,North Melbourne,North Melbourne,North Melbourne,2014-06-01,2014,R11,Subiaco,17:40:00,0,1,97.6,0.16,4,84.2,13.4,14.6,366.8,207.4,93.2,159.4,14.2,10.8,43.6,67.6,31.6,53.8,35.2,43.4,17.2,14.0,136.6,229.2,9.0,8.8,45.4,11.6,8.2
2014R1201,Geelong,0.3986373251821063,0.6013626748178937,2.5085458305821664,1.6628900360382737,Geelong,Carlton,Carlton,2014-06-06,2014,R12,Docklands,19:50:00,1,1,72.2,1.8399999999999999,8,103.6,-31.4,-74.0,360.6,199.6,86.8,161.0,10.0,8.8,39.2,72.2,32.2,48.2,31.2,42.8,15.6,16.0,138.0,223.8,12.6,9.4,46.0,5.6,6.4
2014R1202,Hawthorn,0.6946518531776812,0.3053481468223188,1.4395700456646092,3.274950283493605,Hawthorn,Hawthorn,West Coast,2014-06-07,2014,R12,York Park,13:40:00,1,1,112.2,1.48,12,75.2,37.0,116.0,412.6,226.0,91.2,186.6,17.0,8.2,49.6,66.2,30.6,56.8,44.4,44.4,15.8,12.6,149.2,257.2,9.4,13.6,50.4,10.2,11.8
2014R1203,Port Adelaide,0.8002908367179046,0.1997091632820954,1.24954573277526,5.007281506595013,Port Adelaide,Port Adelaide,St Kilda,2014-06-07,2014,R12,Adelaide Oval,16:10:00,1,1,105.6,3.4799999999999995,20,80.2,25.4,32.6,370.4,204.4,86.6,166.0,15.6,9.4,40.6,62.6,27.8,56.2,42.0,45.6,15.6,13.6,137.8,226.4,9.4,12.0,49.6,13.2,11.2
2014R1204,Greater Western Sydney,0.1917775056045018,0.8082224943954981,5.214375882342929,1.2372830587299355,Essendon,Essendon,Essendon,2014-06-07,2014,R12,Sydney Showground,19:40:00,0,1,79.2,1.1199999999999999,0,140.4,-61.2,-101.4,352.2,192.8,85.4,159.4,11.6,7.4,43.8,69.8,41.0,41.8,41.0,49.4,14.4,17.8,123.4,225.4,6.2,9.8,46.0,11.6,7.6
2014R1205,Western Bulldogs,0.6795234364930056,0.3204765635069944,1.4716195885177437,3.1203529801272816,Brisbane Lions,Western Bulldogs,Brisbane Lions,2014-06-07,2014,R12,Docklands,19:40:00,0,1,74.4,3.96,4,91.2,-16.8,-28.0,368.2,191.8,71.6,176.4,10.4,9.0,41.4,73.6,30.2,49.6,40.6,40.6,18.2,16.4,143.6,221.4,8.2,9.2,50.2,8.6,6.6
2014R1206,Gold Coast,0.407387441049475,0.5926125589505249,2.454665753622374,1.6874431445916867,Sydney,Sydney,Sydney,2014-06-08,2014,R12,Carrara,15:20:00,0,1,115.0,3.0799999999999996,16,88.2,26.8,32.4,372.6,203.6,77.0,169.0,17.2,8.8,31.8,66.6,32.0,60.0,39.6,46.2,15.6,19.0,150.4,218.8,9.4,11.2,53.0,14.0,10.6
2014R1207,Fremantle,0.3980549543036243,0.6019450456963756,2.5122159369915296,1.6612812201870093,Fremantle,Adelaide,Adelaide,2014-06-08,2014,R12,Subiaco,14:10:00,1,1,79.0,4.4799999999999995,12,67.4,11.6,23.0,383.0,210.6,96.6,172.4,11.2,10.0,49.0,66.4,37.4,46.6,38.8,41.8,13.2,18.2,144.6,238.4,15.2,10.2,46.0,8.0,8.0
2014R1208,North Melbourne,0.6599373725776263,0.3400626274223737,1.5152953015740493,2.9406348106519604,North Melbourne,North Melbourne,Richmond,2014-06-08,2014,R12,Docklands,19:10:00,1,1,89.8,2.0799999999999996,12,74.8,15.0,51.6,388.8,219.0,91.8,169.8,12.6,11.8,39.8,63.4,37.4,50.0,38.6,46.4,19.6,17.6,147.2,236.6,9.4,10.0,50.4,11.6,7.6
2014R1209,Melbourne,0.3042875072520266,0.6957124927479734,3.2863656120188613,1.4373753675891756,Collingwood,Collingwood,Collingwood,2014-06-09,2014,R12,M.C.G.,15:20:00,0,1,71.4,4.68,8,80.8,-9.4,-20.2,366.8,206.2,89.6,160.6,10.6,6.6,51.8,64.2,37.0,43.4,38.0,42.4,17.0,14.6,140.2,225.4,10.4,8.8,50.2,7.2,7.0
2014R1301,Carlton,0.3181249585279613,0.6818750414720387,3.143418877372069,1.4665443654326897,Hawthorn,Hawthorn,Hawthorn,2014-06-13,2014,R13,M.C.G.,19:50:00,0,1,89.0,0.72,8,90.8,-1.8,-1.8,351.6,213.4,91.8,138.2,13.0,9.0,46.0,61.2,35.0,52.0,37.0,41.2,16.8,13.6,131.4,217.8,7.8,12.8,57.2,13.6,9.0
2014R1302,Richmond,0.3514097007278166,0.6485902992721834,2.8456812601611907,1.5418053602129904,Fremantle,Fremantle,Fremantle,2014-06-14,2014,R13,M.C.G.,13:45:00,0,1,89.2,1.6,4,86.6,2.6,24.2,372.0,198.8,89.2,173.2,13.0,8.6,38.6,61.2,35.6,47.6,33.8,45.2,18.2,17.8,128.4,243.8,8.6,13.4,48.4,13.4,9.6
2014R1303,Sydney,0.6082576088455083,0.3917423911544917,1.6440402642854413,2.55269795299133,Sydney,Sydney,Port Adelaide,2014-06-14,2014,R13,S.C.G.,14:10:00,1,1,120.2,2.7600000000000002,20,61.6,58.6,123.2,412.8,222.2,95.6,190.6,18.0,10.6,31.8,66.0,33.8,61.2,41.0,40.4,13.2,14.6,152.4,265.2,11.8,13.8,59.2,7.4,13.4
2014R1304,West Coast,0.3616477154666451,0.6383522845333549,2.7651218498910453,1.5665331263457685,West Coast,Gold Coast,Gold Coast,2014-06-14,2014,R13,Subiaco,14:40:00,1,1,93.2,0.56,4,92.8,0.4,-8.2,356.8,208.4,101.4,148.4,14.0,7.4,45.6,77.6,29.4,53.6,37.6,44.2,16.8,14.2,134.6,222.0,12.4,11.0,45.4,8.8,8.4
2014R1305,Adelaide,0.4556247226316264,0.5443752773683737,2.194788716082253,1.8369680651814564,Adelaide,North Melbourne,North Melbourne,2014-06-14,2014,R13,Adelaide Oval,19:10:00,1,1,75.6,4.0,8,74.6,1.0,-2.2,353.4,203.2,76.4,150.2,10.4,11.2,37.0,68.4,35.0,57.2,39.8,42.6,16.0,13.6,146.2,204.2,10.2,7.6,56.0,12.0,6.2
2014R1306,Brisbane Lions,0.6260796856446651,0.3739203143553349,1.5972407713090302,2.6743666006059894,Greater Western Sydney,Brisbane Lions,Greater Western Sydney,2014-06-14,2014,R13,Gabba,19:40:00,0,1,66.4,3.0,8,98.2,-31.8,-81.2,336.6,189.2,86.6,147.4,9.6,6.4,35.0,58.8,37.8,43.8,35.2,47.4,15.8,19.8,120.6,211.0,6.4,6.6,53.6,10.4,6.2
2014R1307,Geelong,0.8085626058439284,0.1914373941560716,1.2367626115435564,5.223639845331044,Geelong,Geelong,St Kilda,2014-06-15,2014,R13,Kardinia Park,13:10:00,1,1,80.2,2.2800000000000002,12,102.6,-22.4,-61.0,363.0,198.4,82.6,164.6,11.4,8.4,41.0,70.8,32.6,49.0,33.0,41.0,15.2,14.4,140.8,223.0,11.4,10.2,49.0,6.6,7.8
2014R1308,Collingwood,0.6487599187660654,0.3512400812339346,1.5414022523185302,2.847055485487077,Western Bulldogs,Collingwood,Western Bulldogs,2014-06-15,2014,R13,Docklands,15:20:00,0,1,93.8,0.04,16,65.8,28.0,59.2,356.0,208.0,88.8,148.0,13.4,10.4,34.4,72.6,34.2,53.4,34.6,43.8,13.4,14.8,133.8,223.0,9.0,13.4,54.0,15.8,9.2
2014R1309,Essendon,0.6617685805324748,0.3382314194675252,1.5111022635667837,2.9565556079157025,Melbourne,Essendon,Melbourne,2014-06-15,2014,R13,M.C.G.,16:40:00,0,1,77.4,0.52,16,71.2,6.2,12.8,391.4,227.2,109.2,164.2,10.8,9.0,37.4,67.4,35.6,51.2,36.8,47.8,17.6,18.0,130.0,260.4,9.8,10.8,52.2,4.0,6.8
2014R1401,Richmond,0.2274160536166355,0.7725839463833645,4.397226950766372,1.2943577260195738,Sydney,Sydney,Sydney,2014-06-20,2014,R14,M.C.G.,19:50:00,0,1,91.0,0.24,4,91.4,-0.4,20.8,376.4,196.8,92.2,179.6,13.0,9.8,35.4,61.6,30.8,48.8,32.6,43.2,18.4,17.8,123.8,254.8,10.4,15.4,46.2,14.2,9.6
2014R1402,Port Adelaide,0.6404703158218045,0.3595296841781955,1.5613526111930316,2.781411505105,Port Adelaide,Port Adelaide,Western Bulldogs,2014-06-21,2014,R14,Adelaide Oval,13:15:00,1,1,102.4,4.88,16,78.8,23.6,36.4,387.2,210.6,95.2,176.6,14.8,10.4,44.8,68.4,28.4,57.0,41.6,46.0,15.6,15.2,139.8,243.0,12.4,13.2,51.0,15.2,11.0
2014R1403,Hawthorn,0.548697230236799,0.451302769763201,1.8224987204116818,2.21580736259319,Hawthorn,Hawthorn,Collingwood,2014-06-21,2014,R14,M.C.G.,14:10:00,1,1,101.8,2.44,12,92.6,9.2,11.4,381.4,211.2,81.0,170.2,15.4,7.8,49.0,67.8,31.0,56.8,41.6,45.2,18.6,16.2,147.8,228.4,9.4,9.0,49.0,7.4,10.6
2014R1404,Gold Coast,0.4653160485584941,0.5346839514415058,2.1490769619872494,1.8702637273926102,Gold Coast,Geelong,Geelong,2014-06-21,2014,R14,Carrara,16:40:00,1,1,99.0,1.6799999999999997,8,96.4,2.6,2.6,358.2,194.6,76.2,163.6,14.6,9.0,39.6,63.4,29.2,53.0,40.0,40.6,16.0,16.2,138.0,217.0,9.2,10.0,53.6,13.2,9.8
2014R1405,Fremantle,0.6945459575679087,0.3054540424320913,1.4397895331529962,3.2738149151269478,Fremantle,Fremantle,Brisbane Lions,2014-06-21,2014,R14,Subiaco,17:40:00,1,1,91.2,4.4799999999999995,16,68.8,22.4,41.0,378.4,199.8,88.2,178.6,13.0,11.4,51.2,63.0,39.6,44.2,36.6,38.8,10.6,16.4,143.6,233.4,15.0,13.6,46.6,10.2,9.6
2014R1406,Essendon,0.5253598710872694,0.4746401289127305,1.9034571443959531,2.1068593637262065,Essendon,Essendon,Adelaide,2014-06-21,2014,R14,Docklands,19:40:00,1,1,78.2,0.24,12,73.8,4.4,10.2,398.2,226.6,105.2,171.6,10.8,9.8,38.2,72.2,32.0,55.8,38.0,46.2,16.6,17.0,136.8,261.4,10.2,11.8,53.0,4.2,7.0
2014R1407,Greater Western Sydney,0.2700431529914419,0.729956847008558,3.7031118505407603,1.3699439961390978,Greater Western Sydney,Carlton,Carlton,2014-06-22,2014,R14,Sydney Showground,13:10:00,1,1,79.2,1.2799999999999998,4,119.4,-40.2,-79.0,357.4,205.0,89.4,152.4,11.6,7.6,40.4,71.2,34.0,46.6,42.2,47.4,16.0,19.2,124.2,226.0,6.0,9.0,47.2,9.0,8.4
2014R1408,St Kilda,0.1231987154384539,0.876801284561546,8.116967749550666,1.1405092779945696,West Coast,West Coast,West Coast,2014-06-22,2014,R14,Docklands,15:20:00,0,1,61.2,4.16,0,125.6,-64.4,-125.4,331.2,179.2,73.6,152.0,8.8,6.8,34.0,64.2,36.8,41.0,36.8,47.0,15.8,19.0,127.2,201.6,8.4,8.0,42.8,9.2,5.4
2014R1409,Melbourne,0.2981640156293392,0.7018359843706607,3.3538587743034154,1.424834323501814,North Melbourne,North Melbourne,North Melbourne,2014-06-22,2014,R14,M.C.G.,16:40:00,0,1,71.0,2.7199999999999998,8,81.2,-10.2,-28.0,361.6,211.8,103.6,149.8,10.4,6.8,45.2,61.0,36.4,42.0,34.0,39.4,14.2,13.4,126.8,231.0,12.0,10.4,46.4,6.2,7.2
2014R1501,Geelong,0.3784318858728052,0.6215681141271948,2.6424834622315894,1.6088341362301037,Geelong,Essendon,Essendon,2014-06-27,2014,R15,Docklands,19:50:00,1,1,93.4,5.0,12,99.2,-5.8,-10.8,365.0,195.8,86.6,169.2,13.6,9.0,44.6,64.4,33.4,49.2,30.6,39.2,17.0,14.2,138.4,227.8,11.4,14.4,47.4,7.2,10.6
2014R1502,Hawthorn,0.6388317705809345,0.3611682294190654,1.5653573382717485,2.768792818816006,Hawthorn,Hawthorn,Gold Coast,2014-06-28,2014,R15,York Park,13:45:00,1,1,107.2,2.56,16,88.4,18.8,22.6,386.2,218.6,91.2,167.6,16.2,8.0,43.8,67.4,28.6,59.0,39.2,45.0,19.4,16.4,146.4,236.6,10.6,9.6,50.6,8.8,11.0
2014R1503,St Kilda,0.1967715376553958,0.8032284623446042,5.082035806170763,1.2449758031245861,Richmond,Richmond,Richmond,2014-06-28,2014,R15,Docklands,14:10:00,0,1,61.4,4.2,0,126.0,-64.6,-125.6,336.0,183.2,80.8,152.8,9.0,6.2,33.4,64.0,35.6,40.6,34.6,45.8,15.2,19.6,125.4,209.2,8.4,8.4,44.0,10.0,5.6
2014R1504,Fremantle,0.596042167409876,0.4039578325901239,1.677733648183883,2.47550590512909,Fremantle,Fremantle,West Coast,2014-06-28,2014,R15,Subiaco,14:40:00,1,1,97.0,1.04,20,54.4,42.6,121.2,379.2,201.4,83.0,177.8,13.8,11.8,54.2,66.6,35.0,51.2,38.4,37.0,13.4,16.4,150.0,226.6,12.6,14.4,48.0,10.2,10.2
2014R1505,Brisbane Lions,0.2528759769230954,0.7471240230769045,3.954507708354281,1.3384658625774986,Brisbane Lions,North Melbourne,North Melbourne,2014-06-28,2014,R15,Gabba,19:40:00,1,1,66.6,0.44000000000000006,8,106.6,-40.0,-129.0,322.2,185.0,79.8,137.2,9.8,5.2,32.4,68.4,41.0,39.2,36.2,47.2,16.8,21.6,124.2,193.0,6.4,8.0,55.6,8.2,6.4
