gameid,team,model_prob_1,model_prob_2,model_odds_1,model_odds_2,Actual_winning_team,Model_winning_team,team2,date,year,round,venue,starttime,win_loss,home_away,team_score,rainfall,team_points,opposing_team_score,win_loss_margin,win_loss_margin_percent,disposals,kicks,marks,handballs,goals,behinds,hitouts,tackles,rebounds,inside50s,clearances,clangers,frees,frees_against,contested_possessions,uncontested_possessions,contested_marks,marks_inside50,one_percenters,bounces,goal_assists
2016R1102,Hawthorn,0.5234680814112479,0.4765319185887521,1.910336151354333,2.098495317924342,Hawthorn,Hawthorn,Melbourne,2016-06-04,2016,R11,M.C.G.,13:45:00,1,1,105.0,0.27999999999999997,12,95.8,9.2,9.2,366.4,204.8,82.8,161.6,15.6,8.2,47.0,66.2,28.2,56.0,38.2,48.6,20.6,20.0,135.2,226.8,11.6,15.0,51.4,5.0,11.0
2016R1103,Carlton,0.752355146823809,0.247644853176191,1.3291595122618147,4.03804071505792,Carlton,Carlton,Brisbane Lions,2016-06-04,2016,R11,Docklands,14:10:00,1,1,82.8,2.7600000000000002,16,86.0,-3.2,-15.6,382.4,214.2,97.0,168.2,12.2,8.0,35.8,68.2,33.6,55.0,37.2,46.2,19.2,15.0,135.8,244.6,13.0,13.8,48.2,8.4,8.4
2016R1104,Geelong,0.521486310349387,0.478513689650613,1.9175958796119057,2.089804370550298,Geelong,Geelong,Greater Western Sydney,2016-06-04,2016,R11,Kardinia Park,16:35:00,1,1,110.8,2.32,12,81.4,29.4,58.0,389.8,214.6,104.2,175.2,15.8,14.0,40.0,77.6,29.0,57.4,39.0,53.0,18.0,23.4,144.8,246.2,14.6,17.0,46.6,7.8,11.2
2016R1105,Gold Coast,0.0835720752332401,0.9164279247667598,11.965719377066016,1.091193287518503,Sydney,Sydney,Sydney,2016-06-04,2016,R11,Carrara,19:25:00,0,1,64.4,1.64,0,151.6,-87.2,-146.4,331.6,176.0,82.0,155.6,9.6,5.8,38.4,68.2,40.4,35.0,29.8,55.0,17.4,23.4,128.0,205.0,10.2,9.0,39.4,7.6,5.8
2016R1106,Fremantle,0.5642056010291779,0.435794398970822,1.7724035319321207,2.294660056121909,Fremantle,Fremantle,Essendon,2016-06-04,2016,R11,Subiaco,17:40:00,1,1,65.6,11.0,0,98.4,-32.8,-53.0,349.4,187.8,73.6,161.6,9.2,8.8,46.4,76.8,30.6,47.4,39.2,50.4,17.4,19.0,142.6,206.8,12.4,8.8,45.6,3.0,7.0
2016R1107,Collingwood,0.3203529162430182,0.6796470837569817,3.1215573490874817,1.4713518587796448,Port Adelaide,Port Adelaide,Port Adelaide,2016-06-05,2016,R11,M.C.G.,13:10:00,0,1,89.2,0.8,8,88.4,0.8,-1.6,378.2,204.8,92.6,173.4,12.8,9.8,30.2,71.6,35.4,49.4,32.2,50.6,22.0,22.2,138.8,242.6,8.6,10.4,50.0,5.4,9.8
2016R1108,Western Bulldogs,0.5093265767639844,0.4906734232360156,1.9633768305465582,2.0380154144174965,Western Bulldogs,Western Bulldogs,West Coast,2016-06-05,2016,R11,Docklands,15:20:00,1,1,85.8,0.8400000000000001,12,80.4,5.4,4.6,420.6,212.6,92.0,208.0,12.4,7.8,36.6,65.6,32.4,57.0,37.6,51.4,21.0,13.4,153.8,269.2,12.6,12.8,49.4,3.6,9.2
2016R1109,Adelaide,0.5417410215147737,0.4582589784852263,1.8459004584956085,2.1821721929060662,Adelaide,Adelaide,St Kilda,2016-06-05,2016,R11,Adelaide Oval,16:10:00,1,1,106.6,2.84,12,88.8,17.8,25.8,372.6,218.8,100.2,153.8,15.8,9.6,35.6,63.6,36.6,53.2,34.6,51.0,18.6,18.4,146.4,225.6,13.8,13.8,39.2,6.2,12.2
2016R1201,Essendon,0.1400778532681193,0.8599221467318807,7.138887244980308,1.1628959712230726,Hawthorn,Hawthorn,Hawthorn,2016-06-10,2016,R12,Docklands,19:50:00,0,1,58.2,1.8800000000000001,0,109.8,-51.6,-94.2,388.4,201.6,100.8,186.8,8.0,8.6,32.6,62.6,38.2,44.8,30.8,49.8,18.8,17.8,128.8,264.4,8.6,7.6,44.0,5.4,5.8
2016R1202,Port Adelaide,0.4410723720206523,0.5589276279793476,2.26720162820168,1.7891404001896112,Western Bulldogs,Western Bulldogs,Western Bulldogs,2016-06-11,2016,R12,Adelaide Oval,13:10:00,0,1,111.8,0.9600000000000002,12,76.0,35.8,59.0,376.2,209.2,76.6,167.0,16.8,9.8,19.4,75.2,33.0,58.0,38.2,60.2,19.4,23.8,151.0,224.8,9.4,12.2,62.4,6.6,12.8
2016R1203,Brisbane Lions,0.3040386211604587,0.6959613788395413,3.2890558317334375,1.4368613408798894,Fremantle,Fremantle,Fremantle,2016-06-11,2016,R12,Gabba,16:35:00,0,1,68.6,1.48,0,129.4,-60.8,-91.6,334.6,184.6,67.2,150.0,9.6,8.6,43.4,67.2,35.0,45.4,34.8,57.2,21.6,24.6,138.6,192.4,7.8,9.4,44.0,3.2,4.6
2016R1204,Geelong,0.5559186497492655,0.4440813502507345,1.798824343185873,2.2518396672938104,Geelong,Geelong,North Melbourne,2016-06-11,2016,R12,Docklands,19:25:00,1,1,96.8,1.72,12,89.4,7.4,10.2,378.2,208.6,88.0,169.6,13.6,13.4,42.6,74.6,30.0,59.8,40.4,54.4,20.6,22.2,150.0,228.4,12.2,13.8,50.8,7.0,10.6
2016R1205,West Coast,0.4074078126812696,0.5925921873187304,2.454543012856598,1.6875011540814358,Adelaide,Adelaide,Adelaide,2016-06-11,2016,R12,Subiaco,17:40:00,0,1,102.4,0.9600000000000002,12,75.2,27.2,87.4,355.0,201.2,84.6,153.8,15.4,7.4,53.2,68.0,31.8,54.8,37.8,45.8,21.6,16.8,139.4,216.2,10.8,13.8,43.0,3.6,11.2
2016R1206,St Kilda,0.3567296784927025,0.6432703215072975,2.8032430725285358,1.554556407416436,St Kilda,Carlton,Carlton,2016-06-12,2016,R12,Docklands,13:10:00,1,1,71.8,1.5999999999999999,8,95.4,-23.6,-87.2,362.6,195.2,94.0,167.4,10.2,8.4,32.2,70.6,38.8,45.8,33.2,50.0,13.6,18.4,127.8,234.6,13.8,13.4,45.2,5.6,6.8
2016R1207,Richmond,0.7794198411906329,0.2205801588093671,1.2830055730585603,4.53349932014617,Richmond,Richmond,Gold Coast,2016-06-12,2016,R12,M.C.G.,15:20:00,1,1,86.6,7.44,12,94.4,-7.8,-7.8,355.4,208.4,88.4,147.0,12.2,9.2,46.6,63.8,34.2,45.4,38.2,49.8,21.0,20.6,144.8,211.2,11.6,15.0,46.6,4.2,9.4
2016R1208,Greater Western Sydney,0.4020381445086783,0.5979618554913217,2.487326174540173,1.6723474763759627,Greater Western Sydney,Sydney,Sydney,2016-06-12,2016,R12,Sydney Showground,16:40:00,1,1,103.0,7.2,12,82.6,20.4,35.4,388.6,228.2,103.6,160.4,15.6,7.2,46.6,68.4,40.2,53.0,41.0,50.6,19.0,23.0,147.2,238.4,10.2,10.8,49.8,11.6,10.6
2016R1209,Melbourne,0.5415565013564441,0.4584434986435559,1.8465293972010053,2.181293884543686,Melbourne,Melbourne,Collingwood,2016-06-13,2016,R12,M.C.G.,15:20:00,1,1,102.6,1.4,8,94.4,8.2,10.2,385.0,193.2,74.6,191.8,15.0,10.0,50.8,70.8,32.6,55.4,41.0,47.6,20.8,19.0,147.0,239.4,8.8,12.0,42.2,7.2,10.4
2016R1301,North Melbourne,0.3435037141565225,0.6564962858434775,2.91117667375304,1.5232378637377713,Hawthorn,Hawthorn,Hawthorn,2016-06-17,2016,R13,Docklands,19:50:00,0,1,90.0,0.6000000000000001,12,71.2,18.8,43.4,356.8,202.2,88.2,154.6,13.2,9.2,43.6,66.6,34.4,52.8,37.6,43.2,19.6,17.0,137.0,220.0,10.4,11.6,42.0,4.6,8.8
2016R1302,Brisbane Lions,0.1854597603418947,0.8145402396581053,5.392005242304325,1.2276864313293343,West Coast,West Coast,West Coast,2016-06-18,2016,R13,Gabba,13:40:00,0,1,69.6,1.4,0,131.6,-62.0,-91.4,351.2,189.0,81.4,162.2,10.0,7.4,41.6,66.4,33.2,42.6,34.4,53.4,19.6,22.4,132.4,217.8,7.0,11.0,43.6,4.4,5.2
2016R1303,Fremantle,0.3629682581256199,0.63703174187438,2.7550618480085096,1.5697804901489443,Fremantle,Port Adelaide,Port Adelaide,2016-06-18,2016,R13,Subiaco,14:35:00,1,1,92.0,9.12,8,82.2,9.8,21.6,379.0,199.4,84.8,179.6,14.0,6.2,46.4,73.0,28.4,50.6,40.2,48.6,19.2,20.2,140.8,239.6,10.4,7.8,42.2,4.8,10.6
2016R1304,Western Bulldogs,0.4794486910638424,0.5205513089361575,2.0857289187318733,1.9210402180021104,Geelong,Geelong,Geelong,2016-06-18,2016,R13,Docklands,19:25:00,0,1,88.8,1.6800000000000002,16,81.0,7.8,11.8,413.8,212.4,94.2,201.4,13.0,6.6,39.2,69.0,36.6,53.0,37.0,54.6,16.2,16.2,151.2,264.4,10.4,13.2,54.6,6.2,8.8
2016R1305,Sydney,0.5610396143557019,0.438960385644298,1.7824053318381097,2.278109899443929,Sydney,Sydney,Melbourne,2016-06-19,2016,R13,S.C.G.,13:10:00,1,1,80.4,14.920000000000002,12,73.4,7.0,18.0,370.4,191.8,66.2,178.6,11.8,7.8,47.6,87.4,41.8,50.0,37.6,52.0,18.4,19.8,160.4,208.0,12.4,9.6,50.2,2.8,7.0
2016R1306,Essendon,0.1446543729033585,0.8553456270966415,6.9130298651122395,1.1691180364063691,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,2016-06-19,2016,R13,Docklands,16:40:00,0,1,56.0,1.9600000000000002,0,113.0,-57.0,-114.4,396.2,198.0,100.8,198.2,7.8,7.8,35.0,63.2,37.0,42.6,32.4,52.2,18.0,17.4,131.4,270.8,10.0,8.2,44.6,4.8,5.6
2016R1401,Adelaide,0.732842559730144,0.267157440269856,1.3645495703309478,3.743111174406743,Adelaide,Adelaide,North Melbourne,2016-06-23,2016,R14,Adelaide Oval,19:20:00,1,1,113.2,3.2399999999999998,16,75.6,37.6,65.0,389.6,239.8,117.4,149.8,16.4,12.4,36.0,65.2,27.6,62.2,38.2,43.4,21.4,14.6,150.4,239.0,16.2,17.4,43.0,6.2,13.0
2016R1402,Collingwood,0.5399303520970403,0.4600696479029597,1.85209073006563,2.173583944426878,Collingwood,Collingwood,Fremantle,2016-06-24,2016,R14,M.C.G.,19:50:00,1,1,83.2,1.6,8,89.6,-6.4,-17.0,379.2,212.6,95.8,166.6,11.6,11.0,33.2,74.4,32.8,53.8,32.0,52.4,22.6,18.4,148.4,235.4,9.6,12.2,52.2,4.2,9.0
2016R1403,Richmond,0.7428019388661606,0.2571980611338393,1.3462538904064194,3.8880541929109858,Richmond,Richmond,Brisbane Lions,2016-06-25,2016,R14,M.C.G.,13:40:00,1,1,91.4,7.6,16,86.6,4.8,6.0,374.6,218.8,97.2,155.8,13.0,9.4,47.0,62.2,34.2,47.2,36.8,45.6,18.4,18.2,145.6,230.6,14.0,15.4,46.2,5.6,10.4
2016R1404,Greater Western Sydney,0.5795014860009434,0.4204985139990566,1.7256211142802351,2.3781296882353398,Greater Western Sydney,Greater Western Sydney,Carlton,2016-06-25,2016,R14,Sydney Showground,16:35:00,1,1,98.6,3.6,12,86.2,12.4,18.8,381.2,228.4,106.4,152.8,14.8,7.2,44.8,68.0,43.8,54.4,37.0,53.2,16.8,22.4,144.2,239.0,12.0,10.4,51.8,13.0,10.4
2016R1405,St Kilda,0.3314999041507581,0.668500095849242,3.016592124096737,1.4958860981607351,St Kilda,Geelong,Geelong,2016-06-25,2016,R14,Docklands,19:25:00,1,1,78.8,0.4,12,94.6,-15.8,-77.2,360.0,194.0,89.0,166.0,11.4,8.4,36.0,72.4,36.4,48.4,35.8,50.0,13.4,17.8,125.8,234.6,12.4,12.6,45.6,5.6,8.0
2016R1406,Hawthorn,0.8058778196843427,0.1941221803156573,1.2408828926346351,5.151394850263502,Hawthorn,Hawthorn,Gold Coast,2016-06-26,2016,R14,York Park,15:20:00,1,1,103.2,2.8,16,69.4,33.8,64.0,363.8,221.2,90.4,142.6,15.2,9.2,41.6,72.4,31.4,57.4,39.2,49.2,19.2,19.2,139.6,215.8,11.4,11.8,59.0,6.4,8.8
2016R1501,West Coast,0.7778119484884841,0.2221880515115158,1.28565780191895,4.500692063309133,West Coast,West Coast,Essendon,2016-06-30,2016,R15,Subiaco,18:10:00,1,1,101.6,1.36,12,82.2,19.4,32.0,334.8,193.0,79.4,141.8,15.2,7.6,51.4,69.6,33.6,52.4,36.8,44.2,20.0,16.8,139.8,196.8,11.6,13.4,48.6,6.4,10.2
2016R1502,Port Adelaide,0.4422086599242211,0.5577913400757789,2.2613758856992185,1.7927850939101075,Port Adelaide,Richmond,Richmond,2016-07-01,2016,R15,Adelaide Oval,19:20:00,1,1,99.6,1.0,8,82.8,16.8,27.6,371.0,206.8,81.0,164.2,14.6,10.0,23.8,80.4,31.8,53.6,34.0,56.6,18.2,21.4,147.4,226.8,10.4,11.4,61.0,7.2,11.0
2016R1503,Gold Coast,0.3043977937678478,0.6956022062321522,3.2851749272619912,1.4376032609451748,Gold Coast,St Kilda,St Kilda,2016-07-02,2016,R15,Carrara,13:40:00,1,1,65.4,14.84,0,112.0,-46.6,-79.0,344.8,197.2,75.8,147.6,9.4,7.6,32.6,78.8,39.8,44.4,37.8,54.2,11.4,18.0,142.4,202.6,9.6,12.0,53.2,3.2,6.0
2016R1504,Sydney,0.568137296773578,0.4318627032264219,1.7601379203212808,2.3155507352893787,Western Bulldogs,Sydney,Western Bulldogs,2016-07-02,2016,R15,S.C.G.,16:35:00,0,1,77.6,15.080000000000002,16,59.4,18.2,53.6,383.8,205.4,67.0,178.4,11.2,8.2,47.4,107.4,45.0,50.4,41.2,53.2,17.4,18.6,169.6,208.8,11.0,10.0,53.0,1.8,7.2
2016R1505,Carlton,0.3657738006502551,0.6342261993497449,2.73393009073435,1.576724520408134,Collingwood,Collingwood,Collingwood,2016-07-02,2016,R15,M.C.G.,19:25:00,0,1,79.0,2.3600000000000003,8,99.8,-20.8,-40.2,382.4,207.4,96.6,175.0,11.8,7.2,33.6,66.4,36.6,49.2,34.0,53.8,19.6,18.4,123.6,252.0,7.8,11.8,44.8,6.0,8.6
2016R1506,Melbourne,0.2172477079447096,0.7827522920552903,4.603040508277785,1.2775433686361717,Adelaide,Adelaide,Adelaide,2016-07-03,2016,R15,M.C.G.,15:20:00,0,1,81.2,1.64,8,83.0,-1.8,-18.4,395.0,200.8,73.2,194.2,11.8,7.8,51.8,70.2,34.6,49.6,39.8,53.6,19.6,20.4,155.2,239.0,8.6,10.0,47.4,5.4,7.8
2016R1601,Port Adelaide,0.4424749838462634,0.5575250161537366,2.2600147726033866,1.7936414887690917,Hawthorn,Hawthorn,Hawthorn,2016-07-07,2016,R16,Adelaide Oval,19:20:00,0,1,101.2,1.6800000000000002,12,75.2,26.0,43.0,362.0,210.6,75.0,151.4,14.8,10.0,25.8,82.0,32.2,56.2,37.2,56.4,19.2,20.0,151.0,211.0,9.6,10.0,65.2,7.0,10.0
2016R1602,Geelong,0.4650272174193636,0.5349727825806363,2.1504117663250573,1.8692539743351715,Sydney,Sydney,Sydney,2016-07-08,2016,R16,Kardinia Park,19:50:00,0,1,95.6,4.7,12,80.4,15.2,32.2,387.4,211.8,97.0,175.6,14.0,10.0,39.6,61.2,33.4,55.4,38.8,47.2,18.4,18.8,144.0,241.8,13.6,13.4,41.8,8.8,11.8
2016R1603,Greater Western Sydney,0.5937443069912411,0.4062556930087588,1.6842266750605692,2.461503967104875,Collingwood,Greater Western Sydney,Collingwood,2016-07-09,2016,R16,Sydney Showground,13:40:00,0,1,104.4,3.7199999999999998,12,84.6,19.8,31.0,378.0,219.4,92.6,158.6,15.4,9.6,45.8,64.8,41.8,57.2,38.8,53.6,18.2,22.2,148.6,230.8,10.8,10.8,52.0,11.0,11.0
2016R1604,Gold Coast,0.7555306233213647,0.2444693766786353,1.3235730877511371,4.090491879130283,Gold Coast,Gold Coast,Brisbane Lions,2016-07-09,2016,R16,Carrara,16:35:00,1,1,72.2,14.84,4,95.8,-23.6,-47.0,353.8,209.6,87.4,144.2,10.2,9.6,28.0,74.6,40.8,49.6,36.2,52.8,11.4,17.8,137.2,215.4,9.8,13.2,56.2,6.4,7.0
2016R1605,Western Bulldogs,0.5058464601737582,0.4941535398262417,1.9768844476177614,2.023662524711708,Western Bulldogs,Western Bulldogs,Richmond,2016-07-09,2016,R16,Docklands,19:25:00,1,1,76.6,3.62,16,80.8,-4.2,-14.8,408.2,209.8,94.4,198.4,11.2,7.2,40.0,69.2,36.0,51.0,36.6,53.2,16.4,18.2,150.6,261.0,10.8,11.4,51.4,7.4,7.8
2016R1606,Melbourne,0.4449597330925771,0.5550402669074229,2.247394372182309,1.8016710851841555,Melbourne,Fremantle,Fremantle,2016-07-09,2016,R16,Marrara Oval,19:10:00,1,1,74.6,1.64,4,93.4,-18.8,-41.4,393.0,201.4,72.6,191.6,11.0,6.2,52.6,71.8,35.4,49.0,39.6,54.2,19.4,18.8,159.4,233.4,8.8,9.0,49.4,3.8,7.0
2016R1607,Carlton,0.1748496052348602,0.8251503947651397,5.71920078776722,1.2119002867163715,Adelaide,Adelaide,Adelaide,2016-07-10,2016,R16,M.C.G.,13:10:00,0,1,78.8,2.5200000000000005,8,88.6,-9.8,-16.4,375.8,206.6,98.2,169.2,11.8,6.8,36.4,68.6,36.8,48.8,34.6,51.4,20.2,17.2,125.8,243.4,8.6,13.0,44.6,6.0,9.2
2016R1608,West Coast,0.5496381442089968,0.4503618557910032,1.8193788232058283,2.2204367158129488,West Coast,West Coast,North Melbourne,2016-07-10,2016,R16,Subiaco,13:20:00,1,1,108.8,1.36,12,75.4,33.4,60.2,346.6,198.8,89.0,147.8,16.4,8.4,45.6,67.0,32.0,50.6,35.4,40.2,18.6,15.0,132.6,214.6,12.8,15.0,45.6,6.6,10.6
2016R1609,Essendon,0.2747904780460338,0.7252095219539662,3.639136287074972,1.3789118450977491,St Kilda,St Kilda,St Kilda,2016-07-10,2016,R16,Docklands,16:40:00,0,1,59.8,1.92,0,125.8,-66.0,-131.2,369.2,198.0,93.0,171.2,8.2,9.2,40.8,70.8,35.2,43.0,37.0,52.6,18.4,17.0,133.2,238.6,10.4,9.6,45.4,3.6,5.2
2016R1701,Sydney,0.516282638724504,0.483717361275496,1.9369235472851427,2.0673229452900714,Hawthorn,Sydney,Hawthorn,2016-07-14,2016,R17,S.C.G.,19:20:00,0,1,81.0,16.16,12,64.0,17.0,52.2,376.6,207.0,65.8,169.6,11.6,9.0,41.4,104.8,43.6,51.4,38.4,55.2,18.8,19.8,165.6,204.8,10.6,11.2,56.0,2.2,7.8
2016R1702,Fremantle,0.370260992853465,0.629739007146535,2.7007975976442147,1.5879594381983526,Geelong,Geelong,Geelong,2016-07-15,2016,R17,Subiaco,18:10:00,0,1,90.2,5.08,12,70.4,19.8,27.0,387.4,207.2,91.8,180.2,13.6,6.8,40.6,71.8,35.8,49.2,36.6,45.6,18.2,15.8,142.4,246.0,10.6,9.8,50.4,5.4,10.0
2016R1703,Richmond,0.7641473928274511,0.2358526071725488,1.3086480558415066,4.239936170255706,Richmond,Richmond,Essendon,2016-07-16,2016,R17,M.C.G.,13:40:00,1,1,83.2,1.48,8,95.0,-11.8,-27.4,371.0,215.0,98.6,156.0,12.0,7.6,50.2,62.6,35.8,49.8,34.2,48.8,16.2,18.4,141.0,230.2,15.0,14.8,44.4,5.8,9.2
2016R1704,North Melbourne,0.4285513681733635,0.5714486318266365,2.3334425561685905,1.7499385671875674,Port Adelaide,Port Adelaide,Port Adelaide,2016-07-16,2016,R17,Docklands,16:35:00,0,1,84.2,8.120000000000001,4,91.2,-7.0,-3.2,340.4,200.2,77.6,140.2,12.4,8.0,49.8,68.2,32.8,53.8,39.4,49.4,20.8,18.6,142.4,194.2,11.8,11.2,42.4,3.4,8.2
2016R1705,Western Bulldogs,0.5122926709792776,0.4877073290207224,1.9520091866402094,2.0504100317867286,Western Bulldogs,Western Bulldogs,Gold Coast,2016-07-16,2016,R17,Cazaly's Stadium,19:25:00,1,1,78.8,2.9799999999999995,16,85.2,-6.4,-20.2,397.0,204.0,89.0,193.0,11.4,8.2,38.8,72.8,33.6,50.8,38.0,49.2,17.6,18.2,146.6,252.4,8.8,10.0,48.2,6.8,7.0
2016R1706,Adelaide,0.6941840022678633,0.3058159977321367,1.440540255513022,3.269940118946612,Adelaide,Adelaide,Collingwood,2016-07-16,2016,R17,Adelaide Oval,19:10:00,1,1,113.0,1.1199999999999999,20,66.6,46.4,86.6,413.2,237.2,104.4,176.0,16.0,14.6,38.4,77.2,29.8,61.0,40.6,49.0,18.0,15.0,163.6,252.6,15.4,17.0,55.6,5.8,13.0
2016R1707,Carlton,0.3763346000979042,0.6236653999020958,2.657209833323452,1.603423887483548,West Coast,West Coast,West Coast,2016-07-17,2016,R17,M.C.G.,13:10:00,0,1,67.4,1.8800000000000001,4,93.0,-25.6,-46.4,368.2,204.4,96.4,163.8,10.0,6.2,37.6,65.8,37.4,47.0,33.2,55.8,19.4,19.0,127.0,235.2,6.8,12.2,45.8,5.0,7.8
2016R1708,St Kilda,0.4074242817853243,0.5925757182146756,2.4544437941156128,1.6875480537960967,St Kilda,Melbourne,Melbourne,2016-07-17,2016,R17,Docklands,15:20:00,1,1,85.0,0.9199999999999999,12,101.4,-16.4,-40.0,347.0,182.8,73.6,164.2,12.4,8.8,39.0,60.6,38.0,53.4,34.4,51.0,14.6,17.8,129.0,217.2,10.8,11.4,44.6,7.6,9.0
2016R1709,Brisbane Lions,0.1893839984077309,0.8106160015922691,5.280277153337252,1.2336297310141047,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,2016-07-17,2016,R17,Gabba,16:40:00,0,1,79.6,2.0,0,127.2,-47.6,-65.6,369.4,193.2,90.4,176.2,11.6,8.8,42.2,66.0,31.2,45.2,36.4,52.0,19.2,20.4,131.0,239.2,6.6,11.6,49.0,3.4,6.8
2016R1801,Collingwood,0.75446773966429,0.2455322603357099,1.3254377191064028,4.072784564573005,North Melbourne,Collingwood,North Melbourne,2016-07-22,2016,R18,Docklands,19:50:00,0,1,78.8,5.8,12,75.2,3.6,14.2,382.4,206.6,90.2,175.8,11.4,8.4,37.2,82.8,32.0,53.8,35.4,48.8,17.6,15.2,149.0,236.0,14.8,12.8,51.2,5.2,7.4
2016R1802,Sydney,0.7955188975833114,0.2044811024166886,1.2570411627402907,4.8904274682665525,Sydney,Sydney,Carlton,2016-07-23,2016,R18,S.C.G.,13:45:00,1,1,79.2,1.56,8,70.8,8.4,32.2,372.8,205.0,73.6,167.8,11.4,9.4,36.0,88.6,41.2,50.6,37.2,53.2,16.8,20.0,159.2,207.8,12.6,11.2,48.6,3.4,7.4
2016R1803,Gold Coast,0.5408901579258791,0.4591098420741208,1.8488042079276195,2.178127995431985,Gold Coast,Gold Coast,Fremantle,2016-07-23,2016,R18,Carrara,14:10:00,1,1,92.6,0.2,8,97.6,-5.0,-12.0,351.6,203.0,97.2,148.6,13.6,9.4,32.0,59.8,41.0,49.2,32.2,51.6,14.4,18.6,126.2,223.8,11.0,14.6,49.2,8.6,10.0
2016R1804,West Coast,0.4295097287792151,0.5704902712207849,2.3282359699797146,1.7528782705796415,West Coast,Melbourne,Melbourne,2016-07-23,2016,R18,Subiaco,14:35:00,1,1,104.6,6.36,16,77.2,27.4,45.0,345.0,199.8,88.8,145.2,15.8,8.2,39.6,70.4,32.6,48.0,37.6,45.4,19.8,19.2,134.0,213.0,13.4,13.6,45.4,5.8,10.0
2016R1805,Geelong,0.2816072822770422,0.7183927177229578,3.5510445323505904,1.3919962930159346,Geelong,Adelaide,Adelaide,2016-07-23,2016,R18,Kardinia Park,19:25:00,1,1,86.6,4.42,12,73.8,12.8,27.4,378.2,209.4,103.2,168.8,12.8,7.8,35.4,67.0,29.6,51.0,35.8,46.2,19.4,19.8,142.0,237.8,14.2,13.4,39.0,7.4,9.6
2016R1806,Western Bulldogs,0.4310842396069486,0.5689157603930514,2.3197322196510224,1.7577294735324647,St Kilda,St Kilda,St Kilda,2016-07-23,2016,R18,Docklands,19:25:00,0,1,83.6,2.1399999999999997,16,82.0,1.6,-6.2,401.2,208.4,90.8,192.8,12.0,9.8,37.8,71.6,32.0,51.6,38.2,47.0,18.8,17.8,142.4,260.6,7.6,10.2,44.2,7.2,7.4
2016R1807,Essendon,0.5312104986129161,0.4687895013870838,1.882492914976597,2.1331535732799844,Brisbane Lions,Essendon,Brisbane Lions,2016-07-24,2016,R18,Docklands,13:10:00,0,1,73.2,0.12000000000000002,0,121.8,-48.6,-93.0,359.4,203.0,93.0,156.4,10.0,10.8,41.4,72.2,34.4,47.4,35.8,47.6,17.4,16.2,141.6,220.2,13.0,10.4,50.2,3.0,5.6
2016R1808,Hawthorn,0.4660244131503159,0.533975586849684,2.145810330493245,1.8727447932586914,Hawthorn,Richmond,Richmond,2016-07-24,2016,R18,M.C.G.,15:20:00,1,1,101.2,1.32,20,67.2,34.0,68.0,367.0,224.8,105.8,142.2,15.0,8.8,43.0,63.8,34.6,55.0,37.4,49.6,19.6,18.8,129.0,233.2,10.4,10.6,63.4,6.0,8.2
2016R1809,Port Adelaide,0.2501511797591912,0.7498488202408087,3.997582585709382,1.3336021515361685,Greater Western Sydney,Greater Western Sydney,Greater Western Sydney,2016-07-24,2016,R18,Adelaide Oval,16:10:00,0,1,88.8,0.96,8,84.0,4.8,9.6,352.0,199.6,70.6,152.4,13.0,8.2,29.2,81.0,30.4,52.0,39.4,58.2,21.2,21.4,149.2,202.2,9.8,8.8,63.2,7.8,7.4
2016R1901,Geelong,0.5677266670652339,0.4322733329347661,1.7614110064079416,2.3133511225660293,Geelong,Geelong,Western Bulldogs,2016-07-29,2016,R19,Kardinia Park,19:50:00,1,1,82.6,5.74,12,70.0,12.6,30.0,385.0,212.6,100.8,172.4,12.2,7.2,36.2,74.6,30.2,50.6,34.2,48.6,18.8,19.6,146.8,237.0,13.0,13.4,46.8,5.0,8.8
2016R1902,Greater Western Sydney,0.7461367346717578,0.2538632653282422,1.340236921105248,3.939128407203822,Greater Western Sydney,Greater Western Sydney,Richmond,2016-07-30,2016,R19,Manuka Oval,13:45:00,1,1,112.4,5.2,16,81.4,31.0,48.2,387.8,219.0,77.0,168.8,16.4,11.4,48.2,72.4,40.2,62.0,42.2,60.8,17.0,20.8,165.6,220.2,10.8,12.4,50.0,9.6,11.6
2016R1903,Hawthorn,0.7274778015066679,0.2725221984933321,1.3746123908233567,3.669425850549446,Hawthorn,Hawthorn,Carlton,2016-07-30,2016,R19,York Park,14:10:00,1,1,93.8,1.48,20,67.4,26.4,49.6,369.0,223.0,104.2,146.0,13.6,9.8,44.6,63.6,34.8,53.0,36.8,50.2,18.8,18.2,126.2,235.6,11.0,10.8,63.6,5.4,7.4
2016R1904,Collingwood,0.5846044229466937,0.4153955770533063,1.7105583891403153,2.4073438795225144,Collingwood,Collingwood,West Coast,2016-07-30,2016,R19,M.C.G.,16:35:00,1,1,84.0,7.4,12,79.2,4.8,20.4,382.0,204.8,87.2,177.2,12.2,8.2,36.2,82.0,33.4,54.0,35.6,50.2,18.0,17.6,149.6,236.2,14.6,11.6,53.0,4.8,7.6
2016R1905,North Melbourne,0.3798157826890137,0.6201842173109863,2.6328553092770814,1.612424134776971,North Melbourne,St Kilda,St Kilda,2016-07-30,2016,R19,Docklands,19:25:00,1,1,84.8,9.24,4,97.2,-12.4,-18.4,354.8,197.8,75.6,157.0,12.0,10.6,49.2,64.0,31.0,52.6,39.6,51.6,23.6,20.8,149.0,203.8,10.4,11.8,42.6,6.4,7.6
