team,year,round,gameid,gameid-b,gameid-c,gameid_seq
Adelaide,2021,R23,2021R2309,R2309,R2309,20212309
Adelaide,2021,R22,2021R2207,R2207,R2207,20212207
Adelaide,2021,R21,2021R2104,R2104,R2104,20212104
Adelaide,2021,R20,2021R2002,R2002,R2002,20212002
Adelaide,2021,R19,2021R1906,R1906,R1906,20211906
Adelaide,2021,R18,2021R1808,R1808,R1808,20211808
Adelaide,2021,R17,2021R1702,R1702,R1702,20211702
Adelaide,2021,R16,2021R1604,R1604,R1604,20211604
Adelaide,2021,R15,2021R1509,R1509,R1509,20211509
Adelaide,2021,R13,2021R1304,R1304,R1304,20211304
Adelaide,2021,R12,2021R1203,R1203,R1203,20211203
Adelaide,2021,R11,2021R1107,R1107,R1107,20211107
Adelaide,2021,R10,2021R1004,R1004,R1004,20211004
Adelaide,2021,R9,2021R909,R909,R0909,20210909
Adelaide,2021,R8,2021R806,R806,R0806,20210806
Adelaide,2021,R7,2021R703,R703,R0703,20210703
Adelaide,2021,R6,2021R607,R607,R0607,20210607
Adelaide,2021,R5,2021R507,R507,R0507,20210507
Adelaide,2021,R4,2021R407,R407,R0407,20210407
Adelaide,2021,R3,2021R303,R303,R0303,20210303
Adelaide,2021,R2,2021R203,R203,R0203,20210203
Adelaide,2021,R1,2021R104,R104,R0104,20210104
Adelaide,2020,R18,2020R1804,R1804,R1804,20201804
Adelaide,2020,R17,2020R1706,R1706,R1706,20201706
Adelaide,2020,R16,2020R1606,R1606,R1606,20201606
Adelaide,2020,R15,2020R1501,R1501,R1501,20201501
Adelaide,2020,R13,2020R1306,R1306,R1306,20201306
Adelaide,2020,R12,2020R1206,R1206,R1206,20201206
Adelaide,2020,R11,2020R1107,R1107,R1107,20201107
Adelaide,2020,R10,2020R1004,R1004,R1004,20201004
Adelaide,2020,R9,2020R905,R905,R0905,20200905
Adelaide,2020,R8,2020R806,R806,R0806,20200806
Adelaide,2020,R7,2020R709,R709,R0709,20200709
Adelaide,2020,R6,2020R604,R604,R0604,20200604
Adelaide,2020,R5,2020R507,R507,R0507,20200507
Adelaide,2020,R4,2020R407,R407,R0407,20200407
Adelaide,2020,R3,2020R307,R307,R0307,20200307
Adelaide,2020,R2,2020R205,R205,R0205,20200205
Adelaide,2020,R1,2020R104,R104,R0104,20200104
Adelaide,2019,R23,2019R2307,R2307,R2307,20192307
Adelaide,2019,R22,2019R2204,R2204,R2204,20192204
Adelaide,2019,R21,2019R2109,R2109,R2109,20192109
Adelaide,2019,R20,2019R2006,R2006,R2006,20192006
Adelaide,2019,R19,2019R1903,R1903,R1903,20191903
Adelaide,2019,R18,2019R1801,R1801,R1801,20191801
Adelaide,2019,R17,2019R1705,R1705,R1705,20191705
Adelaide,2019,R16,2019R1604,R1604,R1604,20191604
Adelaide,2019,R15,2019R1502,R1502,R1502,20191502
Adelaide,2019,R13,2019R1301,R1301,R1301,20191301
Adelaide,2019,R12,2019R1204,R1204,R1204,20191204
Adelaide,2019,R11,2019R1106,R1106,R1106,20191106
Adelaide,2019,R10,2019R1004,R1004,R1004,20191004
Adelaide,2019,R9,2019R903,R903,R0903,20190903
Adelaide,2019,R8,2019R806,R806,R0806,20190806
Adelaide,2019,R7,2019R709,R709,R0709,20190709
Adelaide,2019,R6,2019R605,R605,R0605,20190605
Adelaide,2019,R5,2019R508,R508,R0508,20190508
Adelaide,2019,R4,2019R406,R406,R0406,20190406
Adelaide,2019,R3,2019R301,R301,R0301,20190301
Adelaide,2019,R2,2019R202,R202,R0202,20190202
Adelaide,2019,R1,2019R104,R104,R0104,20190104
Adelaide,2018,R23,2018R2305,R2305,R2305,20182305
Adelaide,2018,R22,2018R2209,R2209,R2209,20182209
Adelaide,2018,R21,2018R2105,R2105,R2105,20182105
Adelaide,2018,R20,2018R2004,R2004,R2004,20182004
Adelaide,2018,R19,2018R1906,R1906,R1906,20181906
Adelaide,2018,R18,2018R1805,R1805,R1805,20181805
Adelaide,2018,R17,2018R1701,R1701,R1701,20181701
Adelaide,2018,R16,2018R1602,R1602,R1602,20181602
Adelaide,2018,R15,2018R1504,R1504,R1504,20181504
Adelaide,2018,R13,2018R1305,R1305,R1305,20181305
Adelaide,2018,R12,2018R1206,R1206,R1206,20181206
Adelaide,2018,R11,2018R1109,R1109,R1109,20181109
Adelaide,2018,R10,2018R1007,R1007,R1007,20181007
Adelaide,2018,R9,2018R901,R901,R0901,20180901
Adelaide,2018,R8,2018R805,R805,R0805,20180805
Adelaide,2018,R7,2018R706,R706,R0706,20180706
Adelaide,2018,R6,2018R606,R606,R0606,20180606
Adelaide,2018,R5,2018R501,R501,R0501,20180501
Adelaide,2018,R4,2018R401,R401,R0401,20180401
Adelaide,2018,R3,2018R305,R305,R0305,20180305
Adelaide,2018,R2,2018R201,R201,R0201,20180201
Adelaide,2018,R1,2018R102,R102,R0102,20180102
Adelaide,2017,GF,2017GF01,GF01,R2801,20172801
Adelaide,2017,PF,2017PF01,PF01,R2701,20172701
Adelaide,2017,QF,2017QF01,QF01,R2401,20172401
Adelaide,2017,R23,2017R2309,R2309,R2309,20172309
Adelaide,2017,R22,2017R2201,R2201,R2201,20172201
Adelaide,2017,R21,2017R2105,R2105,R2105,20172105
Adelaide,2017,R20,2017R2009,R2009,R2009,20172009
Adelaide,2017,R19,2017R1908,R1908,R1908,20171908
Adelaide,2017,R18,2017R1801,R1801,R1801,20171801
Adelaide,2017,R17,2017R1706,R1706,R1706,20171706
Adelaide,2017,R16,2017R1601,R1601,R1601,20171601
Adelaide,2017,R15,2017R1503,R1503,R1503,20171503
Adelaide,2017,R14,2017R1401,R1401,R1401,20171401
Adelaide,2017,R12,2017R1202,R1202,R1202,20171202
Adelaide,2017,R11,2017R1102,R1102,R1102,20171102
Adelaide,2017,R10,2017R1006,R1006,R1006,20171006
Adelaide,2017,R9,2017R904,R904,R0904,20170904
Adelaide,2017,R8,2017R806,R806,R0806,20170806
Adelaide,2017,R7,2017R702,R702,R0702,20170702
Adelaide,2017,R6,2017R609,R609,R0609,20170609
Adelaide,2017,R5,2017R503,R503,R0503,20170503
Adelaide,2017,R4,2017R406,R406,R0406,20170406
Adelaide,2017,R3,2017R306,R306,R0306,20170306
Adelaide,2017,R2,2017R203,R203,R0203,20170203
Adelaide,2017,R1,2017R108,R108,R0108,20170108
Adelaide,2016,EF,2016EF02,EF02,R2602,20162602
Adelaide,2016,SF,2016SF02,SF02,R2502,20162502
Adelaide,2016,R23,2016R2301,R2301,R2301,20162301
Adelaide,2016,R22,2016R2206,R2206,R2206,20162206
Adelaide,2016,R21,2016R2109,R2109,R2109,20162109
Adelaide,2016,R20,2016R2006,R2006,R2006,20162006
Adelaide,2016,R19,2016R1909,R1909,R1909,20161909
Adelaide,2016,R18,2016R1805,R1805,R1805,20161805
Adelaide,2016,R17,2016R1706,R1706,R1706,20161706
Adelaide,2016,R16,2016R1607,R1607,R1607,20161607
Adelaide,2016,R15,2016R1506,R1506,R1506,20161506
Adelaide,2016,R14,2016R1401,R1401,R1401,20161401
Adelaide,2016,R12,2016R1205,R1205,R1205,20161205
Adelaide,2016,R11,2016R1109,R1109,R1109,20161109
Adelaide,2016,R10,2016R1006,R1006,R1006,20161006
Adelaide,2016,R9,2016R903,R903,R0903,20160903
Adelaide,2016,R8,2016R801,R801,R0801,20160801
Adelaide,2016,R7,2016R706,R706,R0706,20160706
Adelaide,2016,R6,2016R603,R603,R0603,20160603
Adelaide,2016,R5,2016R501,R501,R0501,20160501
Adelaide,2016,R4,2016R406,R406,R0406,20160406
Adelaide,2016,R3,2016R303,R303,R0303,20160303
Adelaide,2016,R2,2016R202,R202,R0202,20160202
Adelaide,2016,R1,2016R104,R104,R0104,20160104
Adelaide,2015,EF,2015EF01,EF01,R2601,20152601
Adelaide,2015,SF,2015SF01,SF01,R2501,20152501
Adelaide,2015,R23,2015R2302,R2302,R2302,20152302
Adelaide,2015,R22,2015R2207,R2207,R2207,20152207
Adelaide,2015,R21,2015R2106,R2106,R2106,20152106
Adelaide,2015,R20,2015R2002,R2002,R2002,20152002
Adelaide,2015,R19,2015R1901,R1901,R1901,20151901
Adelaide,2015,R18,2015R1804,R1804,R1804,20151804
Adelaide,2015,R17,2015R1703,R1703,R1703,20151703
Adelaide,2015,R16,2015R1608,R1608,R1608,20151608
Adelaide,2015,R15,2015R1506,R1506,R1506,20151506
Adelaide,2015,R13,2015R1304,R1304,R1304,20151304
Adelaide,2015,R12,2015R1201,R1201,R1201,20151201
Adelaide,2015,R10,2015R1002,R1002,R1002,20151002
Adelaide,2015,R9,2015R906,R906,R0906,20150906
Adelaide,2015,R8,2015R803,R803,R0803,20150803
Adelaide,2015,R7,2015R702,R702,R0702,20150702
Adelaide,2015,R6,2015R605,R605,R0605,20150605
Adelaide,2015,R5,2015R509,R509,R0509,20150509
Adelaide,2015,R4,2015R409,R409,R0409,20150409
Adelaide,2015,R3,2015R303,R303,R0303,20150303
Adelaide,2015,R2,2015R204,R204,R0204,20150204
Adelaide,2015,R1,2015R107,R107,R0107,20150107
Adelaide,2014,R23,2014R2308,R2308,R2308,20142308
Adelaide,2014,R22,2014R2202,R2202,R2202,20142202
Adelaide,2014,R21,2014R2105,R2105,R2105,20142105
Adelaide,2014,R20,2014R2007,R2007,R2007,20142007
Adelaide,2014,R19,2014R1903,R1903,R1903,20141903
Adelaide,2014,R18,2014R1809,R1809,R1809,20141809
Adelaide,2014,R17,2014R1701,R1701,R1701,20141701
Adelaide,2014,R16,2014R1603,R1603,R1603,20141603
Adelaide,2014,R15,2014R1508,R1508,R1508,20141508
Adelaide,2014,R14,2014R1406,R1406,R1406,20141406
Adelaide,2014,R13,2014R1305,R1305,R1305,20141305
Adelaide,2014,R12,2014R1207,R1207,R1207,20141207
Adelaide,2014,R11,2014R1106,R1106,R1106,20141106
Adelaide,2014,R10,2014R1006,R1006,R1006,20141006
Adelaide,2014,R9,2014R901,R901,R0901,20140901
Adelaide,2014,R7,2014R704,R704,R0704,20140704
Adelaide,2014,R6,2014R607,R607,R0607,20140607
Adelaide,2014,R5,2014R506,R506,R0506,20140506
Adelaide,2014,R4,2014R408,R408,R0408,20140408
Adelaide,2014,R3,2014R303,R303,R0303,20140303
Adelaide,2014,R2,2014R204,R204,R0204,20140204
Adelaide,2014,R1,2014R105,R105,R0105,20140105
Adelaide,2013,R23,2013R2306,R2306,R2306,20132306
Adelaide,2013,R22,2013R2202,R2202,R2202,20132202
Adelaide,2013,R21,2013R2109,R2109,R2109,20132109
Adelaide,2013,R20,2013R2008,R2008,R2008,20132008
Adelaide,2013,R19,2013R1908,R1908,R1908,20131908
Adelaide,2013,R18,2013R1805,R1805,R1805,20131805
Adelaide,2013,R17,2013R1708,R1708,R1708,20131708
Adelaide,2013,R16,2013R1601,R1601,R1601,20131601
Adelaide,2013,R15,2013R1505,R1505,R1505,20131505
Adelaide,2013,R14,2013R1403,R1403,R1403,20131403
Adelaide,2013,R12,2013R1202,R1202,R1202,20131202
Adelaide,2013,R11,2013R1103,R1103,R1103,20131103
Adelaide,2013,R10,2013R1003,R1003,R1003,20131003
Adelaide,2013,R9,2013R908,R908,R0908,20130908
Adelaide,2013,R8,2013R809,R809,R0809,20130809
Adelaide,2013,R7,2013R707,R707,R0707,20130707
Adelaide,2013,R6,2013R604,R604,R0604,20130604
Adelaide,2013,R5,2013R505,R505,R0505,20130505
Adelaide,2013,R4,2013R408,R408,R0408,20130408
Adelaide,2013,R3,2013R309,R309,R0309,20130309
Adelaide,2013,R2,2013R204,R204,R0204,20130204
Adelaide,2013,R1,2013R101,R101,R0101,20130101
Adelaide,2012,PF,2012PF02,PF02,R2702,20122702
Adelaide,2012,SF,2012SF01,SF01,R2501,20122501
Adelaide,2012,QF,2012QF02,QF02,R2402,20122402
Adelaide,2012,R23,2012R2303,R2303,R2303,20122303
Adelaide,2012,R22,2012R2209,R2209,R2209,20122209
Adelaide,2012,R21,2012R2105,R2105,R2105,20122105
Adelaide,2012,R20,2012R2003,R2003,R2003,20122003
Adelaide,2012,R19,2012R1909,R1909,R1909,20121909
Adelaide,2012,R18,2012R1802,R1802,R1802,20121802
Adelaide,2012,R17,2012R1703,R1703,R1703,20121703
Adelaide,2012,R16,2012R1607,R1607,R1607,20121607
Adelaide,2012,R15,2012R1505,R1505,R1505,20121505
Adelaide,2012,R14,2012R1403,R1403,R1403,20121403
Adelaide,2012,R13,2012R1306,R1306,R1306,20121306
Adelaide,2012,R12,2012R1202,R1202,R1202,20121202
Adelaide,2012,R10,2012R1004,R1004,R1004,20121004
Adelaide,2012,R9,2012R905,R905,R0905,20120905
Adelaide,2012,R8,2012R808,R808,R0808,20120808
Adelaide,2012,R7,2012R702,R702,R0702,20120702
Adelaide,2012,R6,2012R605,R605,R0605,20120605
Adelaide,2012,R5,2012R509,R509,R0509,20120509
Adelaide,2012,R4,2012R404,R404,R0404,20120404
Adelaide,2012,R3,2012R308,R308,R0308,20120308
Adelaide,2012,R2,2012R205,R205,R0205,20120205
Adelaide,2012,R1,2012R105,R105,R0105,20120105
Brisbane Lions,2021,SF,2021SF02,SF02,R2502,20212502
Brisbane Lions,2021,QF,2021QF02,QF02,R2402,20212402
Brisbane Lions,2021,R23,2021R2304,R2304,R2304,20212304
Brisbane Lions,2021,R22,2021R2205,R2205,R2205,20212205
Brisbane Lions,2021,R21,2021R2108,R2108,R2108,20212108
Brisbane Lions,2021,R20,2021R2006,R2006,R2006,20212006
Brisbane Lions,2021,R19,2021R1903,R1903,R1903,20211903
Brisbane Lions,2021,R18,2021R1802,R1802,R1802,20211802
Brisbane Lions,2021,R17,2021R1705,R1705,R1705,20211705
Brisbane Lions,2021,R16,2021R1604,R1604,R1604,20211604
Brisbane Lions,2021,R15,2021R1501,R1501,R1501,20211501
Brisbane Lions,2021,R14,2021R1403,R1403,R1403,20211403
Brisbane Lions,2021,R12,2021R1201,R1201,R1201,20211201
Brisbane Lions,2021,R11,2021R1103,R1103,R1103,20211103
Brisbane Lions,2021,R10,2021R1001,R1001,R1001,20211001
Brisbane Lions,2021,R9,2021R904,R904,R0904,20210904
Brisbane Lions,2021,R8,2021R809,R809,R0809,20210809
Brisbane Lions,2021,R7,2021R706,R706,R0706,20210706
Brisbane Lions,2021,R6,2021R604,R604,R0604,20210604
Brisbane Lions,2021,R5,2021R506,R506,R0506,20210506
Brisbane Lions,2021,R4,2021R403,R403,R0403,20210403
Brisbane Lions,2021,R3,2021R301,R301,R0301,20210301
Brisbane Lions,2021,R2,2021R202,R202,R0202,20210202
Brisbane Lions,2021,R1,2021R106,R106,R0106,20210106
Brisbane Lions,2020,PF,2020PF02,PF02,R2702,20202702
Brisbane Lions,2020,QF,2020QF02,QF02,R2402,20202402
Brisbane Lions,2020,R18,2020R1805,R1805,R1805,20201805
Brisbane Lions,2020,R17,2020R1708,R1708,R1708,20201708
Brisbane Lions,2020,R16,2020R1608,R1608,R1608,20201608
Brisbane Lions,2020,R15,2020R1506,R1506,R1506,20201506
Brisbane Lions,2020,R13,2020R1307,R1307,R1307,20201307
Brisbane Lions,2020,R12,2020R1203,R1203,R1203,20201203
Brisbane Lions,2020,R11,2020R1102,R1102,R1102,20201102
Brisbane Lions,2020,R10,2020R1002,R1002,R1002,20201002
Brisbane Lions,2020,R9,2020R904,R904,R0904,20200904
Brisbane Lions,2020,R8,2020R808,R808,R0808,20200808
Brisbane Lions,2020,R7,2020R703,R703,R0703,20200703
Brisbane Lions,2020,R6,2020R601,R601,R0601,20200601
Brisbane Lions,2020,R5,2020R506,R506,R0506,20200506
Brisbane Lions,2020,R4,2020R407,R407,R0407,20200407
Brisbane Lions,2020,R3,2020R306,R306,R0306,20200306
Brisbane Lions,2020,R2,2020R203,R203,R0203,20200203
Brisbane Lions,2020,R1,2020R108,R108,R0108,20200108
Brisbane Lions,2019,SF,2019SF02,SF02,R2502,20192502
Brisbane Lions,2019,QF,2019QF02,QF02,R2402,20192402
Brisbane Lions,2019,R23,2019R2308,R2308,R2308,20192308
Brisbane Lions,2019,R22,2019R2203,R2203,R2203,20192203
Brisbane Lions,2019,R21,2019R2104,R2104,R2104,20192104
Brisbane Lions,2019,R20,2019R2009,R2009,R2009,20192009
Brisbane Lions,2019,R19,2019R1902,R1902,R1902,20191902
Brisbane Lions,2019,R18,2019R1805,R1805,R1805,20191805
Brisbane Lions,2019,R17,2019R1709,R1709,R1709,20191709
Brisbane Lions,2019,R16,2019R1609,R1609,R1609,20191609
Brisbane Lions,2019,R15,2019R1508,R1508,R1508,20191508
Brisbane Lions,2019,R14,2019R1404,R1404,R1404,20191404
Brisbane Lions,2019,R12,2019R1202,R1202,R1202,20191202
Brisbane Lions,2019,R11,2019R1105,R1105,R1105,20191105
Brisbane Lions,2019,R10,2019R1009,R1009,R1009,20191009
Brisbane Lions,2019,R9,2019R903,R903,R0903,20190903
Brisbane Lions,2019,R8,2019R803,R803,R0803,20190803
Brisbane Lions,2019,R7,2019R704,R704,R0704,20190704
Brisbane Lions,2019,R6,2019R604,R604,R0604,20190604
Brisbane Lions,2019,R5,2019R501,R501,R0501,20190501
Brisbane Lions,2019,R4,2019R404,R404,R0404,20190404
Brisbane Lions,2019,R3,2019R305,R305,R0305,20190305
Brisbane Lions,2019,R2,2019R207,R207,R0207,20190207
Brisbane Lions,2019,R1,2019R106,R106,R0106,20190106
Brisbane Lions,2018,R23,2018R2307,R2307,R2307,20182307
Brisbane Lions,2018,R22,2018R2206,R2206,R2206,20182206
Brisbane Lions,2018,R21,2018R2106,R2106,R2106,20182106
Brisbane Lions,2018,R20,2018R2003,R2003,R2003,20182003
Brisbane Lions,2018,R19,2018R1903,R1903,R1903,20181903
Brisbane Lions,2018,R18,2018R1805,R1805,R1805,20181805
Brisbane Lions,2018,R17,2018R1703,R1703,R1703,20181703
Brisbane Lions,2018,R16,2018R1603,R1603,R1603,20181603
Brisbane Lions,2018,R15,2018R1509,R1509,R1509,20181509
Brisbane Lions,2018,R14,2018R1404,R1404,R1404,20181404
Brisbane Lions,2018,R12,2018R1205,R1205,R1205,20181205
Brisbane Lions,2018,R11,2018R1107,R1107,R1107,20181107
Brisbane Lions,2018,R10,2018R1003,R1003,R1003,20181003
Brisbane Lions,2018,R9,2018R908,R908,R0908,20180908
Brisbane Lions,2018,R8,2018R806,R806,R0806,20180806
Brisbane Lions,2018,R7,2018R709,R709,R0709,20180709
Brisbane Lions,2018,R6,2018R604,R604,R0604,20180604
Brisbane Lions,2018,R5,2018R507,R507,R0507,20180507
Brisbane Lions,2018,R4,2018R403,R403,R0403,20180403
Brisbane Lions,2018,R3,2018R302,R302,R0302,20180302
Brisbane Lions,2018,R2,2018R205,R205,R0205,20180205
Brisbane Lions,2018,R1,2018R103,R103,R0103,20180103
Brisbane Lions,2017,R23,2017R2303,R2303,R2303,20172303
Brisbane Lions,2017,R22,2017R2207,R2207,R2207,20172207
Brisbane Lions,2017,R21,2017R2104,R2104,R2104,20172104
Brisbane Lions,2017,R20,2017R2004,R2004,R2004,20172004
Brisbane Lions,2017,R19,2017R1909,R1909,R1909,20171909
Brisbane Lions,2017,R18,2017R1809,R1809,R1809,20171809
Brisbane Lions,2017,R17,2017R1707,R1707,R1707,20171707
Brisbane Lions,2017,R16,2017R1605,R1605,R1605,20171605
Brisbane Lions,2017,R15,2017R1507,R1507,R1507,20171507
Brisbane Lions,2017,R14,2017R1404,R1404,R1404,20171404
Brisbane Lions,2017,R13,2017R1304,R1304,R1304,20171304
Brisbane Lions,2017,R12,2017R1204,R1204,R1204,20171204
Brisbane Lions,2017,R10,2017R1007,R1007,R1007,20171007
Brisbane Lions,2017,R9,2017R904,R904,R0904,20170904
Brisbane Lions,2017,R8,2017R802,R802,R0802,20170802
Brisbane Lions,2017,R7,2017R707,R707,R0707,20170707
Brisbane Lions,2017,R6,2017R604,R604,R0604,20170604
Brisbane Lions,2017,R5,2017R502,R502,R0502,20170502
Brisbane Lions,2017,R4,2017R408,R408,R0408,20170408
Brisbane Lions,2017,R3,2017R307,R307,R0307,20170307
Brisbane Lions,2017,R2,2017R205,R205,R0205,20170205
Brisbane Lions,2017,R1,2017R106,R106,R0106,20170106
Brisbane Lions,2016,R23,2016R2307,R2307,R2307,20162307
Brisbane Lions,2016,R22,2016R2208,R2208,R2208,20162208
Brisbane Lions,2016,R21,2016R2102,R2102,R2102,20162102
Brisbane Lions,2016,R20,2016R2006,R2006,R2006,20162006
Brisbane Lions,2016,R19,2016R1906,R1906,R1906,20161906
Brisbane Lions,2016,R18,2016R1807,R1807,R1807,20161807
Brisbane Lions,2016,R17,2016R1709,R1709,R1709,20161709
Brisbane Lions,2016,R16,2016R1604,R1604,R1604,20161604
Brisbane Lions,2016,R14,2016R1403,R1403,R1403,20161403
Brisbane Lions,2016,R13,2016R1302,R1302,R1302,20161302
Brisbane Lions,2016,R12,2016R1203,R1203,R1203,20161203
Brisbane Lions,2016,R11,2016R1103,R1103,R1103,20161103
Brisbane Lions,2016,R10,2016R1002,R1002,R1002,20161002
Brisbane Lions,2016,R9,2016R907,R907,R0907,20160907
Brisbane Lions,2016,R8,2016R805,R805,R0805,20160805
Brisbane Lions,2016,R7,2016R709,R709,R0709,20160709
Brisbane Lions,2016,R6,2016R607,R607,R0607,20160607
Brisbane Lions,2016,R5,2016R504,R504,R0504,20160504
Brisbane Lions,2016,R4,2016R404,R404,R0404,20160404
Brisbane Lions,2016,R3,2016R309,R309,R0309,20160309
Brisbane Lions,2016,R2,2016R204,R204,R0204,20160204
Brisbane Lions,2016,R1,2016R108,R108,R0108,20160108
Brisbane Lions,2015,R23,2015R2303,R2303,R2303,20152303
Brisbane Lions,2015,R22,2015R2203,R2203,R2203,20152203
Brisbane Lions,2015,R21,2015R2106,R2106,R2106,20152106
Brisbane Lions,2015,R20,2015R2005,R2005,R2005,20152005
Brisbane Lions,2015,R19,2015R1904,R1904,R1904,20151904
Brisbane Lions,2015,R18,2015R1802,R1802,R1802,20151802
Brisbane Lions,2015,R17,2015R1706,R1706,R1706,20151706
Brisbane Lions,2015,R16,2015R1607,R1607,R1607,20151607
Brisbane Lions,2015,R15,2015R1509,R1509,R1509,20151509
Brisbane Lions,2015,R14,2015R1408,R1408,R1408,20151408
Brisbane Lions,2015,R13,2015R1304,R1304,R1304,20151304
Brisbane Lions,2015,R12,2015R1205,R1205,R1205,20151205
Brisbane Lions,2015,R10,2015R1006,R1006,R1006,20151006
Brisbane Lions,2015,R9,2015R907,R907,R0907,20150907
Brisbane Lions,2015,R8,2015R807,R807,R0807,20150807
Brisbane Lions,2015,R7,2015R709,R709,R0709,20150709
Brisbane Lions,2015,R6,2015R608,R608,R0608,20150608
Brisbane Lions,2015,R5,2015R504,R504,R0504,20150504
Brisbane Lions,2015,R4,2015R407,R407,R0407,20150407
Brisbane Lions,2015,R3,2015R306,R306,R0306,20150306
Brisbane Lions,2015,R2,2015R209,R209,R0209,20150209
Brisbane Lions,2015,R1,2015R104,R104,R0104,20150104
Brisbane Lions,2014,R23,2014R2305,R2305,R2305,20142305
Brisbane Lions,2014,R22,2014R2207,R2207,R2207,20142207
Brisbane Lions,2014,R21,2014R2106,R2106,R2106,20142106
Brisbane Lions,2014,R20,2014R2007,R2007,R2007,20142007
Brisbane Lions,2014,R19,2014R1907,R1907,R1907,20141907
Brisbane Lions,2014,R18,2014R1807,R1807,R1807,20141807
Brisbane Lions,2014,R17,2014R1706,R1706,R1706,20141706
Brisbane Lions,2014,R16,2014R1602,R1602,R1602,20141602
Brisbane Lions,2014,R15,2014R1505,R1505,R1505,20141505
Brisbane Lions,2014,R14,2014R1405,R1405,R1405,20141405
Brisbane Lions,2014,R13,2014R1306,R1306,R1306,20141306
Brisbane Lions,2014,R12,2014R1205,R1205,R1205,20141205
Brisbane Lions,2014,R11,2014R1104,R1104,R1104,20141104
Brisbane Lions,2014,R9,2014R904,R904,R0904,20140904
Brisbane Lions,2014,R8,2014R803,R803,R0803,20140803
Brisbane Lions,2014,R7,2014R706,R706,R0706,20140706
Brisbane Lions,2014,R6,2014R602,R602,R0602,20140602
Brisbane Lions,2014,R5,2014R501,R501,R0501,20140501
Brisbane Lions,2014,R4,2014R403,R403,R0403,20140403
Brisbane Lions,2014,R3,2014R304,R304,R0304,20140304
Brisbane Lions,2014,R2,2014R207,R207,R0207,20140207
Brisbane Lions,2014,R1,2014R107,R107,R0107,20140107
Brisbane Lions,2013,R23,2013R2303,R2303,R2303,20132303
Brisbane Lions,2013,R22,2013R2209,R2209,R2209,20132209
Brisbane Lions,2013,R21,2013R2106,R2106,R2106,20132106
Brisbane Lions,2013,R20,2013R2002,R2002,R2002,20132002
Brisbane Lions,2013,R19,2013R1906,R1906,R1906,20131906
Brisbane Lions,2013,R18,2013R1807,R1807,R1807,20131807
Brisbane Lions,2013,R17,2013R1705,R1705,R1705,20131705
Brisbane Lions,2013,R16,2013R1606,R1606,R1606,20131606
Brisbane Lions,2013,R15,2013R1504,R1504,R1504,20131504
Brisbane Lions,2013,R14,2013R1407,R1407,R1407,20131407
Brisbane Lions,2013,R13,2013R1306,R1306,R1306,20131306
Brisbane Lions,2013,R12,2013R1203,R1203,R1203,20131203
Brisbane Lions,2013,R10,2013R1001,R1001,R1001,20131001
Brisbane Lions,2013,R9,2013R905,R905,R0905,20130905
Brisbane Lions,2013,R8,2013R802,R802,R0802,20130802
Brisbane Lions,2013,R7,2013R703,R703,R0703,20130703
Brisbane Lions,2013,R6,2013R607,R607,R0607,20130607
Brisbane Lions,2013,R5,2013R508,R508,R0508,20130508
Brisbane Lions,2013,R4,2013R409,R409,R0409,20130409
Brisbane Lions,2013,R3,2013R306,R306,R0306,20130306
Brisbane Lions,2013,R2,2013R204,R204,R0204,20130204
Brisbane Lions,2013,R1,2013R104,R104,R0104,20130104
Brisbane Lions,2012,R23,2012R2309,R2309,R2309,20122309
Brisbane Lions,2012,R22,2012R2203,R2203,R2203,20122203
Brisbane Lions,2012,R21,2012R2105,R2105,R2105,20122105
Brisbane Lions,2012,R20,2012R2005,R2005,R2005,20122005
Brisbane Lions,2012,R19,2012R1906,R1906,R1906,20121906
Brisbane Lions,2012,R18,2012R1809,R1809,R1809,20121809
Brisbane Lions,2012,R17,2012R1704,R1704,R1704,20121704
Brisbane Lions,2012,R16,2012R1606,R1606,R1606,20121606
Brisbane Lions,2012,R15,2012R1504,R1504,R1504,20121504
Brisbane Lions,2012,R14,2012R1408,R1408,R1408,20121408
Brisbane Lions,2012,R13,2012R1302,R1302,R1302,20121302
Brisbane Lions,2012,R12,2012R1205,R1205,R1205,20121205
Brisbane Lions,2012,R10,2012R1007,R1007,R1007,20121007
Brisbane Lions,2012,R9,2012R907,R907,R0907,20120907
Brisbane Lions,2012,R8,2012R807,R807,R0807,20120807
Brisbane Lions,2012,R7,2012R705,R705,R0705,20120705
Brisbane Lions,2012,R6,2012R602,R602,R0602,20120602
Brisbane Lions,2012,R5,2012R506,R506,R0506,20120506
Brisbane Lions,2012,R4,2012R406,R406,R0406,20120406
Brisbane Lions,2012,R3,2012R304,R304,R0304,20120304
Brisbane Lions,2012,R2,2012R201,R201,R0201,20120201
Brisbane Lions,2012,R1,2012R104,R104,R0104,20120104
Carlton,2021,R23,2021R2306,R2306,R2306,20212306
Carlton,2021,R22,2021R2203,R2203,R2203,20212203
Carlton,2021,R21,2021R2102,R2102,R2102,20212102
Carlton,2021,R20,2021R2001,R2001,R2001,20212001
Carlton,2021,R19,2021R1902,R1902,R1902,20211902
Carlton,2021,R18,2021R1807,R1807,R1807,20211807
Carlton,2021,R17,2021R1704,R1704,R1704,20211704
Carlton,2021,R16,2021R1605,R1605,R1605,20211605
Carlton,2021,R15,2021R1509,R1509,R1509,20211509
Carlton,2021,R14,2021R1404,R1404,R1404,20211404
