team,year,round,gameid,gameid-b,gameid-c,gameid_seq
Greater Western Sydney,2013,R18,2013R1804,R1804,R1804,20131804
Greater Western Sydney,2013,R17,2013R1703,R1703,R1703,20131703
Greater Western Sydney,2013,R16,2013R1607,R1607,R1607,20131607
Greater Western Sydney,2013,R15,2013R1502,R1502,R1502,20131502
Greater Western Sydney,2013,R14,2013R1408,R1408,R1408,20131408
Greater Western Sydney,2013,R12,2013R1205,R1205,R1205,20131205
Greater Western Sydney,2013,R11,2013R1102,R1102,R1102,20131102
Greater Western Sydney,2013,R10,2013R1002,R1002,R1002,20131002
Greater Western Sydney,2013,R9,2013R903,R903,R0903,20130903
Greater Western Sydney,2013,R8,2013R803,R803,R0803,20130803
Greater Western Sydney,2013,R7,2013R707,R707,R0707,20130707
Greater Western Sydney,2013,R6,2013R602,R602,R0602,20130602
Greater Western Sydney,2013,R5,2013R504,R504,R0504,20130504
Greater Western Sydney,2013,R4,2013R407,R407,R0407,20130407
Greater Western Sydney,2013,R3,2013R304,R304,R0304,20130304
Greater Western Sydney,2013,R2,2013R205,R205,R0205,20130205
Greater Western Sydney,2013,R1,2013R105,R105,R0105,20130105
Greater Western Sydney,2012,R23,2012R2304,R2304,R2304,20122304
Greater Western Sydney,2012,R22,2012R2202,R2202,R2202,20122202
Greater Western Sydney,2012,R21,2012R2103,R2103,R2103,20122103
Greater Western Sydney,2012,R20,2012R2004,R2004,R2004,20122004
Greater Western Sydney,2012,R19,2012R1903,R1903,R1903,20121903
Greater Western Sydney,2012,R18,2012R1804,R1804,R1804,20121804
Greater Western Sydney,2012,R17,2012R1709,R1709,R1709,20121709
Greater Western Sydney,2012,R16,2012R1607,R1607,R1607,20121607
Greater Western Sydney,2012,R15,2012R1507,R1507,R1507,20121507
Greater Western Sydney,2012,R14,2012R1406,R1406,R1406,20121406
Greater Western Sydney,2012,R13,2012R1305,R1305,R1305,20121305
Greater Western Sydney,2012,R12,2012R1203,R1203,R1203,20121203
Greater Western Sydney,2012,R10,2012R1002,R1002,R1002,20121002
Greater Western Sydney,2012,R9,2012R906,R906,R0906,20120906
Greater Western Sydney,2012,R8,2012R807,R807,R0807,20120807
Greater Western Sydney,2012,R7,2012R703,R703,R0703,20120703
Greater Western Sydney,2012,R6,2012R607,R607,R0607,20120607
Greater Western Sydney,2012,R5,2012R503,R503,R0503,20120503
Greater Western Sydney,2012,R4,2012R404,R404,R0404,20120404
Greater Western Sydney,2012,R3,2012R307,R307,R0307,20120307
Greater Western Sydney,2012,R2,2012R207,R207,R0207,20120207
Greater Western Sydney,2012,R1,2012R101,R101,R0101,20120101
Hawthorn,2021,R23,2021R2302,R2302,R2302,20212302
Hawthorn,2021,R22,2021R2202,R2202,R2202,20212202
Hawthorn,2021,R21,2021R2106,R2106,R2106,20212106
Hawthorn,2021,R20,2021R2006,R2006,R2006,20212006
Hawthorn,2021,R19,2021R1906,R1906,R1906,20211906
Hawthorn,2021,R18,2021R1805,R1805,R1805,20211805
Hawthorn,2021,R17,2021R1703,R1703,R1703,20211703
Hawthorn,2021,R16,2021R1606,R1606,R1606,20211606
Hawthorn,2021,R15,2021R1507,R1507,R1507,20211507
Hawthorn,2021,R14,2021R1405,R1405,R1405,20211405
Hawthorn,2021,R13,2021R1302,R1302,R1302,20211302
Hawthorn,2021,R11,2021R1106,R1106,R1106,20211106
Hawthorn,2021,R10,2021R1002,R1002,R1002,20211002
Hawthorn,2021,R9,2021R903,R903,R0903,20210903
Hawthorn,2021,R8,2021R807,R807,R0807,20210807
Hawthorn,2021,R7,2021R704,R704,R0704,20210704
Hawthorn,2021,R6,2021R607,R607,R0607,20210607
Hawthorn,2021,R5,2021R508,R508,R0508,20210508
Hawthorn,2021,R4,2021R409,R409,R0409,20210409
Hawthorn,2021,R3,2021R309,R309,R0309,20210309
Hawthorn,2021,R2,2021R207,R207,R0207,20210207
Hawthorn,2021,R1,2021R105,R105,R0105,20210105
Hawthorn,2020,R18,2020R1806,R1806,R1806,20201806
Hawthorn,2020,R17,2020R1707,R1707,R1707,20201707
Hawthorn,2020,R16,2020R1602,R1602,R1602,20201602
Hawthorn,2020,R15,2020R1501,R1501,R1501,20201501
Hawthorn,2020,R14,2020R1401,R1401,R1401,20201401
Hawthorn,2020,R13,2020R1303,R1303,R1303,20201303
Hawthorn,2020,R12,2020R1208,R1208,R1208,20201208
Hawthorn,2020,R11,2020R1106,R1106,R1106,20201106
Hawthorn,2020,R9,2020R903,R903,R0903,20200903
Hawthorn,2020,R8,2020R804,R804,R0804,20200804
Hawthorn,2020,R7,2020R707,R707,R0707,20200707
Hawthorn,2020,R6,2020R602,R602,R0602,20200602
Hawthorn,2020,R5,2020R509,R509,R0509,20200509
Hawthorn,2020,R4,2020R409,R409,R0409,20200409
Hawthorn,2020,R3,2020R301,R301,R0301,20200301
Hawthorn,2020,R2,2020R202,R202,R0202,20200202
Hawthorn,2020,R1,2020R108,R108,R0108,20200108
Hawthorn,2019,R23,2019R2306,R2306,R2306,20192306
Hawthorn,2019,R22,2019R2209,R2209,R2209,20192209
Hawthorn,2019,R21,2019R2101,R2101,R2101,20192101
Hawthorn,2019,R20,2019R2001,R2001,R2001,20192001
Hawthorn,2019,R19,2019R1902,R1902,R1902,20191902
Hawthorn,2019,R18,2019R1807,R1807,R1807,20191807
Hawthorn,2019,R17,2019R1703,R1703,R1703,20191703
Hawthorn,2019,R16,2019R1601,R1601,R1601,20191601
Hawthorn,2019,R15,2019R1503,R1503,R1503,20191503
Hawthorn,2019,R14,2019R1402,R1402,R1402,20191402
Hawthorn,2019,R13,2019R1302,R1302,R1302,20191302
Hawthorn,2019,R11,2019R1105,R1105,R1105,20191105
Hawthorn,2019,R10,2019R1002,R1002,R1002,20191002
Hawthorn,2019,R9,2019R908,R908,R0908,20190908
Hawthorn,2019,R8,2019R808,R808,R0808,20190808
Hawthorn,2019,R7,2019R702,R702,R0702,20190702
Hawthorn,2019,R6,2019R608,R608,R0608,20190608
Hawthorn,2019,R5,2019R509,R509,R0509,20190509
Hawthorn,2019,R4,2019R409,R409,R0409,20190409
Hawthorn,2019,R3,2019R308,R308,R0308,20190308
Hawthorn,2019,R2,2019R208,R208,R0208,20190208
Hawthorn,2019,R1,2019R104,R104,R0104,20190104
Hawthorn,2018,SF,2018SF01,SF01,R2501,20182501
Hawthorn,2018,QF,2018QF01,QF01,R2401,20182401
Hawthorn,2018,R23,2018R2306,R2306,R2306,20182306
Hawthorn,2018,R22,2018R2205,R2205,R2205,20182205
Hawthorn,2018,R21,2018R2102,R2102,R2102,20182102
Hawthorn,2018,R20,2018R2002,R2002,R2002,20182002
Hawthorn,2018,R19,2018R1909,R1909,R1909,20181909
Hawthorn,2018,R18,2018R1807,R1807,R1807,20181807
Hawthorn,2018,R17,2018R1703,R1703,R1703,20181703
Hawthorn,2018,R16,2018R1605,R1605,R1605,20181605
Hawthorn,2018,R15,2018R1506,R1506,R1506,20181506
Hawthorn,2018,R14,2018R1403,R1403,R1403,20181403
Hawthorn,2018,R13,2018R1305,R1305,R1305,20181305
Hawthorn,2018,R11,2018R1103,R1103,R1103,20181103
Hawthorn,2018,R10,2018R1006,R1006,R1006,20181006
Hawthorn,2018,R9,2018R908,R908,R0908,20180908
Hawthorn,2018,R8,2018R801,R801,R0801,20180801
Hawthorn,2018,R7,2018R703,R703,R0703,20180703
Hawthorn,2018,R6,2018R605,R605,R0605,20180605
Hawthorn,2018,R5,2018R506,R506,R0506,20180506
Hawthorn,2018,R4,2018R408,R408,R0408,20180408
Hawthorn,2018,R3,2018R307,R307,R0307,20180307
Hawthorn,2018,R2,2018R209,R209,R0209,20180209
Hawthorn,2018,R1,2018R106,R106,R0106,20180106
Hawthorn,2017,R23,2017R2301,R2301,R2301,20172301
Hawthorn,2017,R22,2017R2205,R2205,R2205,20172205
Hawthorn,2017,R21,2017R2108,R2108,R2108,20172108
Hawthorn,2017,R20,2017R2008,R2008,R2008,20172008
Hawthorn,2017,R19,2017R1901,R1901,R1901,20171901
Hawthorn,2017,R18,2017R1806,R1806,R1806,20171806
Hawthorn,2017,R17,2017R1702,R1702,R1702,20171702
Hawthorn,2017,R16,2017R1602,R1602,R1602,20171602
Hawthorn,2017,R15,2017R1508,R1508,R1508,20171508
Hawthorn,2017,R14,2017R1401,R1401,R1401,20171401
Hawthorn,2017,R12,2017R1203,R1203,R1203,20171203
Hawthorn,2017,R11,2017R1101,R1101,R1101,20171101
Hawthorn,2017,R10,2017R1002,R1002,R1002,20171002
Hawthorn,2017,R9,2017R905,R905,R0905,20170905
Hawthorn,2017,R8,2017R802,R802,R0802,20170802
Hawthorn,2017,R7,2017R708,R708,R0708,20170708
Hawthorn,2017,R6,2017R602,R602,R0602,20170602
Hawthorn,2017,R5,2017R507,R507,R0507,20170507
Hawthorn,2017,R4,2017R409,R409,R0409,20170409
Hawthorn,2017,R3,2017R309,R309,R0309,20170309
Hawthorn,2017,R2,2017R203,R203,R0203,20170203
Hawthorn,2017,R1,2017R105,R105,R0105,20170105
Hawthorn,2016,SF,2016SF01,SF01,R2501,20162501
Hawthorn,2016,QF,2016QF01,QF01,R2401,20162401
Hawthorn,2016,R23,2016R2308,R2308,R2308,20162308
Hawthorn,2016,R22,2016R2201,R2201,R2201,20162201
Hawthorn,2016,R21,2016R2103,R2103,R2103,20162103
Hawthorn,2016,R20,2016R2003,R2003,R2003,20162003
Hawthorn,2016,R19,2016R1903,R1903,R1903,20161903
Hawthorn,2016,R18,2016R1808,R1808,R1808,20161808
Hawthorn,2016,R17,2016R1701,R1701,R1701,20161701
Hawthorn,2016,R16,2016R1601,R1601,R1601,20161601
Hawthorn,2016,R14,2016R1406,R1406,R1406,20161406
Hawthorn,2016,R13,2016R1301,R1301,R1301,20161301
Hawthorn,2016,R12,2016R1201,R1201,R1201,20161201
Hawthorn,2016,R11,2016R1102,R1102,R1102,20161102
Hawthorn,2016,R10,2016R1002,R1002,R1002,20161002
Hawthorn,2016,R9,2016R901,R901,R0901,20160901
Hawthorn,2016,R8,2016R803,R803,R0803,20160803
Hawthorn,2016,R7,2016R701,R701,R0701,20160701
Hawthorn,2016,R6,2016R604,R604,R0604,20160604
Hawthorn,2016,R5,2016R501,R501,R0501,20160501
Hawthorn,2016,R4,2016R403,R403,R0403,20160403
Hawthorn,2016,R3,2016R308,R308,R0308,20160308
Hawthorn,2016,R2,2016R208,R208,R0208,20160208
Hawthorn,2016,R1,2016R109,R109,R0109,20160109
Hawthorn,2015,GF,2015GF01,GF01,R2801,20152801
Hawthorn,2015,PF,2015PF01,PF01,R2701,20152701
Hawthorn,2015,SF,2015SF01,SF01,R2501,20152501
Hawthorn,2015,QF,2015QF01,QF01,R2401,20152401
Hawthorn,2015,R23,2015R2305,R2305,R2305,20152305
Hawthorn,2015,R22,2015R2203,R2203,R2203,20152203
Hawthorn,2015,R21,2015R2101,R2101,R2101,20152101
Hawthorn,2015,R20,2015R2006,R2006,R2006,20152006
Hawthorn,2015,R19,2015R1906,R1906,R1906,20151906
Hawthorn,2015,R18,2015R1801,R1801,R1801,20151801
Hawthorn,2015,R17,2015R1701,R1701,R1701,20151701
Hawthorn,2015,R16,2015R1605,R1605,R1605,20151605
Hawthorn,2015,R15,2015R1508,R1508,R1508,20151508
Hawthorn,2015,R14,2015R1402,R1402,R1402,20151402
Hawthorn,2015,R13,2015R1303,R1303,R1303,20151303
Hawthorn,2015,R12,2015R1201,R1201,R1201,20151201
Hawthorn,2015,R10,2015R1008,R1008,R1008,20151008
Hawthorn,2015,R9,2015R902,R902,R0902,20150902
Hawthorn,2015,R8,2015R805,R805,R0805,20150805
Hawthorn,2015,R7,2015R703,R703,R0703,20150703
Hawthorn,2015,R6,2015R604,R604,R0604,20150604
Hawthorn,2015,R5,2015R505,R505,R0505,20150505
Hawthorn,2015,R4,2015R405,R405,R0405,20150405
Hawthorn,2015,R3,2015R307,R307,R0307,20150307
Hawthorn,2015,R2,2015R208,R208,R0208,20150208
Hawthorn,2015,R1,2015R109,R109,R0109,20150109
Hawthorn,2014,GF,2014GF01,GF01,R2801,20142801
Hawthorn,2014,PF,2014PF02,PF02,R2702,20142702
Hawthorn,2014,QF,2014QF01,QF01,R2401,20142401
Hawthorn,2014,R23,2014R2301,R2301,R2301,20142301
Hawthorn,2014,R22,2014R2206,R2206,R2206,20142206
Hawthorn,2014,R21,2014R2109,R2109,R2109,20142109
Hawthorn,2014,R20,2014R2004,R2004,R2004,20142004
Hawthorn,2014,R19,2014R1908,R1908,R1908,20141908
Hawthorn,2014,R18,2014R1808,R1808,R1808,20141808
Hawthorn,2014,R17,2014R1701,R1701,R1701,20141701
Hawthorn,2014,R16,2014R1601,R1601,R1601,20141601
Hawthorn,2014,R15,2014R1502,R1502,R1502,20141502
Hawthorn,2014,R14,2014R1403,R1403,R1403,20141403
Hawthorn,2014,R13,2014R1301,R1301,R1301,20141301
Hawthorn,2014,R12,2014R1202,R1202,R1202,20141202
Hawthorn,2014,R11,2014R1108,R1108,R1108,20141108
Hawthorn,2014,R10,2014R1004,R1004,R1004,20141004
Hawthorn,2014,R8,2014R801,R801,R0801,20140801
Hawthorn,2014,R7,2014R702,R702,R0702,20140702
Hawthorn,2014,R6,2014R608,R608,R0608,20140608
Hawthorn,2014,R5,2014R509,R509,R0509,20140509
Hawthorn,2014,R4,2014R406,R406,R0406,20140406
Hawthorn,2014,R3,2014R301,R301,R0301,20140301
Hawthorn,2014,R2,2014R202,R202,R0202,20140202
Hawthorn,2014,R1,2014R107,R107,R0107,20140107
Hawthorn,2013,GF,2013GF01,GF01,R2801,20132801
Hawthorn,2013,PF,2013PF01,PF01,R2701,20132701
Hawthorn,2013,QF,2013QF01,QF01,R2401,20132401
Hawthorn,2013,R23,2013R2301,R2301,R2301,20132301
Hawthorn,2013,R22,2013R2203,R2203,R2203,20132203
Hawthorn,2013,R21,2013R2101,R2101,R2101,20132101
Hawthorn,2013,R20,2013R2001,R2001,R2001,20132001
Hawthorn,2013,R19,2013R1903,R1903,R1903,20131903
Hawthorn,2013,R18,2013R1801,R1801,R1801,20131801
Hawthorn,2013,R17,2013R1702,R1702,R1702,20131702
Hawthorn,2013,R16,2013R1602,R1602,R1602,20131602
Hawthorn,2013,R15,2013R1506,R1506,R1506,20131506
Hawthorn,2013,R14,2013R1407,R1407,R1407,20131407
Hawthorn,2013,R13,2013R1301,R1301,R1301,20131301
Hawthorn,2013,R12,2013R1201,R1201,R1201,20131201
Hawthorn,2013,R10,2013R1007,R1007,R1007,20131007
Hawthorn,2013,R9,2013R907,R907,R0907,20130907
Hawthorn,2013,R8,2013R803,R803,R0803,20130803
Hawthorn,2013,R7,2013R706,R706,R0706,20130706
Hawthorn,2013,R6,2013R604,R604,R0604,20130604
Hawthorn,2013,R5,2013R509,R509,R0509,20130509
Hawthorn,2013,R4,2013R402,R402,R0402,20130402
Hawthorn,2013,R3,2013R308,R308,R0308,20130308
Hawthorn,2013,R2,2013R209,R209,R0209,20130209
Hawthorn,2013,R1,2013R109,R109,R0109,20130109
Hawthorn,2012,GF,2012GF01,GF01,R2801,20122801
Hawthorn,2012,PF,2012PF02,PF02,R2702,20122702
Hawthorn,2012,QF,2012QF01,QF01,R2401,20122401
Hawthorn,2012,R23,2012R2301,R2301,R2301,20122301
Hawthorn,2012,R22,2012R2204,R2204,R2204,20122204
Hawthorn,2012,R21,2012R2109,R2109,R2109,20122109
Hawthorn,2012,R20,2012R2007,R2007,R2007,20122007
Hawthorn,2012,R19,2012R1901,R1901,R1901,20121901
Hawthorn,2012,R18,2012R1801,R1801,R1801,20121801
Hawthorn,2012,R17,2012R1702,R1702,R1702,20121702
Hawthorn,2012,R16,2012R1608,R1608,R1608,20121608
Hawthorn,2012,R15,2012R1507,R1507,R1507,20121507
Hawthorn,2012,R14,2012R1401,R1401,R1401,20121401
Hawthorn,2012,R12,2012R1205,R1205,R1205,20121205
Hawthorn,2012,R11,2012R1105,R1105,R1105,20121105
Hawthorn,2012,R10,2012R1003,R1003,R1003,20121003
Hawthorn,2012,R9,2012R902,R902,R0902,20120902
Hawthorn,2012,R8,2012R803,R803,R0803,20120803
Hawthorn,2012,R7,2012R701,R701,R0701,20120701
Hawthorn,2012,R6,2012R606,R606,R0606,20120606
Hawthorn,2012,R5,2012R507,R507,R0507,20120507
Hawthorn,2012,R4,2012R405,R405,R0405,20120405
Hawthorn,2012,R3,2012R308,R308,R0308,20120308
Hawthorn,2012,R2,2012R209,R209,R0209,20120209
Hawthorn,2012,R1,2012R103,R103,R0103,20120103
Melbourne,2021,GF,2021GF01,GF01,R2801,20212801
Melbourne,2021,PF,2021PF01,PF01,R2701,20212701
Melbourne,2021,QF,2021QF02,QF02,R2402,20212402
Melbourne,2021,R23,2021R2305,R2305,R2305,20212305
Melbourne,2021,R22,2021R2207,R2207,R2207,20212207
Melbourne,2021,R21,2021R2109,R2109,R2109,20212109
Melbourne,2021,R20,2021R2005,R2005,R2005,20212005
Melbourne,2021,R19,2021R1905,R1905,R1905,20211905
Melbourne,2021,R18,2021R1805,R1805,R1805,20211805
Melbourne,2021,R17,2021R1701,R1701,R1701,20211701
Melbourne,2021,R16,2021R1603,R1603,R1603,20211603
Melbourne,2021,R15,2021R1506,R1506,R1506,20211506
Melbourne,2021,R13,2021R1307,R1307,R1307,20211307
Melbourne,2021,R12,2021R1201,R1201,R1201,20211201
Melbourne,2021,R11,2021R1101,R1101,R1101,20211101
Melbourne,2021,R10,2021R1004,R1004,R1004,20211004
Melbourne,2021,R9,2021R908,R908,R0908,20210908
Melbourne,2021,R8,2021R805,R805,R0805,20210805
Melbourne,2021,R7,2021R707,R707,R0707,20210707
Melbourne,2021,R6,2021R605,R605,R0605,20210605
Melbourne,2021,R5,2021R508,R508,R0508,20210508
Melbourne,2021,R4,2021R408,R408,R0408,20210408
Melbourne,2021,R3,2021R308,R308,R0308,20210308
Melbourne,2021,R2,2021R205,R205,R0205,20210205
Melbourne,2021,R1,2021R103,R103,R0103,20210103
Melbourne,2020,R18,2020R1803,R1803,R1803,20201803
Melbourne,2020,R17,2020R1705,R1705,R1705,20201705
Melbourne,2020,R16,2020R1605,R1605,R1605,20201605
Melbourne,2020,R15,2020R1504,R1504,R1504,20201504
Melbourne,2020,R14,2020R1406,R1406,R1406,20201406
Melbourne,2020,R13,2020R1302,R1302,R1302,20201302
Melbourne,2020,R12,2020R1204,R1204,R1204,20201204
Melbourne,2020,R11,2020R1104,R1104,R1104,20201104
Melbourne,2020,R10,2020R1004,R1004,R1004,20201004
Melbourne,2020,R9,2020R902,R902,R0902,20200902
Melbourne,2020,R8,2020R808,R808,R0808,20200808
Melbourne,2020,R7,2020R707,R707,R0707,20200707
Melbourne,2020,R6,2020R605,R605,R0605,20200605
Melbourne,2020,R5,2020R508,R508,R0508,20200508
Melbourne,2020,R4,2020R408,R408,R0408,20200408
Melbourne,2020,R2,2020R204,R204,R0204,20200204
Melbourne,2020,R1,2020R109,R109,R0109,20200109
Melbourne,2019,R23,2019R2303,R2303,R2303,20192303
Melbourne,2019,R22,2019R2201,R2201,R2201,20192201
Melbourne,2019,R21,2019R2102,R2102,R2102,20192102
Melbourne,2019,R20,2019R2005,R2005,R2005,20192005
Melbourne,2019,R19,2019R1905,R1905,R1905,20191905
Melbourne,2019,R18,2019R1808,R1808,R1808,20191808
Melbourne,2019,R17,2019R1708,R1708,R1708,20191708
Melbourne,2019,R16,2019R1607,R1607,R1607,20191607
Melbourne,2019,R15,2019R1508,R1508,R1508,20191508
Melbourne,2019,R14,2019R1403,R1403,R1403,20191403
Melbourne,2019,R12,2019R1206,R1206,R1206,20191206
Melbourne,2019,R11,2019R1106,R1106,R1106,20191106
Melbourne,2019,R10,2019R1007,R1007,R1007,20191007
Melbourne,2019,R9,2019R901,R901,R0901,20190901
Melbourne,2019,R8,2019R804,R804,R0804,20190804
Melbourne,2019,R7,2019R702,R702,R0702,20190702
Melbourne,2019,R6,2019R601,R601,R0601,20190601
Melbourne,2019,R5,2019R505,R505,R0505,20190505
Melbourne,2019,R4,2019R401,R401,R0401,20190401
Melbourne,2019,R3,2019R302,R302,R0302,20190302
Melbourne,2019,R2,2019R205,R205,R0205,20190205
Melbourne,2019,R1,2019R103,R103,R0103,20190103
Melbourne,2018,PF,2018PF02,PF02,R2702,20182702
Melbourne,2018,EF,2018EF01,EF01,R2601,20182601
Melbourne,2018,SF,2018SF01,SF01,R2501,20182501
Melbourne,2018,R23,2018R2308,R2308,R2308,20182308
Melbourne,2018,R22,2018R2208,R2208,R2208,20182208
Melbourne,2018,R21,2018R2108,R2108,R2108,20182108
Melbourne,2018,R20,2018R2008,R2008,R2008,20182008
Melbourne,2018,R19,2018R1906,R1906,R1906,20181906
Melbourne,2018,R18,2018R1806,R1806,R1806,20181806
Melbourne,2018,R17,2018R1704,R1704,R1704,20181704
Melbourne,2018,R16,2018R1606,R1606,R1606,20181606
Melbourne,2018,R15,2018R1507,R1507,R1507,20181507
Melbourne,2018,R14,2018R1402,R1402,R1402,20181402
Melbourne,2018,R12,2018R1207,R1207,R1207,20181207
Melbourne,2018,R11,2018R1102,R1102,R1102,20181102
Melbourne,2018,R10,2018R1007,R1007,R1007,20181007
Melbourne,2018,R9,2018R907,R907,R0907,20180907
Melbourne,2018,R8,2018R804,R804,R0804,20180804
Melbourne,2018,R7,2018R708,R708,R0708,20180708
Melbourne,2018,R6,2018R607,R607,R0607,20180607
Melbourne,2018,R5,2018R508,R508,R0508,20180508
Melbourne,2018,R4,2018R408,R408,R0408,20180408
Melbourne,2018,R3,2018R303,R303,R0303,20180303
Melbourne,2018,R2,2018R205,R205,R0205,20180205
Melbourne,2018,R1,2018R108,R108,R0108,20180108
Melbourne,2017,R23,2017R2302,R2302,R2302,20172302
Melbourne,2017,R22,2017R2207,R2207,R2207,20172207
Melbourne,2017,R21,2017R2107,R2107,R2107,20172107
Melbourne,2017,R20,2017R2002,R2002,R2002,20172002
Melbourne,2017,R19,2017R1902,R1902,R1902,20171902
Melbourne,2017,R18,2017R1803,R1803,R1803,20171803
Melbourne,2017,R17,2017R1706,R1706,R1706,20171706
Melbourne,2017,R16,2017R1608,R1608,R1608,20171608
Melbourne,2017,R15,2017R1501,R1501,R1501,20171501
Melbourne,2017,R14,2017R1406,R1406,R1406,20171406
Melbourne,2017,R13,2017R1306,R1306,R1306,20171306
Melbourne,2017,R12,2017R1207,R1207,R1207,20171207
Melbourne,2017,R10,2017R1004,R1004,R1004,20171004
Melbourne,2017,R9,2017R907,R907,R0907,20170907
Melbourne,2017,R8,2017R806,R806,R0806,20170806
Melbourne,2017,R7,2017R708,R708,R0708,20170708
Melbourne,2017,R6,2017R607,R607,R0607,20170607
Melbourne,2017,R5,2017R508,R508,R0508,20170508
Melbourne,2017,R4,2017R403,R403,R0403,20170403
Melbourne,2017,R3,2017R304,R304,R0304,20170304
Melbourne,2017,R2,2017R208,R208,R0208,20170208
Melbourne,2017,R1,2017R103,R103,R0103,20170103
Melbourne,2016,R23,2016R2302,R2302,R2302,20162302
Melbourne,2016,R22,2016R2207,R2207,R2207,20162207
Melbourne,2016,R21,2016R2106,R2106,R2106,20162106
Melbourne,2016,R20,2016R2003,R2003,R2003,20162003
Melbourne,2016,R19,2016R1907,R1907,R1907,20161907
Melbourne,2016,R18,2016R1804,R1804,R1804,20161804
Melbourne,2016,R17,2016R1708,R1708,R1708,20161708
Melbourne,2016,R16,2016R1606,R1606,R1606,20161606
Melbourne,2016,R15,2016R1506,R1506,R1506,20161506
Melbourne,2016,R13,2016R1305,R1305,R1305,20161305
Melbourne,2016,R12,2016R1209,R1209,R1209,20161209
Melbourne,2016,R11,2016R1102,R1102,R1102,20161102
Melbourne,2016,R10,2016R1003,R1003,R1003,20161003
Melbourne,2016,R9,2016R907,R907,R0907,20160907
Melbourne,2016,R8,2016R808,R808,R0808,20160808
Melbourne,2016,R7,2016R705,R705,R0705,20160705
Melbourne,2016,R6,2016R602,R602,R0602,20160602
Melbourne,2016,R5,2016R508,R508,R0508,20160508
Melbourne,2016,R4,2016R408,R408,R0408,20160408
Melbourne,2016,R3,2016R307,R307,R0307,20160307
Melbourne,2016,R2,2016R203,R203,R0203,20160203
Melbourne,2016,R1,2016R102,R102,R0102,20160102
Melbourne,2015,R23,2015R2308,R2308,R2308,20152308
Melbourne,2015,R22,2015R2209,R2209,R2209,20152209
Melbourne,2015,R21,2015R2108,R2108,R2108,20152108
Melbourne,2015,R20,2015R2008,R2008,R2008,20152008
Melbourne,2015,R19,2015R1907,R1907,R1907,20151907
Melbourne,2015,R18,2015R1803,R1803,R1803,20151803
Melbourne,2015,R17,2015R1708,R1708,R1708,20151708
Melbourne,2015,R16,2015R1607,R1607,R1607,20151607
Melbourne,2015,R15,2015R1503,R1503,R1503,20151503
Melbourne,2015,R14,2015R1406,R1406,R1406,20151406
Melbourne,2015,R12,2015R1206,R1206,R1206,20151206
Melbourne,2015,R11,2015R1106,R1106,R1106,20151106
Melbourne,2015,R10,2015R1009,R1009,R1009,20151009
Melbourne,2015,R9,2015R903,R903,R0903,20150903
Melbourne,2015,R8,2015R808,R808,R0808,20150808
Melbourne,2015,R7,2015R703,R703,R0703,20150703
Melbourne,2015,R6,2015R606,R606,R0606,20150606
Melbourne,2015,R5,2015R507,R507,R0507,20150507
Melbourne,2015,R4,2015R401,R401,R0401,20150401
Melbourne,2015,R3,2015R303,R303,R0303,20150303
Melbourne,2015,R2,2015R203,R203,R0203,20150203
Melbourne,2015,R1,2015R102,R102,R0102,20150102
Melbourne,2014,R23,2014R2306,R2306,R2306,20142306
Melbourne,2014,R22,2014R2205,R2205,R2205,20142205
Melbourne,2014,R21,2014R2108,R2108,R2108,20142108
Melbourne,2014,R20,2014R2004,R2004,R2004,20142004
Melbourne,2014,R19,2014R1907,R1907,R1907,20141907
Melbourne,2014,R18,2014R1804,R1804,R1804,20141804
Melbourne,2014,R17,2014R1702,R1702,R1702,20141702
Melbourne,2014,R16,2014R1606,R1606,R1606,20141606
Melbourne,2014,R15,2014R1507,R1507,R1507,20141507
Melbourne,2014,R14,2014R1409,R1409,R1409,20141409
Melbourne,2014,R13,2014R1309,R1309,R1309,20141309
Melbourne,2014,R12,2014R1209,R1209,R1209,20141209
Melbourne,2014,R11,2014R1103,R1103,R1103,20141103
Melbourne,2014,R9,2014R903,R903,R0903,20140903
Melbourne,2014,R8,2014R804,R804,R0804,20140804
Melbourne,2014,R7,2014R704,R704,R0704,20140704
Melbourne,2014,R6,2014R606,R606,R0606,20140606
Melbourne,2014,R5,2014R507,R507,R0507,20140507
Melbourne,2014,R4,2014R402,R402,R0402,20140402
Melbourne,2014,R3,2014R307,R307,R0307,20140307
Melbourne,2014,R2,2014R208,R208,R0208,20140208
Melbourne,2014,R1,2014R108,R108,R0108,20140108
Melbourne,2013,R23,2013R2309,R2309,R2309,20132309
Melbourne,2013,R22,2013R2202,R2202,R2202,20132202
Melbourne,2013,R21,2013R2107,R2107,R2107,20132107
Melbourne,2013,R20,2013R2006,R2006,R2006,20132006
Melbourne,2013,R19,2013R1902,R1902,R1902,20131902
Melbourne,2013,R18,2013R1803,R1803,R1803,20131803
Melbourne,2013,R17,2013R1705,R1705,R1705,20131705
Melbourne,2013,R16,2013R1603,R1603,R1603,20131603
Melbourne,2013,R15,2013R1507,R1507,R1507,20131507
Melbourne,2013,R14,2013R1405,R1405,R1405,20131405
Melbourne,2013,R13,2013R1303,R1303,R1303,20131303
Melbourne,2013,R11,2013R1106,R1106,R1106,20131106
Melbourne,2013,R10,2013R1007,R1007,R1007,20131007
Melbourne,2013,R9,2013R909,R909,R0909,20130909
Melbourne,2013,R8,2013R808,R808,R0808,20130808
Melbourne,2013,R7,2013R708,R708,R0708,20130708
